RECORDING_SESSION_LABEL,TRIAL_INDEX,image,image_type,trial_num,CURRENT_FIX_DURATION,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,X,Y
P5,112,Lo.png,Local,0,118,2882,6,6,917,1693.8,357,1453.8
P5,31,Sh.png,Local,0,22,10,3,1,952.3,554.6,392.3,314.6
P5,31,Sh.png,Local,0,1300,50,3,2,909.5,531.5,349.5,291.5
P5,31,Sh.png,Local,0,168,1366,3,3,937.4,573.4,377.4,333.4
P5,44,Sh.png,Local,0,692,10,3,1,954.2,560.6,394.2,320.6
P5,44,Sh.png,Local,0,204,2390,3,2,933.2,518.4,373.2,278.4
P5,44,Sh.png,Local,0,202,2798,3,3,935.1,512.7,375.1,272.7
P5,4,Sh.png,Local,0,1260,16,2,1,917.3,495.1,357.3,255.1
P5,16,Ss.png,None,0,136,2648,7,5,630.9,1114.3,70.9,874.3
P5,16,Ss.png,None,0,90,2812,7,6,519.5,1090.5,-40.5,850.5
P5,16,Ss.png,None,0,32,2968,7,7,943.5,748.6,383.5,508.6
P5,29,Ss.png,None,0,212,10,5,1,1099.5,606.8,539.5,366.8
P5,29,Ss.png,None,0,394,240,5,2,1029.8,590.8,469.8,350.8
P5,29,Ss.png,None,0,882,852,5,3,1017.3,627.3,457.3,387.3
P5,29,Ss.png,None,0,870,1956,5,4,1016.8,622.2,456.8,382.2
P5,29,Ss.png,None,0,48,2848,5,5,1027.9,630.5,467.9,390.5
P5,30,Ss.png,None,0,32,10,7,1,1027.3,625.8,467.3,385.8
P5,48,Ss.png,None,0,1036,10,2,1,928.4,571.6,368.4,331.6
P5,48,Ss.png,None,0,556,1064,2,2,957.8,574.7,397.8,334.7
P5,2,Ss.png,None,0,210,10,3,1,913.9,487.6,353.9,247.6
P5,2,Ss.png,None,0,1316,240,3,2,931.6,554.5,371.6,314.5
P5,2,Ss.png,None,0,666,1572,3,3,931,537.3,371,297.3
P5,35,Ss.png,None,0,1778,26,1,1,926.7,534.1,366.7,294.1
P5,15,St.png,None,0,28,1222,6,4,947.9,538.4,387.9,298.4
P5,15,St.png,None,0,210,1346,6,5,949.7,545,389.7,305
P5,15,St.png,None,0,1238,1572,6,6,937.1,545.5,377.1,305.5
P5,17,St.png,None,0,276,10,6,1,918.7,520.1,358.7,280.1
P5,17,St.png,None,0,84,510,6,2,966.2,498.2,406.2,258.2
P5,17,St.png,None,0,192,614,6,3,925.1,526.9,365.1,286.9
P5,17,St.png,None,0,636,826,6,4,872.1,547.2,312.1,307.2
P5,17,St.png,None,0,274,1486,6,5,957.8,550.3,397.8,310.3
P5,17,St.png,None,0,1148,1778,6,6,944.8,527.4,384.8,287.4
P5,30,St.png,None,0,204,10,6,1,896.9,507.9,336.9,267.9
P5,71,Th.png,Local,0,110,1378,9,7,1015.1,691.4,455.1,451.4
P5,71,Th.png,Local,0,616,1504,9,8,1008.2,648,448.2,408
P5,71,Th.png,Local,0,562,2340,9,9,1004.7,618.9,444.7,378.9
P5,72,Th.png,Local,0,82,10,11,1,1388.2,937.1,828.2,697.1
P5,72,Th.png,Local,0,154,118,11,2,1494.6,946.4,934.6,706.4
P5,72,Th.png,Local,0,104,322,11,3,1106.6,679,546.6,439
P5,72,Th.png,Local,0,156,454,11,4,1018.7,630.1,458.7,390.1
P5,72,Th.png,Local,0,88,628,11,5,988,605.5,428,365.5
P5,4,Th.png,Local,0,150,2726,4,3,2.4,98.4,-557.6,-141.6
P5,4,Th.png,Local,0,62,2938,4,4,938.8,462.8,378.8,222.8
P5,11,Th.png,Local,0,306,10,5,1,896.3,585.7,336.3,345.7
P5,11,Th.png,Local,0,80,334,5,2,936,594.9,376,354.9
P5,11,Th.png,Local,0,1066,588,5,3,921.7,594.1,361.7,354.1
P5,11,Th.png,Local,0,712,1674,5,4,916.9,527.9,356.9,287.9
P5,11,Th.png,Local,0,250,2410,5,5,897.1,610.5,337.1,370.5
P5,24,Th.png,Local,0,110,10,5,1,936.7,593.3,376.7,353.3
P5,42,Ts.png,None,0,890,296,7,3,982.5,591.4,422.5,351.4
P5,42,Ts.png,None,0,1054,1210,7,4,955.5,475,395.5,235
P5,42,Ts.png,None,0,190,2284,7,5,993,441.3,433,201.3
P5,42,Ts.png,None,0,124,2498,7,6,1005.9,529.8,445.9,289.8
P5,42,Ts.png,None,0,136,2646,7,7,1069.3,578.3,509.3,338.3
P5,76,Ts.png,None,0,236,10,10,1,1086.7,543.4,526.7,303.4
P5,76,Ts.png,None,0,92,262,10,2,1049.4,556.9,489.4,316.9
P5,76,Ts.png,None,0,122,576,10,3,109.8,-265.4,-450.2,-505.4
P5,8,Ts.png,None,0,334,232,4,3,1002.2,452,442.2,212
P5,8,Ts.png,None,0,2160,584,4,4,937.1,434.9,377.1,194.9
P5,9,Ts.png,None,0,204,12,3,1,1082,404.8,522,164.8
P5,9,Ts.png,None,0,854,246,3,2,941.6,448.6,381.6,208.6
P5,9,Ts.png,None,0,1528,1472,3,3,1012.8,460.2,452.8,220.2
P5,10,Ts.png,None,0,62,10,7,1,1017.8,451,457.8,211
P5,10,Ts.png,None,0,116,142,7,2,1002.1,-95.8,442.1,-335.8
P5,10,Ts.png,None,0,80,304,7,3,1004.9,328.8,444.9,88.8
P5,48,Ts.png,None,0,334,882,10,5,933.9,559.3,373.9,319.3
P5,48,Ts.png,None,0,482,1258,10,6,978.6,561.8,418.6,321.8
P5,48,Ts.png,None,0,58,1764,10,7,949.1,574.5,389.1,334.5
P5,48,Ts.png,None,0,128,1856,10,8,1018.8,584.8,458.8,344.8
P5,48,Ts.png,None,0,826,2008,10,9,994.1,517.3,434.1,277.3
P5,48,Ts.png,None,0,144,2856,10,10,953.7,551.2,393.7,311.2
P5,4,Tt.png,None,0,208,10,6,1,945.1,576.7,385.1,336.7
P5,4,Tt.png,None,0,910,242,6,2,1010.5,571.9,450.5,331.9
P5,4,Tt.png,None,0,842,1178,6,3,978.5,426.3,418.5,186.3
P5,29,Tt.png,None,0,30,530,9,3,219.1,408.1,-340.9,168.1
P5,29,Tt.png,None,0,30,662,9,4,199.1,459.4,-360.9,219.4
P5,29,Tt.png,None,0,440,800,9,5,924.4,596.8,364.4,356.8
P5,29,Tt.png,None,0,294,1258,9,6,911.3,594.2,351.3,354.2
P5,29,Tt.png,None,0,214,1572,9,7,955.9,578.1,395.9,338.1
P5,29,Tt.png,None,0,1024,1804,9,8,937.3,577.8,377.3,337.8
P5,29,Tt.png,None,0,150,2850,9,9,979,522.3,419,282.3
P5,43,Tt.png,None,0,262,10,4,1,863.1,620.1,303.1,380.1
P5,43,Tt.png,None,0,306,296,4,2,942.7,592,382.7,352
P5,42,Ul.png,None,0,308,10,3,1,951,503.4,391,263.4
P5,42,Ul.png,None,0,926,510,3,2,956.5,484.9,396.5,244.9
P5,42,Ul.png,None,0,966,1454,3,3,908.1,523.9,348.1,283.9
P5,50,Ul.png,None,0,866,10,3,1,957.3,501,397.3,261
P5,50,Ul.png,None,0,412,900,3,2,900,527.8,340,287.8
P5,50,Ul.png,None,0,284,1330,3,3,942.8,514.5,382.8,274.5
P5,21,Ul.png,None,0,1236,14,3,1,951.5,541.1,391.5,301.1
P5,21,Ul.png,None,0,298,1272,3,2,979.8,552.5,419.8,312.5
P5,21,Ul.png,None,0,606,1588,3,3,947.3,556,387.3,316
P5,26,Ul.png,None,0,258,10,3,1,945.6,558.9,385.6,318.9
P5,23,Ul.png,None,0,250,1232,7,6,1044.2,587.9,484.2,347.9
P5,23,Ul.png,None,0,860,1508,7,7,972.8,577.4,412.8,337.4
P5,25,Ul.png,None,0,204,10,8,1,934.2,543.6,374.2,303.6
P5,25,Ul.png,None,0,220,240,8,2,974.2,556.1,414.2,316.1
P5,25,Ul.png,None,0,160,478,8,3,1000.1,570.5,440.1,330.5
P5,25,Ul.png,None,0,192,664,8,4,955.1,546.4,395.1,306.4
P5,25,Ul.png,None,0,878,886,8,5,993.6,584.4,433.6,344.4
P5,25,Ul.png,None,0,52,1790,8,6,944.3,579.7,384.3,339.7
P5,25,Ul.png,None,0,162,1874,8,7,1010.8,582.1,450.8,342.1
P5,25,Ul.png,None,0,568,2062,8,8,967,569,407,329
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,164,1394,14,8,828.3,326.2,268.3,86.2
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,342,1578,14,9,884.4,331.1,324.4,91.1
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,144,1952,14,10,1035.3,327.5,475.3,87.5
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,382,2118,14,11,1126.1,323.5,566.1,83.5
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,254,2548,14,12,776.3,392.2,216.3,152.2
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,140,2820,14,13,824.4,406,264.4,166
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,16,2984,14,14,903.3,419,343.3,179
P5,11,Uo.png,Local,0,158,2146,12,9,975.7,599.6,415.7,359.6
P5,11,Uo.png,Local,0,470,2324,12,10,1015.8,615.8,455.8,375.8
P5,11,Uo.png,Local,0,40,2810,12,11,995,635.5,435,395.5
P5,11,Uo.png,Local,0,44,2956,12,12,1031.5,627.8,471.5,387.8
P5,12,Uo.png,Local,0,1196,10,4,1,895.4,408.6,335.4,168.6
P5,12,Uo.png,Local,0,520,1336,4,2,920.8,429.2,360.8,189.2
P5,12,Uo.png,Local,0,798,2060,4,3,938.5,482.1,378.5,242.1
P5,12,Uo.png,Local,0,122,2878,4,4,906.5,402.2,346.5,162.2
P5,31,Uo.png,Local,0,1058,10,10,1,996.6,628.5,436.6,388.5
P5,35,Uo.png,Local,0,256,296,6,2,967.4,569.8,407.4,329.8
P5,35,Uo.png,Local,0,960,684,6,3,982.9,566,422.9,326
P5,35,Uo.png,Local,0,556,1672,6,4,937.7,556.4,377.7,316.4
P5,35,Uo.png,Local,0,340,2256,6,5,1022,507,462,267
P5,35,Uo.png,Local,0,320,2614,6,6,993.5,493.7,433.5,253.7
P5,2,Uu.png,None,0,148,30,6,1,10.6,-17.2,-549.4,-257.2
P5,2,Uu.png,None,0,188,240,6,2,1001,515.1,441,275.1
P5,2,Uu.png,None,0,1506,450,6,3,1025.2,573.4,465.2,333.4
P5,2,Uu.png,None,0,168,1974,6,4,996.4,524.2,436.4,284.2
P5,2,Uu.png,None,0,324,2176,6,5,989.7,695.4,429.7,455.4
P5,2,Uu.png,None,0,460,2540,6,6,961.7,482.4,401.7,242.4
P5,9,Uu.png,None,0,24,2138,4,4,1642.9,412.1,1082.9,172.1
P5,31,Uu.png,None,0,976,10,2,1,926.5,546,366.5,306
P5,31,Uu.png,None,0,562,1010,2,2,942.1,648,382.1,408
P5,21,Uu.png,None,0,320,10,4,1,884.8,593.2,324.8,353.2
P5,21,Uu.png,None,0,438,346,4,2,922.8,575.3,362.8,335.3
P5,21,Uu.png,None,0,292,800,4,3,874.5,570.6,314.5,330.6
P5,21,Uu.png,None,0,1258,1110,4,4,897,576.7,337,336.7
P5,34,Uu.png,None,0,400,10,7,1,924.1,608.8,364.1,368.8
P6,6,Hs.png,Global,0,96,10,8,1,949.1,576.1,389.1,336.1
P6,6,Hs.png,Global,0,54,302,8,2,959.6,550.7,399.6,310.7
P6,6,Hs.png,Global,0,130,558,8,3,854.3,1708.8,294.3,1468.8
P6,6,Hs.png,Global,0,804,868,8,4,950.7,582.9,390.7,342.9
P6,6,Hs.png,Global,0,22,1860,8,5,950.9,482.8,390.9,242.8
P6,6,Hs.png,Global,0,286,1898,8,6,919,538,359,298
P6,6,Hs.png,Global,0,104,2448,8,7,971.9,450.4,411.9,210.4
P6,6,Hs.png,Global,0,10,2990,8,8,906.4,530.2,346.4,290.2
P6,10,Hs.png,Global,0,8,24,5,1,1485.4,614.6,925.4,374.6
P6,10,Hs.png,Global,0,62,62,5,2,1479.8,530.3,919.8,290.3
P6,10,Hs.png,Global,0,44,1246,5,3,1010.5,387.1,450.5,147.1
P6,10,Hs.png,Global,0,30,1572,5,4,1556,360.2,996,120.2
P6,10,Hs.png,Global,0,100,1984,5,5,1019.7,363.6,459.7,123.6
P6,11,Hs.png,Global,0,230,42,12,1,1035.6,568.7,475.6,328.7
P6,11,Hs.png,Global,0,408,296,12,2,958.3,575.1,398.3,335.1
P6,11,Hs.png,Global,0,60,1058,12,3,1276.4,612.7,716.4,372.7
P6,11,Hs.png,Global,0,96,1472,12,4,867.8,617.5,307.8,377.5
P6,11,Hs.png,Global,0,26,1650,12,5,1257.7,712.3,697.7,472.3
P6,11,Hs.png,Global,0,148,1730,12,6,1201.1,536.4,641.1,296.4
P6,11,Hs.png,Global,0,42,1956,12,7,1204.7,435,644.7,195
P6,11,Hs.png,Global,0,30,2030,12,8,1220,427.4,660,187.4
P6,11,Hs.png,Global,0,48,2108,12,9,1228,542.6,668,302.6
P6,11,Hs.png,Global,0,42,2284,12,10,1293.4,648.5,733.4,408.5
P6,11,Hs.png,Global,0,46,2396,12,11,1276.6,678.8,716.6,438.8
P6,11,Hs.png,Global,0,118,2882,12,12,946.7,512.6,386.7,272.6
P6,1,Lo.png,Local,0,254,10,9,1,916.8,509.1,356.8,269.1
P6,1,Lo.png,Local,0,110,646,9,2,932.1,394.7,372.1,154.7
P6,1,Lo.png,Local,0,358,782,9,3,904.1,523.9,344.1,283.9
P6,1,Lo.png,Local,0,250,1160,9,4,944.1,494.7,384.1,254.7
P6,1,Lo.png,Local,0,100,1562,9,5,892.4,345.5,332.4,105.5
P6,1,Lo.png,Local,0,88,1788,9,6,970.1,464.2,410.1,224.2
P6,1,Lo.png,Local,0,348,2032,9,7,1020.5,381.9,460.5,141.9
P6,1,Lo.png,Local,0,128,2602,9,8,989.1,437.9,429.1,197.9
P6,1,Lo.png,Local,0,56,2944,9,9,999,509.4,439,269.4
P6,2,Lo.png,Local,0,12,16,13,1,-6.2,396,-566.2,156
P6,2,Lo.png,Local,0,68,132,13,2,793.3,511,233.3,271
P6,2,Lo.png,Local,0,88,232,13,3,969.1,568.4,409.1,328.4
P6,2,Lo.png,Local,0,626,576,13,4,991.9,507.9,431.9,267.9
P6,2,Lo.png,Local,0,30,1326,13,5,231.1,424.2,-328.9,184.2
P6,2,Lo.png,Local,0,30,1458,13,6,229.1,428.8,-330.9,188.8
P6,2,Lo.png,Local,0,30,1820,13,7,278.2,437.9,-281.8,197.9
P6,2,Lo.png,Local,0,30,2084,13,8,234.9,457.4,-325.1,217.4
P6,2,Lo.png,Local,0,30,2216,13,9,242.7,472,-317.3,232
P6,2,Lo.png,Local,0,30,2348,13,10,245,477,-315,237
P6,2,Lo.png,Local,0,30,2480,13,11,234.5,478.7,-325.5,238.7
P6,2,Lo.png,Local,0,30,2612,13,12,231,466.3,-329,226.3
P6,2,Lo.png,Local,0,30,2744,13,13,239.1,447.5,-320.9,207.5
P6,3,Lo.png,Local,0,32,34,11,1,1018.4,487.9,458.4,247.9
P6,3,Lo.png,Local,0,28,138,11,2,1032.6,480.6,472.6,240.6
P6,3,Lo.png,Local,0,62,274,11,3,1030.3,414.8,470.3,174.8
P6,3,Lo.png,Local,0,26,424,11,4,1007.8,496.8,447.8,256.8
P6,3,Lo.png,Local,0,182,774,11,5,984.2,475,424.2,235
P6,3,Lo.png,Local,0,108,1048,11,6,1004.5,444.4,444.5,204.4
P6,3,Lo.png,Local,0,634,1184,11,7,955.3,555.1,395.3,315.1
P6,3,Lo.png,Local,0,134,1940,11,8,893.6,564.7,333.6,324.7
P6,3,Lo.png,Local,0,58,2406,11,9,1206.7,481.2,646.7,241.2
P6,3,Lo.png,Local,0,176,2480,11,10,1228,469.6,668,229.6
P6,3,Lo.png,Local,0,248,2752,11,11,894.1,1644.2,334.1,1404.2
P6,7,Lo.png,Local,0,30,130,4,1,180.3,492.7,-379.7,252.7
P6,7,Lo.png,Local,0,30,262,4,2,188.8,474.4,-371.2,234.4
P6,7,Lo.png,Local,0,744,760,4,3,943.9,541.2,383.9,301.2
P6,7,Lo.png,Local,0,634,1524,4,4,905.8,564.2,345.8,324.2
P6,12,Lo.png,Local,0,296,0,13,1,964.2,827,404.2,587
P6,12,Lo.png,Local,0,24,388,13,2,1560.5,316,1000.5,76
P6,12,Lo.png,Local,0,122,802,13,3,1223.7,548.5,663.7,308.5
P6,12,Lo.png,Local,0,398,956,13,4,1234.2,552.5,674.2,312.5
P6,12,Lo.png,Local,0,24,1498,13,5,1568,366.9,1008,126.9
P6,12,Lo.png,Local,0,82,1592,13,6,1574.2,360.8,1014.2,120.8
P6,12,Lo.png,Local,0,100,1710,13,7,1584.9,360.2,1024.9,120.2
P6,12,Lo.png,Local,0,68,1910,13,8,1226.8,488,666.8,248
P6,12,Lo.png,Local,0,182,2018,13,9,1230.7,485.1,670.7,245.1
P6,12,Lo.png,Local,0,44,2276,13,10,1598.6,582.5,1038.6,342.5
P6,12,Lo.png,Local,0,44,2396,13,11,1566.3,303.7,1006.3,63.7
P6,12,Lo.png,Local,0,34,2488,13,12,1603,293.9,1043,53.9
P6,12,Lo.png,Local,0,380,2620,13,13,959.5,504.2,399.5,264.2
P6,4,Sh.png,Local,0,598,1292,2,2,933.1,503,373.1,263
P6,35,Sh.png,Local,0,104,10,3,1,918.1,482,358.1,242
P6,35,Sh.png,Local,0,296,316,3,2,955.1,503.2,395.1,263.2
P6,35,Sh.png,Local,0,1598,630,3,3,940,495.1,380,255.1
P6,38,Sh.png,Local,0,274,10,2,1,945.8,482.8,385.8,242.8
P6,38,Sh.png,Local,0,2502,498,2,2,947.3,484.5,387.3,244.5
P6,3,Sh.png,Local,0,314,10,4,1,939.4,525.7,379.4,285.7
P6,30,Ss.png,None,0,170,74,7,2,1270,616.5,710,376.5
P6,30,Ss.png,None,0,1096,282,7,3,1004.2,589,444.2,349
P6,30,Ss.png,None,0,340,1396,7,4,983.4,494.7,423.4,254.7
P6,30,Ss.png,None,0,202,1800,7,5,758.2,1082.1,198.2,842.1
P6,30,Ss.png,None,0,190,2066,7,6,1028.2,381.2,468.2,141.2
P6,30,Ss.png,None,0,718,2282,7,7,1008.1,457.4,448.1,217.4
P6,56,Ss.png,None,0,430,228,6,1,1026.9,653.2,466.9,413.2
P6,56,Ss.png,None,0,232,902,6,2,1071.5,633.4,511.5,393.4
P6,42,Ss.png,None,0,36,136,4,1,2378.9,567.5,1818.9,327.5
P6,42,Ss.png,None,0,100,438,4,2,949.6,536,389.6,296
P6,42,Ss.png,None,0,1752,840,4,3,934.2,524.2,374.2,284.2
P6,42,Ss.png,None,0,118,2612,4,4,876.5,513.2,316.5,273.2
P6,8,Ss.png,None,0,230,10,5,1,975.8,407.4,415.8,167.4
P6,8,Ss.png,None,0,454,264,5,2,974.2,496.1,414.2,256.1
P6,8,Ss.png,None,0,1704,742,5,3,937.2,456.3,377.2,216.3
P6,8,Ss.png,None,0,322,2466,5,4,959.6,413.3,399.6,173.3
P6,8,Ss.png,None,0,190,2810,5,5,958.6,476.2,398.6,236.2
P6,14,Ss.png,None,0,240,10,4,1,983,531.6,423,291.6
P6,30,St.png,None,0,318,232,6,2,946.7,527.8,386.7,287.8
P6,30,St.png,None,0,1068,570,6,3,927.4,497.7,367.4,257.7
P6,30,St.png,None,0,402,1656,6,4,938.6,474.9,378.6,234.9
P6,30,St.png,None,0,448,2316,6,5,897.9,453.8,337.9,213.8
P6,30,St.png,None,0,146,2786,6,6,935.1,516.7,375.1,276.7
P6,21,St.png,None,0,228,10,2,1,918.5,508.6,358.5,268.6
P6,21,St.png,None,0,1584,256,2,2,944,504.7,384,264.7
P6,72,Th.png,Local,0,160,968,11,6,956.4,545.9,396.4,305.9
P6,72,Th.png,Local,0,126,1148,11,7,1006.3,575.8,446.3,335.8
P6,72,Th.png,Local,0,130,1328,11,8,1447.8,873.4,887.8,633.4
P6,72,Th.png,Local,0,780,1514,11,9,988.8,644,428.8,404
P6,72,Th.png,Local,0,146,2486,11,10,994.7,633,434.7,393
P6,72,Th.png,Local,0,142,2856,11,11,1005.9,598.8,445.9,358.8
P6,73,Th.png,Local,0,266,10,9,1,982.9,584.5,422.9,344.5
P6,24,Th.png,Local,0,130,156,5,2,994.8,805.5,434.8,565.5
P6,24,Th.png,Local,0,282,316,5,3,932.7,622.8,372.7,382.8
P6,24,Th.png,Local,0,170,940,5,4,864.7,639.9,304.7,399.9
P6,24,Th.png,Local,0,1870,1130,5,5,895.9,610.3,335.9,370.3
P6,25,Th.png,Local,0,2990,10,1,1,895.8,585.7,335.8,345.7
P6,23,Th.png,Local,0,1612,10,1,1,921.2,512,361.2,272
P6,27,Th.png,Local,0,532,10,3,1,938.8,532.2,378.8,292.2
P6,27,Th.png,Local,0,202,560,3,2,924.5,501.8,364.5,261.8
P6,27,Th.png,Local,0,856,780,3,3,938.7,464.9,378.7,224.9
P6,76,Ts.png,None,0,130,742,10,4,-298.9,-663.7,-858.9,-903.7
P6,76,Ts.png,None,0,128,936,10,5,924.4,587.9,364.4,347.9
P6,76,Ts.png,None,0,362,1090,10,6,1017.2,561.7,457.2,321.7
P6,76,Ts.png,None,0,64,1698,10,7,1013.7,492.4,453.7,252.4
P6,76,Ts.png,None,0,220,1782,10,8,1030,545.2,470,305.2
P6,76,Ts.png,None,0,176,2270,10,9,987.1,587.4,427.1,347.4
P6,76,Ts.png,None,0,294,2500,10,10,728,1116.6,168,876.6
P6,10,Ts.png,None,0,968,414,7,4,980.9,489.3,420.9,249.3
P6,10,Ts.png,None,0,866,1406,7,5,973,419.6,413,179.6
P6,10,Ts.png,None,0,84,2308,7,6,1004.1,613.5,444.1,373.5
P6,10,Ts.png,None,0,536,2418,7,7,1014.3,519,454.3,279
P6,14,Ts.png,None,0,1598,10,1,1,1021.3,568.9,461.3,328.9
P6,2,Ts.png,None,0,230,10,5,1,920.8,613.7,360.8,373.7
P6,2,Ts.png,None,0,1060,258,5,2,962.3,603.4,402.3,363.4
P6,2,Ts.png,None,0,414,1340,5,3,979.9,524.4,419.9,284.4
P6,2,Ts.png,None,0,724,1778,5,4,969.8,618.4,409.8,378.4
P6,4,Tt.png,None,0,360,2054,6,4,1004.7,559.3,444.7,319.3
P6,4,Tt.png,None,0,250,2432,6,5,1004.2,509.8,444.2,269.8
P6,4,Tt.png,None,0,254,2704,6,6,984.6,575,424.6,335
P6,6,Tt.png,None,0,206,10,8,1,1066.3,615.7,506.3,375.7
P6,6,Tt.png,None,0,1090,236,8,2,1004.5,596,444.5,356
P6,6,Tt.png,None,0,62,1350,8,3,983.8,507.1,423.8,267.1
P6,6,Tt.png,None,0,208,1430,8,4,968.9,450,408.9,210
P6,6,Tt.png,None,0,286,1668,8,5,989.1,579.8,429.1,339.8
P6,43,Tt.png,None,0,362,620,4,3,902.6,578.6,342.6,338.6
P6,43,Tt.png,None,0,1598,1008,4,4,927.7,563.5,367.7,323.5
P6,8,Tt.png,None,0,794,10,2,1,943.9,558.8,383.9,318.8
P6,8,Tt.png,None,0,1158,828,2,2,929.3,505.6,369.3,265.6
P6,36,Tt.png,None,0,124,10,3,1,895.3,531.9,335.3,291.9
P6,36,Tt.png,None,0,834,150,3,2,925.2,529.2,365.2,289.2
P6,36,Tt.png,None,0,1242,1004,3,3,936.9,482.9,376.9,242.9
P6,47,Tt.png,None,0,1104,10,2,1,923,532.3,363,292.3
P6,26,Ul.png,None,0,1880,284,3,2,936.8,543.3,376.8,303.3
P6,26,Ul.png,None,0,162,2182,3,3,972.1,555.9,412.1,315.9
P6,43,Ul.png,None,0,1106,10,4,1,931.5,537.8,371.5,297.8
P6,43,Ul.png,None,0,680,1138,4,2,962.7,515.6,402.7,275.6
P6,50,Ul.png,None,0,212,10,5,1,958.2,556.7,398.2,316.7
P6,50,Ul.png,None,0,490,250,5,2,1005.5,569,445.5,329
P6,50,Ul.png,None,0,216,770,5,3,919.2,573.4,359.2,333.4
P6,50,Ul.png,None,0,154,1016,5,4,979.7,553.4,419.7,313.4
P6,50,Ul.png,None,0,806,1188,5,5,960.4,533.2,400.4,293.2
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,256,200,11,1,1037.7,790.1,477.7,550.1
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,176,482,11,2,981.9,827.6,421.9,587.6
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,192,688,11,3,1103.5,801,543.5,561
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,274,940,11,4,765.4,544.6,205.4,304.6
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,194,76,12,1,783.4,821,223.4,581
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,148,316,12,2,829.3,371.3,269.3,131.3
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,164,488,12,3,830,254.8,270,14.8
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,728,668,12,4,759.2,247.6,199.2,7.6
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,186,1426,12,5,862.7,299.8,302.7,59.8
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,202,1642,12,6,1009.7,317.7,449.7,77.7
P6,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,184,1866,12,7,1088,309.6,528,69.6
P6,31,Uo.png,Local,0,144,1234,10,2,-137.6,-355.7,-697.6,-595.7
P6,31,Uo.png,Local,0,88,1442,10,3,829.4,410.3,269.4,170.3
P6,31,Uo.png,Local,0,136,1634,10,4,1748.2,-110.9,1188.2,-350.9
P6,31,Uo.png,Local,0,110,1804,10,5,1720.3,-324.5,1160.3,-564.5
P6,31,Uo.png,Local,0,172,1978,10,6,1041.2,497.5,481.2,257.5
P6,31,Uo.png,Local,0,498,2180,10,7,978.8,602.9,418.8,362.9
P6,34,Uu.png,None,0,128,300,7,1,989,592.2,429,352.2
P6,34,Uu.png,None,0,860,444,7,2,1021.8,596.8,461.8,356.8
P6,34,Uu.png,None,0,222,1370,7,3,1798.5,209.7,1238.5,-30.3
P6,34,Uu.png,None,0,836,1652,7,4,989,581.4,429,341.4
P6,34,Uu.png,None,0,180,2520,7,5,960.4,713.3,400.4,473.3
P6,34,Uu.png,None,0,120,2716,7,6,1005,708.3,445,468.3
P6,34,Uu.png,None,0,130,2870,7,7,979.4,527.6,419.4,287.6
P6,78,Uu.png,None,0,16,10,6,1,1064.1,531.6,504.1,291.6
P6,34,Uu.png,None,0,400,426,7,2,959.7,606.5,399.7,366.5
P6,34,Uu.png,None,0,434,842,7,3,927.3,619.9,367.3,379.9
P6,34,Uu.png,None,0,588,1292,7,4,945.6,592.1,385.6,352.1
P6,34,Uu.png,None,0,812,1900,7,5,889.3,636,329.3,396
P6,34,Uu.png,None,0,40,2920,7,6,983.1,442,423.1,202
P6,34,Uu.png,None,0,14,2986,7,7,1002.3,567.1,442.3,327.1
P6,41,Uu.png,None,0,114,10,3,1,893.5,595.2,333.5,355.2
P6,41,Uu.png,None,0,258,280,3,2,907.8,577.3,347.8,337.3
P7,27,Hs.png,Global,0,188,10,2,1,918.8,469.1,358.8,229.1
P7,27,Hs.png,Global,0,1670,216,2,2,952.3,494.2,392.3,254.2
P7,50,Hs.png,Global,0,274,10,3,1,990.1,492.1,430.1,252.1
P7,50,Hs.png,Global,0,774,302,3,2,958.1,475.7,398.1,235.7
P7,50,Hs.png,Global,0,884,1094,3,3,896.4,483.8,336.4,243.8
P7,52,Hs.png,Global,0,86,10,4,1,938.1,84.8,378.1,-155.2
