RECORDING_SESSION_LABEL,TRIAL_INDEX,image,image_type,trial_num,CURRENT_FIX_DURATION,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,X,Y
P7,52,Hs.png,Global,0,784,152,4,2,971.1,488.9,411.1,248.9
P7,52,Hs.png,Global,0,674,954,4,3,921.5,449.2,361.5,209.2
P7,52,Hs.png,Global,0,224,1652,4,4,1012.8,480.7,452.8,240.7
P7,15,Ht.png,Global,0,90,64,4,1,859.5,1236.2,299.5,996.2
P7,15,Ht.png,Global,0,238,206,4,2,985.5,478.7,425.5,238.7
P7,15,Ht.png,Global,0,1466,464,4,3,944.4,489.2,384.4,249.2
P7,15,Ht.png,Global,0,136,1948,4,4,981,495.9,421,255.9
P7,25,Ht.png,Global,0,378,10,5,1,937.5,466.5,377.5,226.5
P7,25,Ht.png,Global,0,274,464,5,2,957.8,471.1,397.8,231.1
P7,25,Ht.png,Global,0,1064,904,5,3,982.4,466,422.4,226
P7,25,Ht.png,Global,0,452,2200,5,4,974.2,460.2,414.2,220.2
P7,25,Ht.png,Global,0,332,2668,5,5,996.1,479.3,436.1,239.3
P7,26,Ht.png,Global,0,288,10,3,1,1008.7,484.9,448.7,244.9
P7,26,Ht.png,Global,0,1004,316,3,2,963.2,498.7,403.2,258.7
P7,26,Ht.png,Global,0,752,1338,3,3,922.8,502.1,362.8,262.1
P7,13,Ll.png,None,0,232,120,3,1,943,476.5,383,236.5
P7,13,Ll.png,None,0,1166,368,3,2,959.7,472.9,399.7,232.9
P7,13,Ll.png,None,0,860,1554,3,3,899.6,523.4,339.6,283.4
P7,31,Ll.png,None,0,286,214,3,1,1010.1,440.1,450.1,200.1
P7,31,Ll.png,None,0,970,518,3,2,976.2,475.8,416.2,235.8
P7,31,Ll.png,None,0,1084,1512,3,3,920.8,534,360.8,294
P7,33,Ll.png,None,0,266,10,3,1,919.2,489.6,359.2,249.6
P7,33,Ll.png,None,0,1342,338,3,2,969,468.8,409,228.8
P7,33,Ll.png,None,0,852,1702,3,3,908.4,546.4,348.4,306.4
P7,28,Lo.png,Local,0,98,10,4,1,947.1,477.5,387.1,237.5
P7,28,Lo.png,Local,0,1732,444,4,2,968.6,452.9,408.6,212.9
P7,28,Lo.png,Local,0,260,2192,4,3,975,467.3,415,227.3
P7,28,Lo.png,Local,0,532,2468,4,4,966.3,463.5,406.3,223.5
P7,29,Lo.png,Local,0,2126,10,1,1,959.9,481,399.9,241
P7,34,Lo.png,Local,0,580,10,5,1,987.1,431.3,427.1,191.3
P7,34,Lo.png,Local,0,162,614,5,2,927.7,468.1,367.7,228.1
P7,34,Lo.png,Local,0,698,792,5,3,970.3,478.3,410.3,238.3
P7,34,Lo.png,Local,0,112,1596,5,4,955,496.9,395,256.9
P7,34,Lo.png,Local,0,818,1730,5,5,907.1,530.5,347.1,290.5
P7,37,Lo.png,Local,0,172,136,3,1,972.3,415.5,412.3,175.5
P7,37,Lo.png,Local,0,1244,330,3,2,960.5,466.2,400.5,226.2
P7,37,Lo.png,Local,0,1044,1590,3,3,907,503.5,347,263.5
P7,1,Lu.png,None,0,152,24,9,1,1054,354.6,494,114.6
P7,1,Lu.png,None,0,770,208,9,2,939.8,501.7,379.8,261.7
P7,1,Lu.png,None,0,196,994,9,3,895.2,530.3,335.2,290.3
P7,1,Lu.png,None,0,288,1208,9,4,898.9,591.4,338.9,351.4
P7,1,Lu.png,None,0,618,1514,9,5,899.4,642.8,339.4,402.8
P7,1,Lu.png,None,0,180,2214,9,6,906.3,1692.9,346.3,1452.9
P7,1,Lu.png,None,0,148,2418,9,7,854.8,1777.1,294.8,1537.1
P7,1,Lu.png,None,0,142,2596,9,8,983,1768,423,1528
P7,1,Lu.png,None,0,188,2812,9,9,931.8,609.9,371.8,369.9
P7,4,Lu.png,None,0,268,504,8,1,892.9,530.4,332.9,290.4
P7,4,Lu.png,None,0,112,848,8,2,877.9,1608.3,317.9,1368.3
P7,4,Lu.png,None,0,164,986,8,3,785.7,1609.1,225.7,1369.1
P7,4,Lu.png,None,0,454,1174,8,4,835.5,1515.3,275.5,1275.3
P7,4,Lu.png,None,0,216,1690,8,5,847.6,198.1,287.6,-41.9
P7,4,Lu.png,None,0,500,1992,8,6,811.8,1607.2,251.8,1367.2
P7,4,Lu.png,None,0,124,2588,8,7,1040.6,272.2,480.6,32.2
P7,4,Lu.png,None,0,258,2742,8,8,975.6,503,415.6,263
P7,39,Lu.png,None,0,360,10,5,1,972.1,489.2,412.1,249.2
P7,39,Lu.png,None,0,204,390,5,2,929.3,452.5,369.3,212.5
P7,39,Lu.png,None,0,716,610,5,3,963.5,474.3,403.5,234.3
P7,39,Lu.png,None,0,718,1346,5,4,928.5,531.1,368.5,291.1
P7,39,Lu.png,None,0,308,2086,5,5,959.5,510.2,399.5,270.2
P7,20,Ol.png,Global,0,1042,10,4,1,945.3,503.4,385.3,263.4
P7,20,Ol.png,Global,0,658,1072,4,2,943.1,442.5,383.1,202.5
P7,20,Ol.png,Global,0,146,1826,4,3,834.5,1685.6,274.5,1445.6
P7,20,Ol.png,Global,0,540,2042,4,4,917.4,514.7,357.4,274.7
P7,40,Ol.png,Global,0,428,10,4,1,991.1,505.7,431.1,265.7
P7,40,Ol.png,Global,0,1010,456,4,2,962.5,477.8,402.5,237.8
P7,40,Ol.png,Global,0,244,1484,4,3,922.3,444,362.3,204
P7,40,Ol.png,Global,0,132,1922,4,4,1030.2,473,470.2,233
P7,51,Ol.png,Global,0,230,86,6,1,967.3,404.1,407.3,164.1
P7,51,Ol.png,Global,0,1022,332,6,2,984.2,443.1,424.2,203.1
P7,51,Ol.png,Global,0,190,1372,6,3,930.2,422.1,370.2,182.1
P7,51,Ol.png,Global,0,872,1582,6,4,972.9,457.5,412.9,217.5
P7,51,Ol.png,Global,0,310,2472,6,5,1007.5,488.4,447.5,248.4
P7,51,Ol.png,Global,0,190,2804,6,6,946.4,477.2,386.4,237.2
P7,23,Ou.png,Global,0,2478,10,1,1,951.2,475.8,391.2,235.8
P7,38,Ou.png,Global,0,254,10,3,1,927.8,489.5,367.8,249.5
P7,38,Ou.png,Global,0,996,284,3,2,962.9,466.6,402.9,226.6
P7,38,Ou.png,Global,0,1396,1296,3,3,918.7,447.5,358.7,207.5
P7,48,Ou.png,Global,0,774,10,3,1,972.7,493.7,412.7,253.7
P7,48,Ou.png,Global,0,588,800,3,2,942.7,473.1,382.7,233.1
P7,48,Ou.png,Global,0,206,1410,3,3,1013.7,494.3,453.7,254.3
P7,3,Sh.png,Local,0,716,340,4,2,963.9,528,403.9,288
P7,3,Sh.png,Local,0,754,1078,4,3,928.4,471,368.4,231
P7,3,Sh.png,Local,0,1150,1850,4,4,953,533.6,393,293.6
P7,56,Ss.png,None,0,810,1156,6,3,1006.5,673.8,446.5,433.8
P7,56,Ss.png,None,0,122,2186,6,4,1059.6,668.1,499.6,428.1
P7,56,Ss.png,None,0,252,2326,6,5,1025.7,692,465.7,452
P7,56,Ss.png,None,0,156,2844,6,6,1022.6,642.6,462.6,402.6
P7,57,Ss.png,None,0,68,12,6,1,938.8,609.3,378.8,369.3
P7,57,Ss.png,None,0,116,352,6,2,963.1,580.8,403.1,340.8
P7,57,Ss.png,None,0,104,800,6,3,983.7,541.6,423.7,301.6
P7,57,Ss.png,None,0,918,924,6,4,999,615.5,439,375.5
P7,14,Ss.png,None,0,730,266,4,2,945.4,517,385.4,277
P7,14,Ss.png,None,0,600,1018,4,3,942.4,458.6,382.4,218.6
P7,36,St.png,None,0,256,10,2,1,936.9,436.1,376.9,196.1
P7,36,St.png,None,0,1608,286,2,2,953.3,462.8,393.3,222.8
P7,73,Th.png,Local,0,148,294,9,2,1008,602.3,448,362.3
P7,73,Th.png,Local,0,134,732,9,3,982.7,548,422.7,308
P7,73,Th.png,Local,0,410,884,9,4,994.5,584.2,434.5,344.2
P7,73,Th.png,Local,0,520,1530,9,5,990.7,575.9,430.7,335.9
P7,73,Th.png,Local,0,22,2258,9,6,1770.9,306.3,1210.9,66.3
P7,33,Th.png,Local,0,122,10,6,1,922.4,507.5,362.4,267.5
P7,33,Th.png,Local,0,228,148,6,2,893.2,511.4,333.2,271.4
P7,33,Th.png,Local,0,190,394,6,3,946.2,530.2,386.2,290.2
P7,33,Th.png,Local,0,702,602,6,4,924.8,505.3,364.8,265.3
P7,77,Ts.png,None,0,70,10,5,1,1085.5,543.6,525.5,303.6
P7,77,Ts.png,None,0,38,288,5,2,868.7,570.9,308.7,330.9
P7,77,Ts.png,None,0,708,352,5,3,985.8,529.8,425.8,289.8
P7,77,Ts.png,None,0,572,1082,5,4,986.8,427.9,426.8,187.9
P7,2,Ts.png,None,0,480,2520,5,5,981.5,590.8,421.5,350.8
P7,6,Ts.png,None,0,210,10,5,1,924.3,575,364.3,335
P7,6,Ts.png,None,0,214,238,5,2,967.4,587.3,407.4,347.3
P7,6,Ts.png,None,0,974,470,5,3,945.7,573.7,385.7,333.7
P7,6,Ts.png,None,0,874,1460,5,4,951.2,523.1,391.2,283.1
P7,6,Ts.png,None,0,348,2354,5,5,923.8,565.8,363.8,325.8
P7,6,Tt.png,None,0,262,1980,8,6,986.3,478.3,426.3,238.3
P7,6,Tt.png,None,0,182,2268,8,7,952.2,559.3,392.2,319.3
P7,6,Tt.png,None,0,64,2476,8,8,1026.4,568.9,466.4,328.9
P7,50,Tt.png,None,0,18,10,8,1,250,300.1,-310,60.1
P7,50,Tt.png,None,0,114,134,8,2,1066.6,585.3,506.6,345.3
P7,50,Tt.png,None,0,728,268,8,3,1020.6,586,460.6,346
P7,50,Tt.png,None,0,380,1318,8,4,990.5,551.6,430.5,311.6
P7,50,Tt.png,None,0,174,1928,8,5,980.5,572.4,420.5,332.4
P7,47,Tt.png,None,0,492,1370,2,2,913.1,476.8,353.1,236.8
P7,12,Tt.png,None,0,298,10,4,1,930.7,511.8,370.7,271.8
P7,12,Tt.png,None,0,732,324,4,2,973.2,501.8,413.2,261.8
P7,12,Tt.png,None,0,604,1080,4,3,945.6,419.9,385.6,179.9
P7,12,Tt.png,None,0,164,1870,4,4,977.2,441,417.2,201
P7,35,Tt.png,None,0,236,10,3,1,1011.6,488.7,451.6,248.7
P7,43,Ul.png,None,0,254,1834,4,3,919.9,526.8,359.9,286.8
P7,43,Ul.png,None,0,36,2104,4,4,952.5,539.6,392.5,299.6
P7,12,Ul.png,None,0,548,10,5,1,1005.4,544.4,445.4,304.4
P7,12,Ul.png,None,0,302,578,5,2,1005.7,512.6,445.7,272.6
P7,12,Ul.png,None,0,744,902,5,3,939.9,494.5,379.9,254.5
P7,12,Ul.png,None,0,390,1670,5,4,995.2,565.7,435.2,325.7
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,284,1230,11,5,781.4,506.7,221.4,266.7
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,160,1542,11,6,626.2,441.5,66.2,201.5
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,408,1760,11,7,1216.4,455.1,656.4,215.1
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,150,2212,11,8,928.6,329.3,368.6,89.3
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,156,2406,11,9,672.8,223.6,112.8,-16.4
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,152,2090,12,8,819.3,399.9,259.3,159.9
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,178,2266,12,9,708.5,418.9,148.5,178.9
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,164,2476,12,10,891.4,460.9,331.4,220.9
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,224,2670,12,11,1038.8,470.7,478.8,230.7
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,78,2922,12,12,911.2,380.6,351.2,140.6
P7,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,244,10,10,1,963.5,530.5,403.5,290.5
P7,31,Uo.png,Local,0,22,2700,10,8,1007,495.9,447,255.9
P7,31,Uo.png,Local,0,148,2756,10,9,975.7,374.9,415.7,134.9
P7,31,Uo.png,Local,0,62,2938,10,10,1017.4,522.5,457.4,282.5
P7,78,Uu.png,None,0,460,254,6,2,1017.7,519.9,457.7,279.9
P7,78,Uu.png,None,0,436,932,6,3,990.8,533.7,430.8,293.7
P7,78,Uu.png,None,0,138,1606,6,4,960.5,465.8,400.5,225.8
P7,78,Uu.png,None,0,936,1954,6,5,1008.2,522.6,448.2,282.6
P7,41,Uu.png,None,0,1734,556,3,3,920.7,581,360.7,341
P7,4,Uu.png,None,0,62,10,6,1,909.9,580.8,349.9,340.8
P7,4,Uu.png,None,0,222,88,6,2,875.6,574.3,315.6,334.3
P7,4,Uu.png,None,0,156,330,6,3,928.5,592.2,368.5,352.2
P7,4,Uu.png,None,0,454,942,6,4,928.2,584.8,368.2,344.8
P7,4,Uu.png,None,0,286,2398,6,5,919.8,612.2,359.8,372.2
P7,4,Uu.png,None,0,252,2706,6,6,935.5,545.5,375.5,305.5
P7,22,Uu.png,None,0,1426,10,2,1,919,527.5,359,287.5
P7,22,Uu.png,None,0,812,1792,2,2,888.7,489.1,328.7,249.1
p9,6,Hs.png,Global,0,130,42,4,1,1059.4,553.1,499.4,313.1
p9,6,Hs.png,Global,0,234,204,4,2,965.4,549,405.4,309
p9,6,Hs.png,Global,0,1604,466,4,3,1027.2,554.7,467.2,314.7
p9,6,Hs.png,Global,0,144,2098,4,4,967.9,546.5,407.9,306.5
p9,43,Hs.png,Global,0,214,10,10,1,930.6,539.5,370.6,299.5
p9,43,Hs.png,Global,0,276,252,10,2,990.8,543.2,430.8,303.2
p9,43,Hs.png,Global,0,72,550,10,3,941.3,534,381.3,294
p9,43,Hs.png,Global,0,214,656,10,4,1015,539.9,455,299.9
p9,43,Hs.png,Global,0,284,898,10,5,961,544.7,401,304.7
p9,43,Hs.png,Global,0,524,1212,10,6,1007.7,538.3,447.7,298.3
p9,43,Hs.png,Global,0,40,1762,10,7,968.4,558,408.4,318
p9,43,Hs.png,Global,0,220,1836,10,8,1033.3,567.8,473.3,327.8
p9,43,Hs.png,Global,0,438,2078,10,9,993.2,551.9,433.2,311.9
p9,43,Hs.png,Global,0,460,2540,10,10,948.6,549.9,388.6,309.9
p9,45,Hs.png,Global,0,226,10,6,1,980.4,538.5,420.4,298.5
p9,45,Hs.png,Global,0,154,264,6,2,1020.4,539.7,460.4,299.7
p9,45,Hs.png,Global,0,188,446,6,3,968.5,546.9,408.5,306.9
p9,45,Hs.png,Global,0,1082,662,6,4,1013,562.2,453,322.2
p9,45,Hs.png,Global,0,408,1770,6,5,950.1,549.9,390.1,309.9
p9,45,Hs.png,Global,0,62,2324,6,6,1004,578.2,444,338.2
p9,5,Ht.png,Global,0,198,10,2,1,933,554.2,373,314.2
p9,5,Ht.png,Global,0,1836,232,2,2,987.8,544.2,427.8,304.2
p9,31,Ht.png,Global,0,424,10,5,1,960.2,569.2,400.2,329.2
p9,31,Ht.png,Global,0,290,460,5,2,1003.7,567.5,443.7,327.5
p9,31,Ht.png,Global,0,112,774,5,3,943,560.3,383,320.3
p9,31,Ht.png,Global,0,786,976,5,4,956.9,575,396.9,335
p9,31,Ht.png,Global,0,738,1884,5,5,964.6,559.5,404.6,319.5
p9,37,Ht.png,Global,0,206,10,5,1,955.6,525.9,395.6,285.9
p9,37,Ht.png,Global,0,1042,242,5,2,981.6,521,421.6,281
p9,37,Ht.png,Global,0,364,1306,5,3,948.9,470.2,388.9,230.2
p9,37,Ht.png,Global,0,234,1700,5,4,1007.7,502.2,447.7,262.2
p9,37,Ht.png,Global,0,120,1952,5,5,978.5,528.9,418.5,288.9
p9,19,Ll.png,None,0,780,10,5,1,1007.2,540.3,447.2,300.3
p9,19,Ll.png,None,0,148,818,5,2,945.2,538.1,385.2,298.1
p9,19,Ll.png,None,0,246,998,5,3,993.7,590.3,433.7,350.3
p9,19,Ll.png,None,0,426,1270,5,4,935.3,579.2,375.3,339.2
p9,19,Ll.png,None,0,34,1726,5,5,1008.5,565.6,448.5,325.6
p9,20,Ll.png,None,0,216,10,3,1,943.8,536.4,383.8,296.4
p9,20,Ll.png,None,0,836,252,3,2,977.2,535.5,417.2,295.5
p9,20,Ll.png,None,0,738,1114,3,3,960.9,577.3,400.9,337.3
p9,36,Ll.png,None,0,38,10,8,1,969.3,545.2,409.3,305.2
p9,36,Ll.png,None,0,202,82,8,2,1066.6,516.6,506.6,276.6
p9,36,Ll.png,None,0,748,310,8,3,1011.9,531.1,451.9,291.1
p9,36,Ll.png,None,0,36,1088,8,4,938.5,547.3,378.5,307.3
p9,36,Ll.png,None,0,114,1172,8,5,1022.1,608,462.1,368
p9,36,Ll.png,None,0,302,1318,8,6,940.1,614.1,380.1,374.1
p9,36,Ll.png,None,0,456,1638,8,7,952.9,638.9,392.9,398.9
p9,36,Ll.png,None,0,290,2124,8,8,985,547.4,425,307.4
p9,10,Lo.png,Local,0,118,10,5,1,958,549.4,398,309.4
p9,10,Lo.png,Local,0,136,154,5,2,1006,554.7,446,314.7
p9,10,Lo.png,Local,0,848,316,5,3,962.5,545.2,402.5,305.2
p9,10,Lo.png,Local,0,734,1192,5,4,943.2,601.3,383.2,361.3
p9,10,Lo.png,Local,0,338,1944,5,5,967.9,575.7,407.9,335.7
p9,15,Lo.png,Local,0,150,10,12,1,994.9,573,434.9,333
p9,15,Lo.png,Local,0,64,184,12,2,951.7,540.4,391.7,300.4
p9,15,Lo.png,Local,0,152,280,12,3,1021,555.7,461,315.7
p9,15,Lo.png,Local,0,262,458,12,4,973.3,552,413.3,312
p9,15,Lo.png,Local,0,98,750,12,5,1027.8,563.7,467.8,323.7
p9,15,Lo.png,Local,0,174,878,12,6,947.8,548.6,387.8,308.6
p9,15,Lo.png,Local,0,594,1084,12,7,1008.4,567.8,448.4,327.8
p9,15,Lo.png,Local,0,312,1704,12,8,957.2,569.2,397.2,329.2
p9,15,Lo.png,Local,0,266,2038,12,9,962.8,595.4,402.8,355.4
p9,15,Lo.png,Local,0,318,2330,12,10,909.3,598.1,349.3,358.1
p9,15,Lo.png,Local,0,284,2678,12,11,1005.6,554.5,445.6,314.5
p9,15,Lo.png,Local,0,10,2990,12,12,944.6,531.8,384.6,291.8
p9,21,Lo.png,Local,0,844,10,4,1,980.7,567.4,420.7,327.4
p9,21,Lo.png,Local,0,282,882,4,2,953.1,629,393.1,389
p9,21,Lo.png,Local,0,72,1188,4,3,934.4,577.1,374.4,337.1
p9,21,Lo.png,Local,0,292,1292,4,4,997.9,560.2,437.9,320.2
p9,14,Lu.png,None,0,20,10,9,1,938.9,561.6,378.9,321.6
p9,14,Lu.png,None,0,244,64,9,2,1022.3,516.2,462.3,276.2
p9,14,Lu.png,None,0,34,336,9,3,982.5,534.2,422.5,294.2
p9,14,Lu.png,None,0,62,404,9,4,1056.7,557.8,496.7,317.8
p9,14,Lu.png,None,0,504,500,9,5,967.2,526.8,407.2,286.8
p9,14,Lu.png,None,0,210,1032,9,6,1003.3,525.4,443.3,285.4
p9,14,Lu.png,None,0,166,1268,9,7,956.1,530.2,396.1,290.2
p9,14,Lu.png,None,0,526,1466,9,8,958.4,606.4,398.4,366.4
p9,14,Lu.png,None,0,150,2012,9,9,982,558.9,422,318.9
p9,22,Lu.png,None,0,254,10,7,1,939.6,553,379.6,313
p9,22,Lu.png,None,0,322,288,7,2,988.3,562.4,428.3,322.4
p9,22,Lu.png,None,0,50,636,7,3,945.5,559.5,385.5,319.5
p9,22,Lu.png,None,0,132,732,7,4,1020.3,577.1,460.3,337.1
p9,22,Lu.png,None,0,566,890,7,5,965.4,559.2,405.4,319.2
p9,22,Lu.png,None,0,150,1482,7,6,1006.6,549.9,446.6,309.9
p9,22,Lu.png,None,0,978,1658,7,7,957.9,564.3,397.9,324.3
p9,51,Lu.png,None,0,206,10,7,1,948.5,561.4,388.5,321.4
p9,51,Lu.png,None,0,438,244,7,2,991.1,550.5,431.1,310.5
p9,51,Lu.png,None,0,276,706,7,3,946.1,554.1,386.1,314.1
p9,51,Lu.png,None,0,738,1012,7,4,990.7,551,430.7,311
p9,51,Lu.png,None,0,462,1770,7,5,938.3,559.6,378.3,319.6
p9,51,Lu.png,None,0,562,2250,7,6,933,588,373,348
p9,51,Lu.png,None,0,166,2834,7,7,994,541,434,301
p9,8,Ol.png,Global,0,238,24,4,1,1021.9,569,461.9,329
p9,8,Ol.png,Global,0,984,286,4,2,982.4,548.1,422.4,308.1
p9,8,Ol.png,Global,0,558,1296,4,3,1026.8,558,466.8,318
p9,8,Ol.png,Global,0,216,1882,4,4,956,547.5,396,307.5
p9,16,Ol.png,Global,0,422,10,7,1,972.6,550.4,412.6,310.4
p9,16,Ol.png,Global,0,150,450,7,2,1000.3,559.9,440.3,319.9
p9,16,Ol.png,Global,0,224,630,7,3,943.1,550.8,383.1,310.8
p9,16,Ol.png,Global,0,538,882,7,4,1019.4,566,459.4,326
p9,16,Ol.png,Global,0,250,1450,7,5,958.9,566.9,398.9,326.9
p9,16,Ol.png,Global,0,804,1728,7,6,1014.6,550.1,454.6,310.1
p9,16,Ol.png,Global,0,92,2558,7,7,957.8,557.3,397.8,317.3
p9,46,Ol.png,Global,0,186,10,3,1,937.6,528.6,377.6,288.6
p9,46,Ol.png,Global,0,872,222,3,2,982.8,547,422.8,307
p9,46,Ol.png,Global,0,712,1116,3,3,935.4,532.7,375.4,292.7
p9,18,Ou.png,Global,0,302,10,5,1,998,535.2,438,295.2
p9,18,Ou.png,Global,0,102,338,5,2,1039.3,529.9,479.3,289.9
p9,18,Ou.png,Global,0,176,468,5,3,978.9,527.6,418.9,287.6
p9,18,Ou.png,Global,0,906,674,5,4,1023.1,548.5,463.1,308.5
p9,18,Ou.png,Global,0,676,1606,5,5,961.9,546.4,401.9,306.4
p9,24,Ou.png,Global,0,196,10,2,1,928,551.9,368,311.9
p9,24,Ou.png,Global,0,1716,226,2,2,961.8,557.7,401.8,317.7
p9,26,Ou.png,Global,0,460,10,5,1,973.7,548.9,413.7,308.9
p9,26,Ou.png,Global,0,174,494,5,2,949.6,543.1,389.6,303.1
p9,26,Ou.png,Global,0,840,694,5,3,999.9,541.7,439.9,301.7
p9,26,Ou.png,Global,0,740,1552,5,4,965.5,536,405.5,296
p9,26,Ou.png,Global,0,240,2308,5,5,972.6,595.9,412.6,355.9
p9,38,Sh.png,Local,0,1758,10,1,1,944.6,535,384.6,295
p9,46,Sh.png,Local,0,1686,10,1,1,941.6,512.6,381.6,272.6
p9,21,Sh.png,Local,0,788,10,6,1,970.6,539,410.6,299
p9,21,Sh.png,Local,0,198,814,6,2,947.4,513.5,387.4,273.5
p9,21,Sh.png,Local,0,146,1166,6,3,960.3,457.7,400.3,217.7
p9,21,Sh.png,Local,0,276,1328,6,4,924,526,364,286
p9,21,Sh.png,Local,0,408,1624,6,5,984.7,558,424.7,318
p9,57,Ss.png,None,0,162,2060,6,5,1003.2,574.3,443.2,334.3
p9,57,Ss.png,None,0,760,2240,6,6,1016,608.9,456,368.9
p9,58,Ss.png,None,0,162,42,6,1,1727.6,-91.9,1167.6,-331.9
p9,58,Ss.png,None,0,306,266,6,2,992.6,583.7,432.6,343.7
p9,58,Ss.png,None,0,168,1436,6,3,973,576.2,413,336.2
p9,58,Ss.png,None,0,220,1624,6,4,1004.1,616.4,444.1,376.4
p9,58,Ss.png,None,0,792,2164,6,5,973.6,534.4,413.6,294.4
p9,58,Ss.png,None,0,26,2974,6,6,958.1,524.2,398.1,284.2
p9,17,Ss.png,None,0,712,10,2,1,948.9,561.6,388.9,321.6
p9,17,Ss.png,None,0,1060,742,2,2,935,535.5,375,295.5
p9,14,Ss.png,None,0,152,1760,4,4,1044.2,466,484.2,226
p9,42,Ss.png,None,0,1810,10,3,1,957.6,477.9,397.6,237.9
p9,42,Ss.png,None,0,268,1838,3,2,977.1,502.4,417.1,262.4
p9,42,Ss.png,None,0,124,2284,3,3,1036.4,504.1,476.4,264.1
p9,2,Ss.png,None,0,366,10,10,1,968.2,587.9,408.2,347.9
p9,2,Ss.png,None,0,264,402,10,2,928.2,590.7,368.2,350.7
p9,2,Ss.png,None,0,582,688,10,3,994.8,567.5,434.8,327.5
p9,2,Ss.png,None,0,58,1360,10,4,1256.5,1279.1,696.5,1039.1
p9,2,Ss.png,None,0,300,1494,10,5,995.4,472.6,435.4,232.6
p9,47,St.png,None,0,240,10,2,1,946.2,485.6,386.2,245.6
p9,47,St.png,None,0,1902,414,2,2,968.6,483,408.6,243
p9,11,St.png,None,0,244,10,6,1,977.3,541.9,417.3,301.9
p9,11,St.png,None,0,180,280,6,2,1013.1,563,453.1,323
p9,11,St.png,None,0,792,488,6,3,957.4,549.9,397.4,309.9
p9,11,St.png,None,0,218,1310,6,4,1022.3,544.9,462.3,304.9
p9,11,St.png,None,0,292,1558,6,5,948.9,545.3,388.9,305.3
p9,11,St.png,None,0,254,1876,6,6,991.2,569.7,431.2,329.7
p9,38,St.png,None,0,228,10,8,1,949.2,521.5,389.2,281.5
p9,73,Th.png,Local,0,200,2340,9,7,1063.1,515.3,503.1,275.3
p9,73,Th.png,Local,0,208,2560,9,8,989.3,476.3,429.3,236.3
p9,73,Th.png,Local,0,176,2824,9,9,815.5,1103.2,255.5,863.2
p9,7,Th.png,Local,0,820,10,2,1,934.8,552.6,374.8,312.6
p9,7,Th.png,Local,0,1614,846,2,2,941.4,534.2,381.4,294.2
p9,12,Th.png,Local,0,678,10,2,1,959,570,399,330
p9,12,Th.png,Local,0,1200,710,2,2,944.1,513.8,384.1,273.8
p9,38,Th.png,Local,0,40,18,6,1,931.8,501.3,371.8,261.3
p9,33,Th.png,Local,0,454,1324,6,5,926.6,456.9,366.6,216.9
p9,33,Th.png,Local,0,218,1796,6,6,948.3,504.8,388.3,264.8
p9,2,Th.png,Local,0,212,10,8,1,742.5,351.5,182.5,111.5
p9,2,Th.png,Local,0,864,246,8,2,802,287.5,242,47.5
p9,2,Th.png,Local,0,32,1348,8,3,716.7,67.9,156.7,-172.1
p9,2,Th.png,Local,0,270,1426,8,4,700.2,71.7,140.2,-168.3
p9,2,Th.png,Local,0,38,1756,8,5,744,213.3,184,-26.7
p9,2,Th.png,Local,0,72,2270,8,6,750.1,277.5,190.1,37.5
p9,77,Ts.png,None,0,318,1686,5,5,1027.6,533.7,467.6,293.7
p9,8,Ts.png,None,0,220,10,4,1,924.6,513.3,364.6,273.3
p9,8,Ts.png,None,0,680,250,4,2,931.3,574.1,371.3,334.1
p9,8,Ts.png,None,0,976,954,4,3,920.1,491.6,360.1,251.6
p9,8,Ts.png,None,0,96,2148,4,4,903.8,474.1,343.8,234.1
p9,39,Ts.png,None,0,682,22,2,1,956.9,553.9,396.9,313.9
p9,39,Ts.png,None,0,880,728,2,2,910.1,465.8,350.1,225.8
p9,45,Ts.png,None,0,202,10,4,1,939.8,478.2,379.8,238.2
p9,45,Ts.png,None,0,716,228,4,2,932.8,537.4,372.8,297.4
p9,10,Ts.png,None,0,568,10,4,1,942.1,588.7,382.1,348.7
p9,10,Ts.png,None,0,158,606,4,2,903.5,558.1,343.5,318.1
p9,10,Ts.png,None,0,764,790,4,3,971,532.2,411,292.2
p9,10,Ts.png,None,0,334,1572,4,4,938,568.6,378,328.6
p9,4,Ts.png,None,0,256,10,7,1,910.3,575,350.3,335
p9,4,Ts.png,None,0,88,284,7,2,945.2,595.3,385.2,355.3
p9,4,Ts.png,None,0,26,820,7,3,1264.7,517.4,704.7,277.4
p9,4,Ts.png,None,0,28,864,7,4,1320.2,478.5,760.2,238.5
