RECORDING_SESSION_LABEL,TRIAL_INDEX,Image,image_type,trial_num,CURRENT_FIX_X,CURRENT_FIX_Y,x,y
P1,88,1001,fil_non,2,980.3,453.6,420.3,213.6
P1,88,1001,fil_non,2,1200.9,383,640.9,143
P1,89,1001,fil_non,2,914.4,616.2,354.4,376.2
P1,89,1001,fil_non,2,1024.9,602.3,464.9,362.3
p10,51,1001,fil_non,2,860.4,449.4,300.4,209.4
p10,51,1001,fil_non,2,922.6,548.8,362.6,308.8
p10,254,1001,raw_non,204,935.2,504.8,375.2,264.8
p10,254,1001,raw_non,204,952.7,582.7,392.7,342.7
p11,58,1001,fil_non,2,911.4,468.2,351.4,228.2
p11,58,1001,fil_non,2,972.1,468.3,412.1,228.3
p11,268,1001,raw_non,204,857.4,359.6,297.4,119.6
p11,268,1001,raw_non,204,959.4,483.2,399.4,243.2
p12,51,1001,fil_non,2,836.2,577.4,276.2,337.4
p12,51,1001,fil_non,2,950.8,559.7,390.8,319.7
p12,253,1001,raw_non,204,919.2,517.6,359.2,277.6
p12,253,1001,raw_non,204,956.6,530.4,396.6,290.4
p13,52,1001,fil_non,2,1077.4,504.5,517.4,264.5
p13,52,1001,fil_non,2,990.9,552.9,430.9,312.9
p13,267,1001,raw_non,204,1007.5,366.8,447.5,126.8
p13,267,1001,raw_non,204,1012.2,491.9,452.2,251.9
p14,51,1001,fil_non,2,958.1,597.8,398.1,357.8
p14,268,1001,raw_non,204,902.1,564.1,342.1,324.1
p15,53,1001,fil_non,2,1079,508.4,519,268.4
p15,53,1001,fil_non,2,936.4,600.2,376.4,360.2
p15,258,1001,raw_non,204,1082.4,869,522.4,629
p15,258,1001,raw_non,204,983.9,601.7,423.9,361.7
p16,52,1001,fil_non,2,735.5,1238.4,175.5,998.4
p16,52,1001,fil_non,2,770.9,1268.6,210.9,1028.6
p16,52,1001,fil_non,2,781.1,1334.5,221.1,1094.5
p16,257,1001,raw_non,204,889.1,486.2,329.1,246.2
P7,54,1001,fil_non,2,1017.3,464.7,457.3,224.7
P7,54,1001,fil_non,2,948.4,502,388.4,262
P7,270,1001,raw_non,204,746.2,469.2,186.2,229.2
P7,270,1001,raw_non,204,931.1,489.6,371.1,249.6
p9,53,1001,fil_non,2,966.8,487.9,406.8,247.9
p9,53,1001,fil_non,2,816.3,467.4,256.3,227.4
p9,53,1001,fil_non,2,998.4,447.9,438.4,207.9
p9,301,1001,raw_non,204,1058,648,498,408
p9,301,1001,raw_non,204,981.7,587.2,421.7,347.2
P1,83,1002,fil_sem,1,-329.6,-548.9,-889.6,-788.9
P1,83,1002,fil_sem,1,956.4,486.9,396.4,246.9
P1,84,1002,fil_sem,1,1126.4,453.3,566.4,213.3
P1,84,1002,fil_sem,1,1241.4,478.9,681.4,238.9
P1,85,1002,fil_sem,1,1086.4,777.2,526.4,537.2
P1,85,1002,fil_sem,1,944.6,464.2,384.6,224.2
P1,85,1002,fil_sem,1,989.4,484.9,429.4,244.9
P1,86,1002,fil_sem,1,988.6,1045.7,428.6,805.7
P1,87,1002,fil_sem,1,1032.3,569.8,472.3,329.8
P1,87,1002,fil_sem,1,1048.9,610.4,488.9,370.4
p10,50,1002,fil_sem,1,858.8,475.7,298.8,235.7
p10,50,1002,fil_sem,1,931.3,556.9,371.3,316.9
p10,253,1002,raw_sem,203,892.9,443.3,332.9,203.3
p10,253,1002,raw_sem,203,949.6,594.2,389.6,354.2
p11,55,1002,fil_sem,1,982.2,456.2,422.2,216.2
p11,56,1002,fil_sem,1,969.7,435.1,409.7,195.1
p11,57,1002,fil_sem,1,958.3,469.8,398.3,229.8
p11,267,1002,raw_sem,203,942.6,468,382.6,228
p12,50,1002,fil_sem,1,971.2,538.3,411.2,298.3
p12,252,1002,raw_sem,203,910.6,470.5,350.6,230.5
p12,252,1002,raw_sem,203,961.2,511.6,401.2,271.6
p13,51,1002,fil_sem,1,999,532.2,439,292.2
p13,266,1002,raw_sem,203,939.1,326.8,379.1,86.8
p13,266,1002,raw_sem,203,1069.1,378.4,509.1,138.4
p13,266,1002,raw_sem,203,975.3,491.8,415.3,251.8
p14,50,1002,fil_sem,1,938.2,529.9,378.2,289.9
p14,50,1002,fil_sem,1,977.2,550.7,417.2,310.7
p14,267,1002,raw_sem,203,928,494,368,254
p15,52,1002,fil_sem,1,171.2,467.3,-388.8,227.3
p15,52,1002,fil_sem,1,175.7,483.4,-384.3,243.4
p15,52,1002,fil_sem,1,969,581.4,409,341.4
p15,257,1002,raw_sem,203,1006.4,534.4,446.4,294.4
p15,257,1002,raw_sem,203,955,569.9,395,329.9
p16,51,1002,fil_sem,1,917.1,537.2,357.1,297.2
p16,51,1002,fil_sem,1,910.3,327.4,350.3,87.4
p16,51,1002,fil_sem,1,947.8,221.5,387.8,-18.5
P7,53,1002,fil_sem,1,955.4,515.1,395.4,275.1
P7,269,1002,raw_sem,203,822.7,477.4,262.7,237.4
p9,52,1002,fil_sem,1,958.2,530,398.2,290
p9,52,1002,fil_sem,1,994.6,556.5,434.6,316.5
p9,300,1002,raw_sem,203,991.2,626,431.2,386
p9,300,1002,raw_sem,203,950.6,603.5,390.6,363.5
P1,99,1004,fil_sem,5,750.5,1106.1,190.5,866.1
P1,99,1004,fil_sem,5,878.6,627.8,318.6,387.8
P1,99,1004,fil_sem,5,1035,580.2,475,340.2
P1,100,1004,fil_sem,5,998.4,584.7,438.4,344.7
P1,101,1004,fil_sem,5,932.2,521.4,372.2,281.4
P1,101,1004,fil_sem,5,1009.6,588.5,449.6,348.5
p10,54,1004,fil_sem,5,921.8,477.5,361.8,237.5
p10,54,1004,fil_sem,5,860.4,506.6,300.4,266.6
p10,54,1004,fil_sem,5,934.2,553.5,374.2,313.5
p10,257,1004,raw_sem,207,980.1,488.6,420.1,248.6
p10,257,1004,raw_sem,207,974.3,638,414.3,398
p11,65,1004,fil_sem,5,1008.6,388,448.6,148
p11,65,1004,fil_sem,5,993.5,496.7,433.5,256.7
p11,271,1004,raw_sem,207,864,393,304,153
p11,271,1004,raw_sem,207,936.6,468.9,376.6,228.9
p12,54,1004,fil_sem,5,1050.5,559.3,490.5,319.3
p12,54,1004,fil_sem,5,920.6,516.1,360.6,276.1
p12,256,1004,raw_sem,207,876.6,504.9,316.6,264.9
p12,256,1004,raw_sem,207,968.8,536.9,408.8,296.9
p13,55,1004,fil_sem,5,930.2,462.4,370.2,222.4
p13,270,1004,raw_sem,207,1001.3,385.8,441.3,145.8
p13,270,1004,raw_sem,207,1002,527.1,442,287.1
p14,54,1004,fil_sem,5,889.3,634.8,329.3,394.8
p14,54,1004,fil_sem,5,1008.6,553,448.6,313
p14,271,1004,raw_sem,207,868.4,399.1,308.4,159.1
p14,271,1004,raw_sem,207,904,423.4,344,183.4
p14,272,1004,raw_sem,207,908.8,571.5,348.8,331.5
p15,56,1004,fil_sem,5,1034.4,457.7,474.4,217.7
p15,261,1004,raw_sem,207,1676.5,1736.4,1116.5,1496.4
p15,261,1004,raw_sem,207,978.8,383,418.8,143
p16,55,1004,fil_sem,5,823.7,539.9,263.7,299.9
p16,55,1004,fil_sem,5,910.5,543.1,350.5,303.1
p16,260,1004,raw_sem,207,1026.9,421.4,466.9,181.4
P7,57,1004,fil_sem,5,1049.4,295.3,489.4,55.3
P7,57,1004,fil_sem,5,941.5,521.9,381.5,281.9
P7,274,1004,raw_sem,207,849.4,495.7,289.4,255.7
P7,275,1004,raw_sem,207,779,514.6,219,274.6
P7,275,1004,raw_sem,207,949,507.1,389,267.1
p9,56,1004,fil_sem,5,1020.8,466.4,460.8,226.4
p9,56,1004,fil_sem,5,905.8,504,345.8,264
p9,56,1004,fil_sem,5,1002.1,488.1,442.1,248.1
p9,304,1004,raw_sem,207,1064.3,465.7,504.3,225.7
p9,304,1004,raw_sem,207,981.9,521.1,421.9,281.1
P1,102,1005,fil_non,6,935.2,578,375.2,338
P1,102,1005,fil_non,6,996.9,610.3,436.9,370.3
P1,103,1005,fil_non,6,706.2,650.9,146.2,410.9
P1,103,1005,fil_non,6,1073.9,648.6,513.9,408.6
P1,104,1005,fil_non,6,885.3,518.1,325.3,278.1
P1,104,1005,fil_non,6,969.9,557.9,409.9,317.9
p10,55,1005,fil_non,6,898.6,483.4,338.6,243.4
p10,55,1005,fil_non,6,936.3,590.8,376.3,350.8
p10,258,1005,raw_non,208,1000.4,429.3,440.4,189.3
p10,258,1005,raw_non,208,961.5,605.8,401.5,365.8
p11,66,1005,fil_non,6,934.8,407.2,374.8,167.2
p11,66,1005,fil_non,6,1004.3,439.8,444.3,199.8
p11,272,1005,raw_non,208,844.1,392.6,284.1,152.6
p11,272,1005,raw_non,208,925.3,474.3,365.3,234.3
p12,55,1005,fil_non,6,896.4,422,336.4,182
p12,55,1005,fil_non,6,938.2,449.6,378.2,209.6
p12,55,1005,fil_non,6,974.8,520.9,414.8,280.9
p12,257,1005,raw_non,208,977,572.6,417,332.6
p13,56,1005,fil_non,6,912.5,351.2,352.5,111.2
p13,56,1005,fil_non,6,985.7,399.8,425.7,159.8
p13,271,1005,raw_non,208,973.1,376.1,413.1,136.1
p13,271,1005,raw_non,208,1056.9,393.7,496.9,153.7
p13,271,1005,raw_non,208,1005.9,480.5,445.9,240.5
p14,55,1005,fil_non,6,420.2,179.9,-139.8,-60.1
p14,55,1005,fil_non,6,943.2,505.6,383.2,265.6
p14,273,1005,raw_non,208,933.5,575.2,373.5,335.2
p15,57,1005,fil_non,6,1002.5,410.4,442.5,170.4
p15,57,1005,fil_non,6,926.9,456.2,366.9,216.2
p15,57,1005,fil_non,6,965,551.8,405,311.8
p16,56,1005,fil_non,6,693,506.9,133,266.9
p16,56,1005,fil_non,6,846,541.1,286,301.1
p16,262,1005,raw_non,208,764.1,539.5,204.1,299.5
p16,262,1005,raw_non,208,924.5,523.1,364.5,283.1
P7,58,1005,fil_non,6,1005.3,420.3,445.3,180.3
P7,58,1005,fil_non,6,1012.8,356.4,452.8,116.4
P7,276,1005,raw_non,208,1069.4,309.5,509.4,69.5
P7,276,1005,raw_non,208,955.1,491,395.1,251
p9,57,1005,fil_non,6,929.3,500.6,369.3,260.6
p9,57,1005,fil_non,6,1012.2,498.5,452.2,258.5
p9,305,1005,raw_non,208,986,526.3,426,286.3
p9,305,1005,raw_non,208,1067.8,543.4,507.8,303.4
p9,305,1005,raw_non,208,985.7,540.5,425.7,300.5
P1,108,1007,fil_non,10,940.7,938.7,380.7,698.7
p10,59,1007,fil_non,10,896.9,424.6,336.9,184.6
p10,59,1007,fil_non,10,946.2,553.2,386.2,313.2
p10,262,1007,raw_non,212,916.2,459.6,356.2,219.6
p10,262,1007,raw_non,212,957.1,530.6,397.1,290.6
p11,72,1007,fil_non,10,1001.8,390.7,441.8,150.7
p11,276,1007,raw_non,212,879.2,462.9,319.2,222.9
p11,276,1007,raw_non,212,938,504.9,378,264.9
p12,59,1007,fil_non,10,911.8,450.2,351.8,210.2
p12,59,1007,fil_non,10,962,543.5,402,303.5
p12,261,1007,raw_non,212,912.9,475.7,352.9,235.7
p12,261,1007,raw_non,212,976.7,501.3,416.7,261.3
p13,60,1007,fil_non,10,995.4,425,435.4,185
p13,61,1007,fil_non,10,1232.8,564.2,672.8,324.2
p13,61,1007,fil_non,10,1080.4,567,520.4,327
p13,61,1007,fil_non,10,966.6,578.3,406.6,338.3
p13,275,1007,raw_non,212,908.2,425.2,348.2,185.2
p13,275,1007,raw_non,212,979.8,515.1,419.8,275.1
p14,59,1007,fil_non,10,1272.3,509.8,712.3,269.8
p14,59,1007,fil_non,10,1252.7,557,692.7,317
p14,59,1007,fil_non,10,1003.2,544.5,443.2,304.5
p14,277,1007,raw_non,212,980.8,533.3,420.8,293.3
p15,61,1007,fil_non,10,697.7,780.8,137.7,540.8
p15,61,1007,fil_non,10,982.8,583.9,422.8,343.9
p15,266,1007,raw_non,212,793.1,464.2,233.1,224.2
p15,266,1007,raw_non,212,989.6,572.2,429.6,332.2
p16,60,1007,fil_non,10,916.1,452.5,356.1,212.5
p16,266,1007,raw_non,212,865.9,413.8,305.9,173.8
p16,266,1007,raw_non,212,918.3,508.4,358.3,268.4
P7,62,1007,fil_non,10,974.5,455,414.5,215
P7,280,1007,raw_non,212,995,337,435,97
P7,280,1007,raw_non,212,956,480.8,396,240.8
p9,62,1007,fil_non,10,888.3,396.4,328.3,156.4
p9,62,1007,fil_non,10,1126.1,470.9,566.1,230.9
p9,62,1007,fil_non,10,986.1,488.5,426.1,248.5
p9,310,1007,raw_non,212,935.1,480.2,375.1,240.2
p9,310,1007,raw_non,212,987.4,511.3,427.4,271.3
P1,107,1010,fil_sem,9,56.8,-122.7,-503.2,-362.7
P1,107,1010,fil_sem,9,1023.7,531.9,463.7,291.9
p10,58,1010,fil_sem,9,859.2,452,299.2,212
p10,58,1010,fil_sem,9,925.9,551.1,365.9,311.1
p10,261,1010,raw_sem,211,1210.4,442.8,650.4,202.8
p10,261,1010,raw_sem,211,1007.9,579,447.9,339
p11,71,1010,fil_sem,9,931.6,454,371.6,214
p11,275,1010,raw_sem,211,989,523.8,429,283.8
p11,275,1010,raw_sem,211,951.8,523.7,391.8,283.7
p12,58,1010,fil_sem,9,930.2,534,370.2,294
p12,58,1010,fil_sem,9,955.5,555.3,395.5,315.3
p12,260,1010,raw_sem,211,951.4,494.5,391.4,254.5
p12,260,1010,raw_sem,211,981.1,521,421.1,281
p13,59,1010,fil_sem,9,968.8,381.5,408.8,141.5
p13,274,1010,raw_sem,211,976.7,510.4,416.7,270.4
p14,58,1010,fil_sem,9,970.4,559.8,410.4,319.8
p14,276,1010,raw_sem,211,951.1,646.8,391.1,406.8
p14,276,1010,raw_sem,211,916.3,663.3,356.3,423.3
p15,60,1010,fil_sem,9,1006.4,402.6,446.4,162.6
p15,60,1010,fil_sem,9,952.2,551.1,392.2,311.1
p15,265,1010,raw_sem,211,1459.8,1981.6,899.8,1741.6
p16,59,1010,fil_sem,9,928.1,486.7,368.1,246.7
p16,265,1010,raw_sem,211,924.2,499,364.2,259
P7,61,1010,fil_sem,9,1013.3,353.4,453.3,113.4
P7,61,1010,fil_sem,9,1048.5,510.9,488.5,270.9
P7,61,1010,fil_sem,9,970.4,488.9,410.4,248.9
P7,279,1010,raw_sem,211,952.7,495.2,392.7,255.2
p9,61,1010,fil_sem,9,983.7,481.2,423.7,241.2
p9,309,1010,raw_sem,211,1091.6,545.9,531.6,305.9
p9,309,1010,raw_sem,211,994.2,543.1,434.2,303.1
P1,112,1011,fil_sem,13,-88.9,-117.5,-648.9,-357.5
P1,112,1011,fil_sem,13,-73.5,-22.3,-633.5,-262.3
p10,62,1011,fil_sem,13,942.8,439.5,382.8,199.5
p10,62,1011,fil_sem,13,941.3,545.9,381.3,305.9
p10,265,1011,raw_sem,215,696.7,350.1,136.7,110.1
p10,265,1011,raw_sem,215,952.2,469.2,392.2,229.2
p10,265,1011,raw_sem,215,946.4,576.7,386.4,336.7
p11,76,1011,fil_sem,13,983.1,692.2,423.1,452.2
p11,279,1011,raw_sem,215,815,433.3,255,193.3
p11,279,1011,raw_sem,215,930.5,472.5,370.5,232.5
p12,62,1011,fil_sem,13,899.7,552.4,339.7,312.4
p12,62,1011,fil_sem,13,969.4,559.5,409.4,319.5
p12,264,1011,raw_sem,215,875.2,343.1,315.2,103.1
p12,264,1011,raw_sem,215,980.6,549.3,420.6,309.3
p13,64,1011,fil_sem,13,875.3,435.4,315.3,195.4
p13,64,1011,fil_sem,13,989.5,466.4,429.5,226.4
p13,278,1011,raw_sem,215,967.3,396.8,407.3,156.8
p14,62,1011,fil_sem,13,884.2,532.6,324.2,292.6
p14,62,1011,fil_sem,13,954.5,582.7,394.5,342.7
p14,280,1011,raw_sem,215,861.7,606.6,301.7,366.6
p15,64,1011,fil_sem,13,908.3,545.1,348.3,305.1
p15,64,1011,fil_sem,13,1038,521.6,478,281.6
p15,64,1011,fil_sem,13,950,568.7,390,328.7
p15,270,1011,raw_sem,215,889.8,659.2,329.8,419.2
p15,270,1011,raw_sem,215,946.7,593.1,386.7,353.1
p16,63,1011,fil_sem,13,973.4,475.6,413.4,235.6
p16,63,1011,fil_sem,13,896.8,476.5,336.8,236.5
p16,269,1011,raw_sem,215,928.7,385.7,368.7,145.7
p16,269,1011,raw_sem,215,1006.1,497.5,446.1,257.5
P7,65,1011,fil_sem,13,1000.5,514.6,440.5,274.6
P7,65,1011,fil_sem,13,963.6,431.9,403.6,191.9
P7,285,1011,raw_sem,215,983.3,361.2,423.3,121.2
P7,286,1011,raw_sem,215,972.5,484.2,412.5,244.2
p9,65,1011,fil_sem,13,992.9,514.9,432.9,274.9
p9,313,1011,raw_sem,215,1678.3,496.2,1118.3,256.2
p9,313,1011,raw_sem,215,1029.3,546.9,469.3,306.9
P1,116,1013,fil_sem,17,1016.6,1086.1,456.6,846.1
P1,116,1013,fil_sem,17,908.6,298.1,348.6,58.1
P1,116,1013,fil_sem,17,950.8,439,390.8,199
p10,66,1013,fil_sem,17,975.9,457.8,415.9,217.8
p10,66,1013,fil_sem,17,945.7,549.2,385.7,309.2
p10,269,1013,raw_sem,219,915.3,441.8,355.3,201.8
p10,269,1013,raw_sem,219,957.9,566.9,397.9,326.9
p11,80,1013,fil_sem,17,932.5,468.4,372.5,228.4
p11,283,1013,raw_sem,219,286.3,413,-273.7,173
p11,284,1013,raw_sem,219,938.6,511.8,378.6,271.8
p12,66,1013,fil_sem,17,1032,424.7,472,184.7
p12,66,1013,fil_sem,17,942.7,542.3,382.7,302.3
p12,268,1013,raw_sem,219,1029.2,526.1,469.2,286.1
p12,268,1013,raw_sem,219,951.6,535.7,391.6,295.7
p13,68,1013,fil_sem,17,1138.6,391,578.6,151
p13,68,1013,fil_sem,17,1004.8,486.3,444.8,246.3
p13,283,1013,raw_sem,219,1034,524,474,284
p13,283,1013,raw_sem,219,948.9,527.7,388.9,287.7
p14,66,1013,fil_sem,17,932.6,487,372.6,247
p14,66,1013,fil_sem,17,959,557,399,317
p14,285,1013,raw_sem,219,515.2,440.3,-44.8,200.3
p14,285,1013,raw_sem,219,474.1,461.2,-85.9,221.2
p14,286,1013,raw_sem,219,888.8,546,328.8,306
p15,68,1013,fil_sem,17,926.5,604.3,366.5,364.3
p15,68,1013,fil_sem,17,961.3,551,401.3,311
p15,274,1013,raw_sem,219,1177.8,1307.7,617.8,1067.7
p15,274,1013,raw_sem,219,951.9,577.4,391.9,337.4
p16,274,1013,raw_sem,219,638.3,1333.4,78.3,1093.4
p16,274,1013,raw_sem,219,612.2,1334.3,52.2,1094.3
p16,275,1013,raw_sem,219,2537.6,1571.3,1977.6,1331.3
p16,275,1013,raw_sem,219,2515.2,1545.8,1955.2,1305.8
P7,69,1013,fil_sem,17,1033,375.5,473,135.5
P7,69,1013,fil_sem,17,954.4,472.6,394.4,232.6
P7,290,1013,raw_sem,219,1035.7,396.9,475.7,156.9
P7,290,1013,raw_sem,219,975.5,511.9,415.5,271.9
p9,69,1013,fil_sem,17,1040.8,518.5,480.8,278.5
p9,318,1013,raw_sem,219,918.1,514.9,358.1,274.9
p9,318,1013,raw_sem,219,983.4,529.6,423.4,289.6
p9,319,1013,raw_sem,219,998.5,537,438.5,297
P1,113,1014,fil_non,14,-185.3,-641,-745.3,-881
P1,113,1014,fil_non,14,1046.6,633.6,486.6,393.6
p10,63,1014,fil_non,14,927.7,452,367.7,212
p10,63,1014,fil_non,14,954.2,544.3,394.2,304.3
p10,266,1014,raw_non,216,881.9,551.6,321.9,311.6
p10,266,1014,raw_non,216,955.8,564.1,395.8,324.1
p11,77,1014,fil_non,14,875.8,692.3,315.8,452.3
p11,77,1014,fil_non,14,952.3,480.8,392.3,240.8
p11,280,1014,raw_non,216,852.9,400,292.9,160
p11,280,1014,raw_non,216,907.3,452.7,347.3,212.7
p12,63,1014,fil_non,14,1015.3,532.6,455.3,292.6
p12,63,1014,fil_non,14,948.1,562.4,388.1,322.4
p12,265,1014,raw_non,216,905.4,488.9,345.4,248.9
p12,265,1014,raw_non,216,952.8,516.4,392.8,276.4
p13,65,1014,fil_non,14,957.1,447.3,397.1,207.3
p13,279,1014,raw_non,216,1052.4,335.3,492.4,95.3
p13,279,1014,raw_non,216,962.2,467.2,402.2,227.2
p14,63,1014,fil_non,14,845.9,499,285.9,259
p14,281,1014,raw_non,216,621.4,937.4,61.4,697.4
p14,282,1014,raw_non,216,941.4,565.3,381.4,325.3
p15,65,1014,fil_non,14,967.2,553.9,407.2,313.9
p15,271,1014,raw_non,216,894.5,1495.1,334.5,1255.1
p15,271,1014,raw_non,216,971.4,580.1,411.4,340.1
p16,64,1014,fil_non,14,876.9,449.7,316.9,209.7
p16,64,1014,fil_non,14,928.3,505.7,368.3,265.7
p16,271,1014,raw_non,216,910.9,528.1,350.9,288.1
P7,66,1014,fil_non,14,875,351.9,315,111.9
P7,66,1014,fil_non,14,967.3,503.8,407.3,263.8
P7,287,1014,raw_non,216,888.4,489.7,328.4,249.7
p9,66,1014,fil_non,14,835.7,529.5,275.7,289.5
p9,66,1014,fil_non,14,1043.2,553.9,483.2,313.9
p9,66,1014,fil_non,14,978.9,528.6,418.9,288.6
p9,314,1014,raw_non,216,1118.1,461.2,558.1,221.2
p9,314,1014,raw_non,216,960,505,400,265
P1,117,1015,fil_non,18,1081.7,1007.8,521.7,767.8
P1,117,1015,fil_non,18,918.2,464.8,358.2,224.8
P1,117,1015,fil_non,18,969.9,508.5,409.9,268.5
p10,67,1015,fil_non,18,839.3,467.2,279.3,227.2
p10,67,1015,fil_non,18,956,586.1,396,346.1
p10,270,1015,raw_non,220,881,455.9,321,215.9
p10,270,1015,raw_non,220,973.6,559.4,413.6,319.4
p11,81,1015,fil_non,18,310.6,556.4,-249.4,316.4
p11,81,1015,fil_non,18,1018.1,531.8,458.1,291.8
p11,285,1015,raw_non,220,939.6,413.6,379.6,173.6
p11,285,1015,raw_non,220,958.6,487.3,398.6,247.3
p12,67,1015,fil_non,18,1117,575.9,557,335.9
p12,67,1015,fil_non,18,953.4,572.4,393.4,332.4
p12,269,1015,raw_non,220,969.7,533.2,409.7,293.2
p13,69,1015,fil_non,18,885.4,400.1,325.4,160.1
p13,69,1015,fil_non,18,977.9,472.8,417.9,232.8
p13,284,1015,raw_non,220,485.3,-675,-74.7,-915
p14,67,1015,fil_non,18,951.7,485.1,391.7,245.1
p14,287,1015,raw_non,220,476,1164,-84,924
p15,69,1015,fil_non,18,989.5,674.5,429.5,434.5
p15,275,1015,raw_non,220,1029.2,544.9,469.2,304.9
p15,275,1015,raw_non,220,964.8,578.8,404.8,338.8
p16,68,1015,fil_non,18,916.2,419.1,356.2,179.1
p16,68,1015,fil_non,18,931.3,522.2,371.3,282.2
p16,278,1015,raw_non,220,958,545.1,398,305.1
P7,70,1015,fil_non,18,993.1,382.1,433.1,142.1
P7,70,1015,fil_non,18,964.6,487.7,404.6,247.7
P7,291,1015,raw_non,220,1007.4,441.2,447.4,201.2
P7,291,1015,raw_non,220,954.6,503.9,394.6,263.9
p9,70,1015,fil_non,18,967.3,483.8,407.3,243.8
p9,320,1015,raw_non,220,877.3,537.4,317.3,297.4
p9,320,1015,raw_non,220,970.3,541.6,410.3,301.6
P1,123,1016,fil_non,22,988,379,428,139
p10,71,1016,fil_non,22,970.4,415.3,410.4,175.3
p10,71,1016,fil_non,22,946.6,599.2,386.6,359.2
p10,274,1016,raw_non,224,931.5,479.1,371.5,239.1
p10,274,1016,raw_non,224,960.5,559.3,400.5,319.3
p11,85,1016,fil_non,22,958.9,512.5,398.9,272.5
p11,289,1016,raw_non,224,1015.9,438.2,455.9,198.2
p11,289,1016,raw_non,224,955.4,506.4,395.4,266.4
p12,71,1016,fil_non,22,781.5,499.8,221.5,259.8
p12,71,1016,fil_non,22,925,567.1,365,327.1
p12,273,1016,raw_non,224,938.6,521.2,378.6,281.2
p12,273,1016,raw_non,224,970.4,534.5,410.4,294.5
p13,73,1016,fil_non,22,1052.3,462.8,492.3,222.8
p13,73,1016,fil_non,22,985.9,477.6,425.9,237.6
p13,289,1016,raw_non,224,1087.3,392.6,527.3,152.6
p13,289,1016,raw_non,224,982.4,479.6,422.4,239.6
p14,71,1016,fil_non,22,1043.1,378.7,483.1,138.7
p14,293,1016,raw_non,224,915.6,565,355.6,325
p15,73,1016,fil_non,22,1076.2,593.3,516.2,353.3
p15,73,1016,fil_non,22,974.2,581.6,414.2,341.6
p15,279,1016,raw_non,224,991.7,527.3,431.7,287.3
p16,72,1016,fil_non,22,859.8,436.1,299.8,196.1
p16,72,1016,fil_non,22,925.1,505.2,365.1,265.2
p16,282,1016,raw_non,224,1276.3,425.1,716.3,185.1
P7,74,1016,fil_non,22,1063.5,296.7,503.5,56.7
P7,74,1016,fil_non,22,965.3,510,405.3,270
P7,295,1016,raw_non,224,942.9,483.8,382.9,243.8
p9,74,1016,fil_non,22,1430.9,1093.3,870.9,853.3
p9,74,1016,fil_non,22,1025.7,632,465.7,392
p9,324,1016,raw_non,224,1034.8,572,474.8,332
p9,324,1016,raw_non,224,964.7,563.3,404.7,323.3
P1,120,1017,fil_sem,21,972.4,971.4,412.4,731.4
P1,120,1017,fil_sem,21,914,1032.8,354,792.8
P1,121,1017,fil_sem,21,919.5,952.9,359.5,712.9
P1,121,1017,fil_sem,21,883.2,601.5,323.2,361.5
P1,122,1017,fil_sem,21,918.5,496,358.5,256
P1,122,1017,fil_sem,21,960.9,590.6,400.9,350.6
p10,70,1017,fil_sem,21,997.7,469,437.7,229
p10,273,1017,raw_sem,223,1053.3,478.8,493.3,238.8
p10,273,1017,raw_sem,223,977.2,578.6,417.2,338.6
p11,84,1017,fil_sem,21,896.8,389.4,336.8,149.4
p11,288,1017,raw_sem,223,942.9,485.3,382.9,245.3
p11,288,1017,raw_sem,223,927.2,516.7,367.2,276.7
p12,70,1017,fil_sem,21,964.7,583.1,404.7,343.1
p12,272,1017,raw_sem,223,999.4,564.3,439.4,324.3
p12,272,1017,raw_sem,223,958.4,537.2,398.4,297.2
p13,72,1017,fil_sem,21,1009.2,387.8,449.2,147.8
p13,72,1017,fil_sem,21,983.6,461.4,423.6,221.4
p13,288,1017,raw_sem,223,971,426.9,411,186.9
p13,288,1017,raw_sem,223,1082.3,430.8,522.3,190.8
p13,288,1017,raw_sem,223,1002.9,474,442.9,234
p14,70,1017,fil_sem,21,66.8,50.2,-493.2,-189.8
p14,70,1017,fil_sem,21,938.4,347.3,378.4,107.3
p14,70,1017,fil_sem,21,968.9,477.3,408.9,237.3
p14,291,1017,raw_sem,223,997.7,1055,437.7,815
p14,292,1017,raw_sem,223,970.1,529.4,410.1,289.4
p15,72,1017,fil_sem,21,1170.1,358.4,610.1,118.4
p15,72,1017,fil_sem,21,926.7,460.6,366.7,220.6
p15,278,1017,raw_sem,223,1035.4,641.2,475.4,401.2
p15,278,1017,raw_sem,223,1022.2,579.8,462.2,339.8
p16,71,1017,fil_sem,21,922.8,483.5,362.8,243.5
p16,281,1017,raw_sem,223,935,508.9,375,268.9
P7,73,1017,fil_sem,21,962.3,396.2,402.3,156.2
P7,73,1017,fil_sem,21,983,444.2,423,204.2
P7,294,1017,raw_sem,223,956.8,569.1,396.8,329.1
p9,73,1017,fil_sem,21,1273,959.4,713,719.4
p9,73,1017,fil_sem,21,987.2,537.3,427.2,297.3
p9,323,1017,raw_sem,223,939.7,597.8,379.7,357.8
p9,323,1017,raw_sem,223,975.8,578.9,415.8,338.9
P1,127,1018,fil_sem,25,913,501.9,353,261.9
p10,74,1018,fil_sem,25,929.4,492.6,369.4,252.6
p10,277,1018,raw_sem,227,913.2,535.9,353.2,295.9
p10,277,1018,raw_sem,227,949,583.8,389,343.8
p11,88,1018,fil_sem,25,908.1,442.1,348.1,202.1
p11,88,1018,fil_sem,25,957.6,481.2,397.6,241.2
