RECORDING_SESSION_LABEL,TRIAL_INDEX,image_num,image_type,trial_num,CURRENT_FIX_DURATION,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y
p14,11,Ul.png,None,0,72,10,6,1,1093.1,498.8
p14,11,Ul.png,None,0,224,112,6,2,979.6,520.6
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,110,2168,16,11,732.7,255
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,48,2314,16,12,896.6,261.7
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,208,2396,16,13,996.6,270.8
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,122,2626,16,14,1077.3,280.4
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,158,2776,16,15,1164.5,286.7
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,20,2980,16,16,849.6,330.2
p14,351,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,164,10,1,1,673,455.1
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,56,10,16,1,1007.4,730.8
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,314,1580,12,8,821.3,322
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,438,1926,12,9,920.3,318.4
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,274,2386,12,10,883.4,334
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,252,2690,12,11,968.4,340
p14,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,30,2970,12,12,1045.5,342
p14,5,Uo.png,Local,0,1318,10,7,1,1016.4,585.7
p14,5,Uo.png,Local,0,150,1354,7,2,1006,655
p14,5,Uo.png,Local,0,204,1522,7,3,999.7,698
p14,5,Uo.png,Local,0,230,1776,7,4,896.5,1144.6
p14,5,Uo.png,Local,0,92,1230,5,3,904.5,546.4
p14,5,Uo.png,Local,0,850,1792,5,4,929.9,515.7
p14,5,Uo.png,Local,0,226,2658,5,5,966.7,531.4
p14,15,Uu.png,None,0,254,10,8,1,957.6,554.4
p14,15,Uu.png,None,0,492,288,8,2,1016.4,533.3
p14,15,Uu.png,None,0,40,798,8,3,969.1,532.8
p14,15,Uu.png,None,0,112,868,8,4,1082.3,524.4
p14,15,Uu.png,None,0,250,1008,8,5,966.5,485.6
p14,15,Uu.png,None,0,946,1276,8,6,928.2,491.2
p15,6,Hs.png,Global,0,30,228,7,1,181,197.2
p15,6,Hs.png,Global,0,34,458,7,2,238,287.7
p15,6,Hs.png,Global,0,118,696,7,3,952.7,486.1
p15,6,Hs.png,Global,0,394,836,7,4,941.4,438.3
p15,6,Hs.png,Global,0,286,1448,7,5,984.4,441.6
p15,6,Hs.png,Global,0,278,1750,7,6,953.2,480.3
p15,6,Hs.png,Global,0,950,2050,7,7,971.4,507
p15,16,Hs.png,Global,0,264,10,2,1,880.8,493.6
p15,16,Hs.png,Global,0,2710,290,2,2,898,489
p15,42,Hs.png,Global,0,110,10,4,1,901.3,566.6
p15,42,Hs.png,Global,0,538,140,4,2,940.8,574.7
p15,42,Hs.png,Global,0,244,696,4,3,953.7,554.2
p15,42,Hs.png,Global,0,1100,956,4,4,917.5,570.1
p15,8,Ht.png,Global,0,202,10,3,1,901.7,577.1
p15,8,Ht.png,Global,0,1930,484,3,2,933.8,594.8
p15,8,Ht.png,Global,0,142,2434,3,3,971.3,590.7
p15,13,Ht.png,Global,0,190,10,3,1,884.6,623.2
p15,13,Ht.png,Global,0,346,216,3,2,909.1,588.6
p15,13,Ht.png,Global,0,2228,772,3,3,901.4,591.5
p15,20,Ht.png,Global,0,208,10,2,1,858.1,483.4
p15,20,Ht.png,Global,0,1528,238,2,2,902.1,548.1
p15,19,Ll.png,None,0,868,10,2,1,913.7,527.6
p15,19,Ll.png,None,0,838,894,2,2,859.9,575.8
p15,22,Ll.png,None,0,22,138,3,1,268.7,451.5
p15,22,Ll.png,None,0,1470,272,3,2,875.2,524.9
p15,22,Ll.png,None,0,1242,1758,3,3,896.3,517.7
p15,32,Ll.png,None,0,736,10,3,1,934.4,600.4
p15,32,Ll.png,None,0,900,766,3,2,886.4,617.7
p15,32,Ll.png,None,0,38,1688,3,3,947.4,620.3
p15,14,Lo.png,Local,0,286,10,3,1,886.9,599.2
p15,14,Lo.png,Local,0,1590,312,3,2,908.4,567.5
p15,14,Lo.png,Local,0,156,1926,3,3,936.7,599.1
p15,27,Lo.png,Local,0,1360,10,3,1,886.9,587
p15,27,Lo.png,Local,0,854,1388,3,2,905,577.4
p15,27,Lo.png,Local,0,738,2262,3,3,846.9,624.1
p15,30,Lo.png,Local,0,1168,10,3,1,929.1,596.9
p15,30,Lo.png,Local,0,660,1198,3,2,882.2,622.3
p15,30,Lo.png,Local,0,136,1880,3,3,951.7,629.9
p15,15,Lu.png,None,0,1652,10,1,1,879.3,573.1
p15,23,Lu.png,None,0,1332,10,3,1,853.7,548.1
p15,23,Lu.png,None,0,834,1362,3,2,882,557.1
p15,23,Lu.png,None,0,786,2214,3,3,906.4,596.9
p15,26,Lu.png,None,0,1300,10,2,1,891.9,563.8
p15,26,Lu.png,None,0,900,1332,2,2,829.1,594.6
p15,2,Ol.png,Global,0,1034,10,4,1,951.3,537.9
p15,2,Ol.png,Global,0,120,1676,4,2,982.1,459.1
p15,2,Ol.png,Global,0,254,1972,4,3,927.5,433.5
p15,2,Ol.png,Global,0,258,2254,4,4,965,536.1
p15,5,Ol.png,Global,0,282,10,6,1,906.8,496.9
p15,5,Ol.png,Global,0,146,312,6,2,952.7,539.5
p15,5,Ol.png,Global,0,338,716,6,3,952.5,489
p15,5,Ol.png,Global,0,752,1070,6,4,938,513.2
p15,5,Ol.png,Global,0,304,1842,6,5,948.7,441.2
p15,5,Ol.png,Global,0,402,2512,6,6,952.8,387.3
p15,18,Ol.png,Global,0,2006,10,1,1,901.4,573.4
p15,9,Ou.png,Global,0,906,10,2,1,924.8,592.5
p15,9,Ou.png,Global,0,606,938,2,2,902.6,530.8
p15,35,Ou.png,Global,0,200,10,3,1,1037.8,609.8
p15,35,Ou.png,Global,0,1274,232,3,2,952.7,590.4
p15,35,Ou.png,Global,0,42,1770,3,3,858.9,535.6
p15,47,Ou.png,Global,0,276,10,3,1,902.6,572.8
p15,47,Ou.png,Global,0,784,304,3,2,928.9,571.7
p15,47,Ou.png,Global,0,798,1104,3,3,917.5,543.9
p15,68,Sh.png,Local,0,610,236,9,2,1003.1,565.1
p15,68,Sh.png,Local,0,226,998,9,3,1034.6,590.7
p15,68,Sh.png,Local,0,218,1244,9,4,966.1,570.5
p15,68,Sh.png,Local,0,296,1528,9,5,721.9,1139.9
p15,68,Sh.png,Local,0,172,1846,9,6,672.3,1131.5
p15,68,Sh.png,Local,0,160,2086,9,7,1038.5,621.9
p15,68,Sh.png,Local,0,178,2280,9,8,1022.1,490.9
p15,68,Sh.png,Local,0,66,2478,9,9,1011.2,533.1
p15,41,Sh.png,Local,0,786,318,4,3,955.1,501.8
p15,41,Sh.png,Local,0,990,1122,4,4,945.4,490
p15,3,Sh.png,Local,0,38,10,4,1,1034.7,530.8
p15,3,Sh.png,Local,0,184,80,4,2,940.3,531.5
p15,3,Sh.png,Local,0,1734,292,4,3,1009.7,541.9
p15,3,Sh.png,Local,0,80,2050,4,4,976,543
p15,4,Sh.png,Local,0,232,10,9,1,1035.1,551.6
p15,33,Ss.png,None,0,80,1696,6,6,1718.9,206.3
p15,43,Ss.png,None,0,338,10,6,1,942.1,561.4
p15,43,Ss.png,None,0,150,504,6,2,952.8,549.1
p15,43,Ss.png,None,0,44,902,6,3,1001,457.3
p15,43,Ss.png,None,0,1118,966,6,4,952.5,558.3
p15,4,St.png,None,0,702,10,3,1,960.2,539.9
p15,4,St.png,None,0,1322,734,3,2,930.2,513.2
p15,4,St.png,None,0,38,2074,3,3,958.6,552.4
p15,33,St.png,None,0,2066,10,1,1,944.2,529.1
p15,37,St.png,None,0,1796,10,1,1,950.6,530.6
p15,69,Th.png,Local,0,164,1430,8,5,933.8,380
p15,69,Th.png,Local,0,160,1616,8,6,980.6,449.9
p15,69,Th.png,Local,0,346,2010,8,7,929.7,392.7
p15,69,Th.png,Local,0,430,2570,8,8,992.3,510.9
p15,70,Th.png,Local,0,38,10,8,1,1148,570.6
p15,39,Th.png,Local,0,700,332,4,2,991.7,509.3
p15,39,Th.png,Local,0,896,1054,4,3,1002.5,475.7
p15,39,Th.png,Local,0,232,1966,4,4,970,448.6
p15,44,Th.png,Local,0,710,10,3,1,974.9,521.3
p15,44,Th.png,Local,0,370,744,3,2,978.6,452.8
p15,32,Th.png,Local,0,390,590,7,3,966.5,561.9
p15,32,Th.png,Local,0,294,1010,7,4,1027.3,535
p15,32,Th.png,Local,0,502,1332,7,5,983.1,564.9
p15,32,Th.png,Local,0,184,1864,7,6,1036.9,567.3
p15,32,Th.png,Local,0,898,2076,7,7,996.3,488.3
p15,21,Ts.png,None,0,702,10,8,1,968.7,543.3
p15,40,Ts.png,None,0,216,1570,3,3,919.8,574.6
p15,46,Ts.png,None,0,834,10,3,1,933,580.4
p15,46,Ts.png,None,0,764,866,3,2,929.3,503.9
p15,46,Ts.png,None,0,96,1648,3,3,917.3,555.2
p15,19,Ts.png,None,0,150,1754,6,3,1013.4,1612.9
p15,19,Ts.png,None,0,180,1926,6,4,1023.2,1685.1
p15,19,Ts.png,None,0,256,2180,6,5,910.9,444.5
p15,19,Ts.png,None,0,292,2458,6,6,936.8,511.5
p15,7,Ts.png,None,0,206,10,4,1,944.5,571.6
p15,7,Ts.png,None,0,820,244,4,2,1010.2,556.5
p15,18,Tt.png,None,0,1006,10,2,1,951.8,534.6
p15,18,Tt.png,None,0,338,1458,2,2,990.1,439.1
p15,44,Tt.png,None,0,236,234,7,1,925,517.2
p15,44,Tt.png,None,0,200,716,7,2,980.3,464.3
p15,44,Tt.png,None,0,272,944,7,3,961.5,502.9
p15,44,Tt.png,None,0,34,1242,7,4,979,454.4
p15,44,Tt.png,None,0,58,1338,7,5,1052.6,277.6
p15,49,Ul.png,None,0,2,140,10,1,749.5,1099.4
p15,49,Ul.png,None,0,24,230,10,2,910.1,592.3
p15,49,Ul.png,None,0,184,272,10,3,954.7,593.5
p15,49,Ul.png,None,0,430,472,10,4,981.1,614.1
p15,49,Ul.png,None,0,254,1200,10,5,992.4,587.4
p15,49,Ul.png,None,0,24,1682,10,6,857.7,1090.9
p15,49,Ul.png,None,0,216,1774,10,7,971.8,566.7
p15,11,Ul.png,None,0,504,352,6,3,1011.8,498.6
p15,11,Ul.png,None,0,340,1052,6,4,988.2,480.4
p15,11,Ul.png,None,0,428,1412,6,5,958.5,422.1
p15,11,Ul.png,None,0,262,1864,6,6,1023.4,489.8
p15,15,Ul.png,None,0,1738,10,1,1,1019.7,536.3
p15,3,Ul.png,None,0,232,10,5,1,898.4,568.5
p15,3,Ul.png,None,0,746,416,5,2,974.6,560.4
p15,3,Ul.png,None,0,700,1186,5,3,941.9,641.9
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,206,102,16,2,991,517.9
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,136,336,16,3,1161.4,551.8
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,208,512,16,4,938,314.7
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,200,740,16,5,883.6,330
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,224,956,16,6,880.5,381.8
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,168,1210,16,7,883.9,213.8
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,160,1406,16,8,747.1,248
p15,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,228,1588,16,9,674.8,252.6
p15,5,Uo.png,Local,0,422,2030,7,5,817.9,1137
p15,5,Uo.png,Local,0,434,2522,7,6,1011,499.1
p15,5,Uo.png,Local,0,24,2976,7,7,991.7,538
p15,10,Uo.png,Local,0,230,10,8,1,1086,631.4
p15,10,Uo.png,Local,0,638,264,8,2,1013.7,636.7
p15,10,Uo.png,Local,0,222,956,8,3,865.6,1105.1
p15,10,Uo.png,Local,0,294,1242,8,4,999.4,592.9
p15,44,Uo.png,Local,0,194,10,5,1,877.8,543.2
p15,44,Uo.png,Local,0,326,226,5,2,943.2,551.3
p15,44,Uo.png,Local,0,830,568,5,3,927.1,522.2
p15,44,Uo.png,Local,0,706,1416,5,4,885,515.2
p15,44,Uo.png,Local,0,150,2306,5,5,916.8,504.6
p15,49,Uo.png,Local,0,804,10,2,1,916.1,513.8
p15,49,Uo.png,Local,0,680,830,2,2,891.9,521.5
p15,15,Uu.png,None,0,428,2250,8,7,950.6,631.2
p15,15,Uu.png,None,0,304,2696,8,8,987.3,622.4
p16,7,Hs.png,Global,0,1076,10,1,1,951.9,558
p16,37,Hs.png,Global,0,248,10,3,1,911.3,503.3
p16,37,Hs.png,Global,0,1392,276,3,2,921.6,498.7
p16,37,Hs.png,Global,0,48,1946,3,3,905.7,498.5
p16,48,Hs.png,Global,0,1720,24,1,1,914.5,516.9
p16,6,Ht.png,Global,0,524,10,2,1,933.2,551.5
p16,6,Ht.png,Global,0,556,800,2,2,922.6,538
p16,9,Ht.png,Global,0,1298,1542,2,1,938.9,543.4
p16,9,Ht.png,Global,0,140,2860,2,2,996.4,479.2
p16,34,Ht.png,Global,0,250,22,2,1,909.9,499.2
p16,34,Ht.png,Global,0,1746,288,2,2,920.5,509.1
p16,18,Ll.png,None,0,116,10,5,1,920.8,536.7
p16,18,Ll.png,None,0,760,142,5,2,943.7,537.5
p16,18,Ll.png,None,0,202,918,5,3,889.8,558.1
p16,18,Ll.png,None,0,172,1384,5,4,874.8,539.7
p16,18,Ll.png,None,0,348,1580,5,5,932.4,520.6
p16,32,Ll.png,None,0,1314,10,2,1,923.4,478
p16,32,Ll.png,None,0,934,1342,2,2,876.3,499.7
p16,39,Ll.png,None,0,34,10,3,1,884.4,512.8
p16,39,Ll.png,None,0,500,62,3,2,931.3,506.5
p16,39,Ll.png,None,0,1290,578,3,3,888.9,503.2
p16,14,Lo.png,Local,0,286,10,4,1,950.8,530.6
p16,14,Lo.png,Local,0,22,822,4,2,887.7,552.6
p16,14,Lo.png,Local,0,816,866,4,3,942.6,549.8
p16,14,Lo.png,Local,0,882,2118,4,4,902.2,589
p16,20,Lo.png,Local,0,542,10,6,1,941.8,507.1
p16,20,Lo.png,Local,0,234,568,6,2,941.1,468.2
p16,20,Lo.png,Local,0,616,820,6,3,889.2,493.6
p16,20,Lo.png,Local,0,58,1532,6,4,757.9,1336.6
p16,20,Lo.png,Local,0,168,1826,6,5,905.9,616.5
p16,20,Lo.png,Local,0,334,2016,6,6,936.4,549
p16,26,Lo.png,Local,0,702,190,4,1,943.7,513.3
p16,26,Lo.png,Local,0,858,914,4,2,888.7,532.2
p16,26,Lo.png,Local,0,432,1788,4,3,919.8,586.8
p16,26,Lo.png,Local,0,94,2238,4,4,908.6,536.8
p16,11,Lu.png,None,0,16,10,6,1,352.5,406.6
p16,11,Lu.png,None,0,142,132,6,2,992.4,549.7
p16,11,Lu.png,None,0,744,294,6,3,952.3,557.2
p16,11,Lu.png,None,0,464,1060,6,4,897.3,573.9
p16,11,Lu.png,None,0,78,2718,6,5,801.1,1189.9
p16,11,Lu.png,None,0,140,2860,6,6,909.5,540.5
p16,38,Lu.png,None,0,1318,10,2,1,910.9,505.8
p16,38,Lu.png,None,0,532,1668,2,2,907.3,541.4
p16,43,Lu.png,None,0,770,10,3,1,933.6,539.7
p16,43,Lu.png,None,0,480,798,3,2,882.5,547.5
p16,43,Lu.png,None,0,468,1510,3,3,885.8,518.5
p16,12,Ol.png,Global,0,260,10,6,1,909,569.6
p16,12,Ol.png,Global,0,180,288,6,2,955.3,567.7
p16,12,Ol.png,Global,0,72,794,6,3,948.8,530.3
p16,12,Ol.png,Global,0,196,1456,6,4,978,586.1
p16,12,Ol.png,Global,0,912,1674,6,5,946.4,542
p16,12,Ol.png,Global,0,300,2610,6,6,936.2,493.6
p16,16,Ol.png,Global,0,198,10,7,1,899.7,541.4
p16,16,Ol.png,Global,0,204,228,7,2,960.2,550.3
p16,16,Ol.png,Global,0,900,834,7,3,950.8,527.4
p16,16,Ol.png,Global,0,230,1752,7,4,953,490
p16,16,Ol.png,Global,0,190,2000,7,5,926.2,460.4
p16,16,Ol.png,Global,0,222,2456,7,6,929.9,427.1
p16,16,Ol.png,Global,0,304,2696,7,7,958.4,495.8
p16,25,Ol.png,Global,0,1764,10,1,1,932.6,503.1
p16,3,Ou.png,Global,0,264,10,6,1,971.1,563.4
p16,3,Ou.png,Global,0,180,290,6,2,936.4,575.9
p16,3,Ou.png,Global,0,704,808,6,3,936,573.4
p16,3,Ou.png,Global,0,230,1922,6,4,947.6,610.4
p16,3,Ou.png,Global,0,310,2180,6,5,928.8,484.9
p16,3,Ou.png,Global,0,490,2508,6,6,960.5,491.7
p16,13,Ou.png,Global,0,354,10,5,1,931,561.5
p16,13,Ou.png,Global,0,1110,706,5,2,935.8,540
p16,13,Ou.png,Global,0,308,1836,5,3,925.1,472.6
p16,13,Ou.png,Global,0,154,2522,5,4,904.1,444.3
p16,13,Ou.png,Global,0,302,2698,5,5,973.2,467.5
p16,50,Ou.png,Global,0,1532,10,3,1,925.6,512.8
p16,50,Ou.png,Global,0,222,1566,3,2,996.7,551.7
p16,50,Ou.png,Global,0,32,2062,3,3,950.3,435.7
p16,82,Sh.png,Local,0,260,188,7,1,1069.2,554.5
p16,82,Sh.png,Local,0,48,674,7,2,982.2,1094.9
p16,82,Sh.png,Local,0,126,1012,7,3,-25,-409.9
p16,82,Sh.png,Local,0,270,1404,7,4,1006,507.1
p16,82,Sh.png,Local,0,46,1930,7,5,1027.1,1056.6
p16,4,Sh.png,Local,0,420,264,9,2,1001.4,557.9
p16,4,Sh.png,Local,0,750,712,9,3,1030.6,567.8
p16,4,Sh.png,Local,0,50,1490,9,4,975,554.1
p16,4,Sh.png,Local,0,34,1586,9,5,1058.3,574.1
p16,4,Sh.png,Local,0,252,1652,9,6,971,565.8
p16,4,Sh.png,Local,0,64,1930,9,7,1004.4,576.3
p16,4,Sh.png,Local,0,92,2028,9,8,918.7,560.1
p16,43,Ss.png,None,0,218,2486,6,5,1041.5,363.3
p16,43,Ss.png,None,0,40,2738,6,6,991.8,553.6
p16,37,Ss.png,None,0,274,10,6,1,948.7,573.3
p16,37,Ss.png,None,0,256,300,6,2,909,608.5
p16,37,Ss.png,None,0,566,574,6,3,924.8,608.3
p16,37,Ss.png,None,0,570,1160,6,4,943.6,605.1
p16,13,St.png,None,0,438,10,3,1,1020.1,551.6
p16,13,St.png,None,0,1140,468,3,2,975.6,558.4
p16,13,St.png,None,0,794,1786,3,3,997.7,539.6
p16,47,St.png,None,0,1840,10,1,1,974.1,552.5
p16,70,Th.png,Local,0,154,158,8,2,1091.3,553.7
p16,70,Th.png,Local,0,414,342,8,3,997.7,575.2
p16,70,Th.png,Local,0,336,1036,8,4,1020.5,500.4
p16,70,Th.png,Local,0,130,1598,8,5,-354.9,-493.6
p16,70,Th.png,Local,0,86,1798,8,6,848.9,403.3
p16,70,Th.png,Local,0,384,1920,8,7,1009.6,524
p16,44,Th.png,Local,0,752,1130,3,3,985.2,514.8
p16,2,Th.png,Local,0,718,220,5,1,968.6,554
p16,2,Th.png,Local,0,828,960,5,2,976,494.7
p16,2,Th.png,Local,0,22,2142,5,3,983.8,468.6
p16,2,Th.png,Local,0,34,2446,5,4,1020.3,260.9
p16,2,Th.png,Local,0,12,2988,5,5,1002.8,527.7
p16,21,Ts.png,None,0,190,736,8,2,925.2,448.6
p16,21,Ts.png,None,0,218,1006,8,3,595.9,1120.5
p16,21,Ts.png,None,0,130,1240,8,4,552.3,1116.6
p16,21,Ts.png,None,0,178,1396,8,5,657.6,1136.9
p16,21,Ts.png,None,0,196,1642,8,6,980.5,489.1
p16,21,Ts.png,None,0,862,1868,8,7,956.4,402
p16,21,Ts.png,None,0,238,2762,8,8,1011.1,552
p16,10,Ts.png,None,0,216,10,5,1,1008.2,553.9
p16,10,Ts.png,None,0,804,248,5,2,952.8,556.2
p16,10,Ts.png,None,0,174,1072,5,3,954,490.4
p16,10,Ts.png,None,0,162,1464,5,4,926.2,468.8
p16,7,Ts.png,None,0,664,1094,4,3,1001.4,470.6
p16,7,Ts.png,None,0,212,1780,4,4,996.2,528
p16,42,Ts.png,None,0,200,32,9,1,907,547.5
p16,42,Ts.png,None,0,296,260,9,2,972.7,558.2
p16,42,Ts.png,None,0,154,582,9,3,1015.6,544.8
p16,42,Ts.png,None,0,276,764,9,4,954.1,538
p16,44,Tt.png,None,0,154,1792,7,6,939.4,557.9
p16,44,Tt.png,None,0,1036,1964,7,7,945.7,589.5
p16,10,Tt.png,None,0,18,10,6,1,230.8,599.4
p16,10,Tt.png,None,0,244,134,6,2,887.7,565.6
p16,10,Tt.png,None,0,264,550,6,3,898,559.7
p16,10,Tt.png,None,0,784,1008,6,4,912.4,578.2
p16,49,Ul.png,None,0,32,2008,10,8,1001.2,486.2
p16,49,Ul.png,None,0,392,2056,10,9,1002.3,518.1
p16,49,Ul.png,None,0,534,2466,10,10,1001.8,593.4
p16,3,Ul.png,None,0,176,1908,5,4,1012.9,595.5
p16,3,Ul.png,None,0,130,2104,5,5,957.3,581.9
p16,7,Ul.png,None,0,756,10,4,1,951,573.2
p16,7,Ul.png,None,0,578,784,4,2,934.1,629.2
p16,7,Ul.png,None,0,254,1384,4,3,993.7,701.3
p16,7,Ul.png,None,0,332,1664,4,4,932.7,581
p16,11,Ul.png,None,0,1348,10,2,1,936.6,588.2
p16,11,Ul.png,None,0,208,1378,2,2,963.9,590.4
p16,5,Ul.png,None,0,130,10,9,1,922.6,550.1
p16,5,Ul.png,None,0,46,170,9,2,969.7,427.1
p16,5,Ul.png,None,0,32,462,9,3,1213.8,552.4
p16,5,Ul.png,None,0,22,520,9,4,1223,494
p16,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,160,1856,16,10,924.5,248.4
p16,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,174,2040,16,11,987.7,336.8
p16,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,152,2234,16,12,951.1,383.6
p16,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,90,2410,16,13,861.9,356.5
p16,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,202,2518,16,14,896.4,314.7
p16,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,114,2744,16,15,914.7,426.1
p16,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,110,2890,16,16,758,414
p16,10,Uo.png,Local,0,96,1556,8,5,1034.2,616
p16,10,Uo.png,Local,0,920,1828,8,6,1020.4,579.1
p16,10,Uo.png,Local,0,162,2768,8,7,1051.8,547.2
p16,10,Uo.png,Local,0,54,2946,8,8,1021.3,537.8
p16,11,Uo.png,Local,0,192,10,12,1,1277.6,608.5
p16,11,Uo.png,Local,0,328,240,12,2,1053.9,620.3
p16,32,Uo.png,Local,0,230,10,2,1,1020.8,515.3
p16,32,Uo.png,Local,0,1826,258,2,2,941.9,488.8
p16,44,Uo.png,Local,0,208,28,4,1,918.6,472.1
p16,44,Uo.png,Local,0,1072,256,4,2,955.8,474.5
p16,44,Uo.png,Local,0,758,1344,4,3,900.6,467.1
p16,44,Uo.png,Local,0,238,2126,4,4,979.7,464.8
p16,37,Uu.png,None,0,850,10,3,1,970.3,552.6
p16,37,Uu.png,None,0,1002,876,3,2,916.3,584.7
p16,37,Uu.png,None,0,94,2078,3,3,953.8,441
p16,6,Uu.png,None,0,46,10,5,1,987,502.6
p16,6,Uu.png,None,0,446,76,5,2,977.4,570.1
p16,6,Uu.png,None,0,1068,538,5,3,969.9,537.7
P2,4,Hs.png,Global,0,82,10,3,1,992.8,530.3
P2,4,Hs.png,Global,0,520,114,3,2,939.6,529.1
P2,4,Hs.png,Global,0,804,822,3,3,983,545.1
P2,12,Hs.png,Global,0,270,10,6,1,1064.1,503.4
P2,12,Hs.png,Global,0,432,298,6,2,1027.6,508.9
P2,12,Hs.png,Global,0,504,908,6,3,1016.3,498.8
P2,12,Hs.png,Global,0,850,1430,6,4,970.4,490
P2,12,Hs.png,Global,0,480,2300,6,5,990,412.2
P2,12,Hs.png,Global,0,196,2804,6,6,991,498.2
P2,1,Lo.png,Local,0,86,210,7,1,482.9,103.8
P2,1,Lo.png,Local,0,132,334,7,2,873,341.4
P2,1,Lo.png,Local,0,758,492,7,3,954.2,458.1
P2,1,Lo.png,Local,0,136,1318,7,4,429.5,1477.5
P2,1,Lo.png,Local,0,78,1492,7,5,221.4,1513.7
P2,1,Lo.png,Local,0,132,1660,7,6,891.5,323.3
P2,1,Lo.png,Local,0,1182,1818,7,7,974.9,461.4
P2,5,Lo.png,Local,0,768,10,3,1,1021.9,552.4
P2,5,Lo.png,Local,0,448,804,3,2,962.3,545.2
P2,5,Lo.png,Local,0,178,1414,3,3,1008.4,516.5
P2,13,Lo.png,Local,0,844,10,2,1,990.2,527.1
P2,13,Lo.png,Local,0,916,876,2,2,903.5,518.1
P2,82,Sh.png,Local,0,132,2354,7,6,983.2,482.6
P2,82,Sh.png,Local,0,490,2510,7,7,1015.4,539
P2,29,Sh.png,Local,0,200,10,4,1,892.6,548.5
P2,29,Sh.png,Local,0,690,230,4,2,937.1,551.7
P2,29,Sh.png,Local,0,664,942,4,3,919.4,479.5
P2,29,Sh.png,Local,0,86,1846,4,4,931,480.9
P2,4,Sh.png,Local,0,848,2152,9,9,1006.2,562.6
P2,30,Sh.png,Local,0,1676,10,2,1,978.8,554.1
P2,30,Sh.png,Local,0,122,1706,2,2,944.5,558
P2,16,Ss.png,None,0,4,22,7,1,159.7,269.2
P2,16,Ss.png,None,0,200,288,7,2,1019,652.9
P2,16,Ss.png,None,0,194,606,7,3,986.8,610.1
P2,16,Ss.png,None,0,1750,820,7,4,1014.8,596.2
P2,37,Ss.png,None,0,718,1750,6,5,948.9,587.8
P2,37,Ss.png,None,0,514,2486,6,6,958.6,598.9
P2,39,Ss.png,None,0,128,10,4,1,992.1,578.8
P2,39,Ss.png,None,0,250,164,4,2,905.7,571.4
P2,39,Ss.png,None,0,1786,432,4,3,928.7,570.6
P2,39,Ss.png,None,0,106,2236,4,4,953.6,614.5
P2,50,St.png,None,0,2372,10,1,1,967,523.3
P2,39,St.png,None,0,126,10,4,1,867.1,552.6
P2,39,St.png,None,0,1414,490,4,2,964.5,544.6
P2,39,St.png,None,0,180,1926,4,3,927.9,600.9
P2,39,St.png,None,0,276,2126,4,4,939.2,659.1
P2,48,St.png,None,0,98,28,5,1,1027.2,312.9
P2,48,St.png,None,0,1158,158,5,2,953.1,571.5
P2,48,St.png,None,0,176,1344,5,3,1015.6,519.4
P2,48,St.png,None,0,146,2052,5,4,1012.4,570.7
P2,48,St.png,None,0,354,2222,5,5,983.2,502.2
P2,49,St.png,None,0,392,10,4,1,908.2,589.9
P2,49,St.png,None,0,858,420,4,2,953.3,598.3
P2,49,St.png,None,0,344,1758,4,3,986.4,557.6
P2,49,St.png,None,0,482,2122,4,4,975.4,598.2
P2,17,St.png,None,0,1716,10,1,1,897,542.1
P2,33,St.png,None,0,110,10,3,1,983.5,595
P2,33,St.png,None,0,1552,142,3,2,937.5,594.2
