RECORDING_SESSION_LABEL,TRIAL_INDEX,image_num,image_type,trial_num,CURRENT_FIX_DURATION,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y
p12,3,Ul.png,None,0,1018,326,3,2,968.7,542.1
p12,3,Ul.png,None,0,558,1794,3,3,984.4,586.5
p12,36,Ul.png,None,0,86,162,5,1,898.9,822.6
p12,36,Ul.png,None,0,544,284,5,2,943.5,608.8
p12,36,Ul.png,None,0,502,996,5,3,917.6,575.1
p12,36,Ul.png,None,0,530,1520,5,4,958.3,553.5
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,318,1754,14,9,1071.8,274.8
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,94,2100,14,10,1161.6,271
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,150,2240,14,11,797.8,327.1
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,194,2418,14,12,714.4,332.3
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,180,2646,14,13,842.3,350.5
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,140,2860,14,14,987.3,348.9
p12,2,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,206,10,1,1,657.4,1646.5
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,190,10,16,1,822.9,232.9
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,136,220,16,2,847.5,265.6
p12,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,302,384,16,3,736,253.7
p12,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,186,34,8,1,964.9,435.4
p12,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,162,242,8,2,984.4,503
p12,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,670,618,8,3,978.9,520.1
p12,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,506,1486,8,4,932,518.5
p12,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,22,2084,8,5,1700.1,1586.3
p12,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,94,2192,8,6,1240.1,1750.2
p12,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,54,2336,8,7,777.5,1641.9
p12,41,Uo.png,Local,0,54,988,9,4,1019.7,349.3
p12,41,Uo.png,Local,0,80,1164,9,5,971.2,492.1
p12,41,Uo.png,Local,0,792,1294,9,6,945.7,548.4
p12,41,Uo.png,Local,0,174,2432,9,7,990.4,519.1
p12,41,Uo.png,Local,0,232,2622,9,8,1050.9,402.3
p12,41,Uo.png,Local,0,22,2972,9,9,995.4,495.2
p12,12,Uo.png,Local,0,814,10,3,1,918,580.9
p12,12,Uo.png,Local,0,944,842,3,2,881.9,565.1
p12,12,Uo.png,Local,0,242,1804,3,3,930.9,584.4
p12,44,Uo.png,Local,0,30,130,2,1,216.1,436.9
p12,8,Uu.png,None,0,726,10,2,1,969.2,528.5
p12,8,Uu.png,None,0,1274,752,2,2,929,513.9
p12,31,Uu.png,None,0,1896,10,1,1,948.2,537.9
p12,47,Uu.png,None,0,1122,10,3,1,926.4,529.8
p12,47,Uu.png,None,0,508,1152,3,2,943.8,511.5
p12,47,Uu.png,None,0,150,1676,3,3,898.7,529.1
p12,2,Uu.png,None,0,218,10,6,1,983.8,485.6
p12,2,Uu.png,None,0,920,248,6,2,987.3,564.1
p12,2,Uu.png,None,0,312,1188,6,3,984.5,639.2
p12,47,Uu.png,None,0,294,98,6,2,1025.6,569
p12,47,Uu.png,None,0,212,418,6,3,978.5,561
p12,47,Uu.png,None,0,816,660,6,4,992.1,561.2
p12,47,Uu.png,None,0,668,1494,6,5,949.4,548.4
p12,47,Uu.png,None,0,118,2308,6,6,968.5,547.6
p13,16,Hs.png,Global,0,1200,10,3,1,966.8,572.6
p13,16,Hs.png,Global,0,398,1228,3,2,990,563.8
p13,16,Hs.png,Global,0,44,1804,3,3,992.9,441.6
p13,26,Hs.png,Global,0,1160,10,3,1,950.7,539.3
p13,26,Hs.png,Global,0,384,1188,3,2,971.7,534.8
p13,26,Hs.png,Global,0,88,1754,3,3,956.5,461.4
p13,36,Hs.png,Global,0,808,10,4,1,980.7,523
p13,36,Hs.png,Global,0,292,834,4,2,939.4,556.8
p13,36,Hs.png,Global,0,260,1146,4,3,993.2,531.2
p13,36,Hs.png,Global,0,78,1634,4,4,1001.9,430.7
p13,11,Ht.png,Global,0,800,10,2,1,993.1,516.2
p13,11,Ht.png,Global,0,2172,828,2,2,965.3,543.6
p13,43,Ht.png,Global,0,782,10,3,1,975.4,536.4
p13,43,Ht.png,Global,0,410,810,3,2,938.5,545.9
p13,43,Ht.png,Global,0,574,1238,3,3,973.7,517.9
p13,45,Ht.png,Global,0,1750,10,2,1,967.4,537.7
p13,45,Ht.png,Global,0,98,1778,2,2,1003.4,545.8
p13,19,Ll.png,None,0,424,10,6,1,972.1,530
p13,19,Ll.png,None,0,740,460,6,2,978.1,499.8
p13,19,Ll.png,None,0,800,1220,6,3,927.9,559.8
p13,19,Ll.png,None,0,368,2048,6,4,933,681.6
p13,19,Ll.png,None,0,98,2442,6,5,935.4,578.4
p13,19,Ll.png,None,0,54,2768,6,6,988.8,453.1
p13,35,Ll.png,None,0,736,10,5,1,993.6,513
p13,35,Ll.png,None,0,730,768,5,2,916.8,581.2
p13,35,Ll.png,None,0,244,1514,5,3,928.5,631.4
p13,35,Ll.png,None,0,88,1776,5,4,945.3,589.4
p13,35,Ll.png,None,0,224,1894,5,5,948.8,473.2
p13,48,Ll.png,None,0,746,10,5,1,969.3,557.9
p13,48,Ll.png,None,0,184,772,5,2,935.9,554.4
p13,48,Ll.png,None,0,248,974,5,3,893.5,568.2
p13,48,Ll.png,None,0,450,1240,5,4,917.6,543.9
p13,48,Ll.png,None,0,266,1706,5,5,927.2,487
p13,9,Lo.png,Local,0,64,10,5,1,1034.3,574.2
p13,9,Lo.png,Local,0,170,94,5,2,994.3,513.2
p13,9,Lo.png,Local,0,754,282,5,3,1021.5,568.2
p13,9,Lo.png,Local,0,380,1056,5,4,951.9,592.6
p13,9,Lo.png,Local,0,1346,1452,5,5,945.2,590
p13,18,Lo.png,Local,0,754,10,4,1,967.3,560.6
p13,18,Lo.png,Local,0,1124,784,4,2,921.9,598.5
p13,18,Lo.png,Local,0,280,1936,4,3,993.7,606.5
p13,18,Lo.png,Local,0,90,2374,4,4,965.7,503.3
p13,34,Lo.png,Local,0,992,10,3,1,1010.3,505.8
p13,34,Lo.png,Local,0,304,1024,3,2,937.4,542.3
p13,34,Lo.png,Local,0,340,1346,3,3,960.3,585.7
p13,3,Lu.png,None,0,796,10,5,1,982.7,539.3
p13,3,Lu.png,None,0,444,826,5,2,932.2,610.5
p13,3,Lu.png,None,0,134,1372,5,3,1663.5,1378.2
p13,3,Lu.png,None,0,264,1536,5,4,1470.7,1403.7
p13,3,Lu.png,None,0,640,1938,5,5,954.2,513.7
p13,41,Lu.png,None,0,748,10,5,1,965.7,569.8
p13,41,Lu.png,None,0,512,776,5,2,925,595.6
p13,41,Lu.png,None,0,242,1310,5,3,933.6,670.8
p13,41,Lu.png,None,0,940,1568,5,4,913.6,617.8
p13,41,Lu.png,None,0,326,2526,5,5,939.1,611.2
p13,46,Lu.png,None,0,726,10,3,1,975.4,535.2
p13,46,Lu.png,None,0,958,754,3,2,914.1,531.2
p13,46,Lu.png,None,0,120,1734,3,3,972.2,539.3
p13,8,Ol.png,Global,0,1186,10,3,1,1004.4,483.1
p13,8,Ol.png,Global,0,806,1218,3,2,971.5,493.9
p13,8,Ol.png,Global,0,802,2198,3,3,979.7,502.1
p13,14,Ol.png,Global,0,842,10,3,1,996.7,526.4
p13,14,Ol.png,Global,0,756,870,3,2,937.2,504.1
p13,14,Ol.png,Global,0,464,1648,3,3,976.6,528.6
p13,22,Ol.png,Global,0,276,10,6,1,935.5,553.1
p13,22,Ol.png,Global,0,746,304,6,2,980.1,568.2
p13,22,Ol.png,Global,0,740,1074,6,3,939.3,488.6
p13,22,Ol.png,Global,0,190,1842,6,4,1026.1,496.7
p13,22,Ol.png,Global,0,32,2052,6,5,1007.1,573.9
p13,22,Ol.png,Global,0,36,2336,6,6,1032.3,407.6
p13,20,Ou.png,Global,0,1658,10,3,1,936.2,561.7
p13,20,Ou.png,Global,0,346,1692,3,2,978.4,561.2
p13,20,Ou.png,Global,0,88,2208,3,3,973.1,449.2
p13,27,Ou.png,Global,0,386,10,3,1,989,534.9
p13,27,Ou.png,Global,0,1414,418,3,2,915,533.7
p13,27,Ou.png,Global,0,438,1854,3,3,985.8,554
p13,28,Ou.png,Global,0,348,10,5,1,1009.6,522.6
p13,28,Ou.png,Global,0,228,382,5,2,921,531.1
p13,28,Ou.png,Global,0,1070,634,5,3,956.5,529.8
p13,28,Ou.png,Global,0,350,1726,5,4,1011.9,518.4
p13,28,Ou.png,Global,0,96,2260,5,5,972.6,476.3
p13,32,Sh.png,Local,0,202,2490,8,6,1000.5,504.3
p13,32,Sh.png,Local,0,260,2716,8,7,988.7,588.7
p13,32,Sh.png,Local,0,4,2996,8,8,987.6,521.6
p13,66,Sh.png,Local,0,78,314,11,1,1079.1,559.3
p13,66,Sh.png,Local,0,192,420,11,2,973.1,636.1
p13,66,Sh.png,Local,0,216,916,11,3,967.4,584.7
p13,66,Sh.png,Local,0,198,1148,11,4,1006.8,663.8
p13,66,Sh.png,Local,0,32,1584,11,5,997.9,672.9
p13,7,Sh.png,Local,0,1912,396,3,3,933.8,562.6
p13,38,Sh.png,Local,0,116,10,4,1,868.7,599.4
p13,38,Sh.png,Local,0,250,154,4,2,961.6,584.8
p13,38,Sh.png,Local,0,338,608,4,3,903,572.5
p13,38,Sh.png,Local,0,2034,966,4,4,939.5,574.8
p13,45,Sh.png,Local,0,1258,10,1,1,945.4,582.4
p13,31,Sh.png,Local,0,222,20,2,1,899,495.2
p13,31,Sh.png,Local,0,1582,260,2,2,914.9,482.8
p13,41,Sh.png,Local,0,222,10,3,1,882.4,504.4
p13,30,Ss.png,None,0,1854,10,1,1,960.3,550.5
p13,4,Ss.png,None,0,1544,10,4,1,978.9,619.7
p13,4,Ss.png,None,0,754,1570,4,2,970.7,596.3
p13,4,Ss.png,None,0,322,2342,4,3,971.9,553.3
p13,4,Ss.png,None,0,182,2818,4,4,962.9,541.6
p13,30,Ss.png,None,0,372,10,4,1,996.9,525.2
p13,75,St.png,None,0,124,2876,6,6,1006.3,527.6
p13,79,St.png,None,0,398,10,4,1,1002.1,597.8
p13,79,St.png,None,0,538,760,4,2,1020.5,562.9
p13,79,St.png,None,0,630,1558,4,3,977.8,506.1
p13,79,St.png,None,0,96,2212,4,4,1036.1,521.9
p13,9,St.png,None,0,724,10,2,1,910.8,538.3
p13,9,St.png,None,0,1056,756,2,2,904.9,488.9
p13,13,St.png,None,0,532,10,2,1,945.3,525.4
p13,19,Th.png,Local,0,30,2970,9,9,674,1128.4
p13,55,Th.png,Local,0,626,244,6,1,1020.7,513.7
p13,55,Th.png,Local,0,464,1188,6,2,974.6,476.9
p13,55,Th.png,Local,0,46,1808,6,3,1796.6,888
p13,55,Th.png,Local,0,32,1944,6,4,1887.6,823.3
p13,5,Th.png,Local,0,50,654,9,3,1686,1380.5
p13,5,Th.png,Local,0,182,768,9,4,1533.4,1386.6
p13,5,Th.png,Local,0,184,1142,9,5,996.7,497.9
p13,5,Th.png,Local,0,256,1786,9,6,1607.9,75.2
p13,5,Th.png,Local,0,134,2098,9,7,1045.2,309.5
p13,5,Th.png,Local,0,150,2634,9,8,1209.8,146.9
p13,5,Th.png,Local,0,174,2826,9,9,1020,514.4
p13,6,Th.png,Local,0,64,10,4,1,932.4,964.7
p13,6,Th.png,Local,0,148,114,4,2,984.2,597.8
p13,12,Th.png,Local,0,350,10,4,1,989.6,537.4
p13,12,Th.png,Local,0,834,380,4,2,993,543.1
p13,12,Th.png,Local,0,398,1238,4,3,1005.4,467.4
p13,12,Th.png,Local,0,222,1664,4,4,992.6,527.2
p13,28,Th.png,Local,0,30,10,5,1,1001.6,554.4
p13,28,Th.png,Local,0,194,68,5,2,934.5,544.5
p13,28,Th.png,Local,0,804,288,5,3,977.3,552.3
p13,17,Ts.png,None,0,788,374,7,3,969.7,561.6
p13,17,Ts.png,None,0,22,1416,7,4,1590.2,241.7
p13,17,Ts.png,None,0,22,1488,7,5,1459.1,62.6
p13,17,Ts.png,None,0,736,1610,7,6,973.9,499
p13,17,Ts.png,None,0,146,2362,7,7,960.8,552.8
p13,27,Ts.png,None,0,334,10,3,1,969.3,581.3
p13,27,Ts.png,None,0,58,834,3,2,963.6,489.5
p13,14,Ts.png,None,0,472,634,6,3,928.5,529
p13,14,Ts.png,None,0,280,1434,6,4,947.8,483.7
p13,14,Ts.png,None,0,830,1734,6,5,965,549.8
p13,14,Ts.png,None,0,414,2586,6,6,962.3,464.9
p13,6,Ts.png,None,0,980,10,3,1,944.1,486.9
p13,6,Ts.png,None,0,880,1012,3,2,948.3,404
p13,6,Ts.png,None,0,88,2062,3,3,958.3,417.8
p13,7,Ts.png,None,0,270,10,4,1,994.2,421.2
p13,7,Ts.png,None,0,1126,298,4,2,961.5,465.9
p13,7,Tt.png,None,0,192,2808,8,8,946.8,491.7
p13,29,Tt.png,None,0,266,10,6,1,1002.3,502.4
p13,29,Tt.png,None,0,730,294,6,2,964.2,495.5
p13,29,Tt.png,None,0,566,1046,6,3,984.2,448.9
p13,29,Tt.png,None,0,382,1628,6,4,1007.6,447.7
p13,29,Tt.png,None,0,48,2030,6,5,993.9,534
p13,29,Tt.png,None,0,84,2300,6,6,965.7,464.3
p13,31,Tt.png,None,0,394,12,6,1,997.8,487.1
p13,31,Tt.png,None,0,708,428,6,2,972.2,502.1
p13,8,Ul.png,None,0,450,2550,5,5,1018,616
p13,9,Ul.png,None,0,12,10,8,1,1202.8,564.9
p13,9,Ul.png,None,0,196,66,8,2,909.2,595.2
p13,9,Ul.png,None,0,788,292,8,3,1020.1,583.2
p13,9,Ul.png,None,0,216,1102,8,4,994,546
p13,9,Ul.png,None,0,270,1350,8,5,1015,754.3
p13,9,Ul.png,None,0,746,1678,8,6,801.9,1110.6
p13,9,Ul.png,None,0,346,2496,8,7,981.9,629
p13,9,Ul.png,None,0,136,2864,8,8,1041,621.7
p13,48,Ul.png,None,0,186,10,11,1,964.8,619.1
p13,48,Ul.png,None,0,916,406,11,2,1024.4,592.9
p13,36,Ul.png,None,0,508,2066,5,5,923.5,593.4
p13,50,Ul.png,None,0,1366,10,2,1,913,575.1
p13,50,Ul.png,None,0,832,1398,2,2,941.2,589
p13,21,Ul.png,None,0,246,10,5,1,904.8,549.1
p13,21,Ul.png,None,0,252,272,5,2,944.1,549.4
p13,21,Ul.png,None,0,1408,836,5,3,940.8,538.1
p13,21,Ul.png,None,0,456,2262,5,4,897.1,525.1
p13,21,Ul.png,None,0,262,2738,5,5,958.5,527.7
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,142,732,16,4,1044.7,277.3
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,86,918,16,5,730.1,238.3
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,238,1024,16,6,671.1,238.3
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,150,1290,16,7,782.5,246.6
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,260,1478,16,8,996.7,263.5
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,100,1760,16,9,925.7,256.5
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,256,1892,16,10,786.8,255.8
p13,133,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,54,2604,8,8,953,615
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,154,10,12,1,1032.5,629.8
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,150,200,12,2,895.5,575.1
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,170,392,12,3,814.9,330.3
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,354,588,12,4,765.8,242.1
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,132,976,12,5,930.7,221.1
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,170,1140,12,6,1056.8,233.7
p13,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,172,1340,12,7,1156.3,237.5
p13,44,Uo.png,Local,0,1694,266,2,2,927.8,586.5
p13,49,Uo.png,Local,0,278,10,4,1,960.9,586.1
p13,49,Uo.png,Local,0,442,304,4,2,929.4,579.8
p13,49,Uo.png,Local,0,1092,764,4,3,937.7,576.7
p13,49,Uo.png,Local,0,548,1876,4,4,883.7,591
p13,5,Uo.png,Local,0,454,10,5,1,916.1,552
p13,5,Uo.png,Local,0,96,936,5,2,917.8,548
p13,2,Uu.png,None,0,1018,1528,6,4,1001.4,527.6
p13,2,Uu.png,None,0,404,2568,6,5,1007.8,613.4
p13,2,Uu.png,None,0,8,2992,6,6,929,628.9
p14,7,Hs.png,Global,0,1538,10,1,1,971,535.7
p14,22,Hs.png,Global,0,390,14,8,1,940.8,543.6
p14,22,Hs.png,Global,0,912,548,8,2,931.3,533.4
p14,22,Hs.png,Global,0,66,1476,8,3,978.6,559.8
p14,22,Hs.png,Global,0,96,1904,8,4,1731.8,538.3
p14,22,Hs.png,Global,0,22,2042,8,5,1706.7,499.5
p14,22,Hs.png,Global,0,46,2080,8,6,1695.5,549.1
p14,22,Hs.png,Global,0,64,2154,8,7,1647.4,351.7
p14,22,Hs.png,Global,0,525,2154,8,8,404.9,154
p14,42,Hs.png,Global,0,1330,186,2,1,944.1,531.1
p14,42,Hs.png,Global,0,606,1532,2,2,994.4,559.3
p14,8,Ht.png,Global,0,200,10,4,1,954.6,520.2
p14,8,Ht.png,Global,0,132,226,4,2,986.5,532.2
p14,8,Ht.png,Global,0,1346,736,4,3,968.7,538.6
p14,8,Ht.png,Global,0,332,2098,4,4,1009.6,580.3
p14,11,Ht.png,Global,0,1476,10,2,1,956.8,567.3
p14,11,Ht.png,Global,0,38,1830,2,2,1634.1,328.4
p14,46,Ht.png,Global,0,188,108,4,1,965,544.8
p14,46,Ht.png,Global,0,1162,706,4,2,958.9,532.1
p14,46,Ht.png,Global,0,194,1886,4,3,996.7,604.5
p14,46,Ht.png,Global,0,336,2102,4,4,1022.6,548.3
p14,10,Ll.png,None,0,220,10,6,1,926.1,537.2
p14,10,Ll.png,None,0,760,246,6,2,959,540.8
p14,10,Ll.png,None,0,246,1026,6,3,910.4,570.6
p14,10,Ll.png,None,0,122,1294,6,4,907.4,704.3
p14,10,Ll.png,None,0,40,1520,6,5,1815.8,337.8
p14,10,Ll.png,None,0,96,1656,6,6,1837.3,348.2
p14,26,Ll.png,None,0,322,10,5,1,949.6,561.9
p14,26,Ll.png,None,0,144,602,5,2,980.2,437.4
p14,26,Ll.png,None,0,716,778,5,3,954,521.2
p14,26,Ll.png,None,0,204,1516,5,4,922.9,564.5
p14,26,Ll.png,None,0,424,1746,5,5,943.2,696.7
p14,36,Ll.png,None,0,452,10,2,1,937.4,575.9
p14,36,Ll.png,None,0,820,480,2,2,917.5,544.2
p14,20,Lo.png,Local,0,766,10,5,1,956,547
p14,20,Lo.png,Local,0,86,1216,5,2,1563.9,338.6
p14,20,Lo.png,Local,0,94,1346,5,3,1609.7,262.3
p14,20,Lo.png,Local,0,42,1656,5,4,1725,251
p14,20,Lo.png,Local,0,28,1882,5,5,1680.5,239.5
p14,21,Lo.png,Local,0,712,26,4,1,949.4,568.1
p14,21,Lo.png,Local,0,176,756,4,2,909.3,580.9
p14,21,Lo.png,Local,0,186,948,4,3,892,621.5
p14,21,Lo.png,Local,0,516,1154,4,4,907.7,698.3
p14,32,Lo.png,Local,0,794,10,3,1,932.1,483.8
p14,32,Lo.png,Local,0,340,826,3,2,892.4,596
p14,32,Lo.png,Local,0,24,1870,3,3,1102.9,805.3
p14,3,Lu.png,None,0,554,10,5,1,952.4,554.6
p14,3,Lu.png,None,0,628,844,5,2,921.2,587.5
p14,3,Lu.png,None,0,190,1494,5,3,921.1,664.4
p14,3,Lu.png,None,0,232,1702,5,4,961.6,685.4
p14,3,Lu.png,None,0,430,1970,5,5,969.9,515
p14,19,Lu.png,None,0,776,10,3,1,949.1,529.7
p14,19,Lu.png,None,0,112,806,3,2,917.1,566.3
p14,19,Lu.png,None,0,94,1610,3,3,1660.9,510.2
p14,24,Lu.png,None,0,798,10,3,1,940.8,573.2
p14,24,Lu.png,None,0,260,830,3,2,904.2,628.9
p14,24,Lu.png,None,0,30,1664,3,3,1658.3,439.9
p14,14,Ol.png,Global,0,264,10,6,1,961.7,534.3
p14,14,Ol.png,Global,0,40,536,6,2,1591.5,209
p14,14,Ol.png,Global,0,1020,724,6,3,968.5,521.1
p14,14,Ol.png,Global,0,234,1766,6,4,931.4,594.9
p14,14,Ol.png,Global,0,274,2020,6,5,951.8,650.9
p14,14,Ol.png,Global,0,36,2572,6,6,1602.5,305.8
p14,15,Ol.png,Global,0,358,22,4,1,948.6,563.4
p14,15,Ol.png,Global,0,1060,652,4,2,953.8,536.6
p14,15,Ol.png,Global,0,156,1732,4,3,988.3,553.3
p14,15,Ol.png,Global,0,216,1906,4,4,1027.6,568.1
p14,30,Ol.png,Global,0,464,10,3,1,930.3,610
p14,30,Ol.png,Global,0,44,756,3,2,1002.1,357.2
p14,30,Ol.png,Global,0,860,832,3,3,939.3,539.8
p14,16,Ou.png,Global,0,878,10,3,1,954.7,519.7
p14,16,Ou.png,Global,0,368,904,3,2,973.9,542.8
p14,16,Ou.png,Global,0,290,1290,3,3,995.2,592
p14,23,Ou.png,Global,0,38,0,2,1,404.9,154
p14,23,Ou.png,Global,0,1088,66,2,2,968.8,569.6
p14,34,Ou.png,Global,0,200,10,4,1,912.6,562
p14,34,Ou.png,Global,0,824,228,4,2,928,549.3
p14,34,Ou.png,Global,0,284,1074,4,3,951.8,611.4
p14,34,Ou.png,Global,0,290,1374,4,4,983.7,625.3
p14,66,Sh.png,Local,0,50,1634,11,6,992.1,620.7
p14,66,Sh.png,Local,0,22,1700,11,7,989.7,629
p14,66,Sh.png,Local,0,76,1764,11,8,995.7,621
p14,66,Sh.png,Local,0,120,1912,11,9,1000,615.4
p14,66,Sh.png,Local,0,198,2324,11,10,1030,592.6
p14,66,Sh.png,Local,0,90,2540,11,11,1035.8,646.7
p14,68,Sh.png,Local,0,198,10,9,1,911.7,510
p14,41,Sh.png,Local,0,1398,296,3,2,937.3,548.9
p14,41,Sh.png,Local,0,620,2152,3,3,956.5,523
p14,45,Sh.png,Local,0,1672,10,1,1,923.6,521.6
p14,24,Sh.png,Local,0,2990,10,1,1,962.4,458.5
p14,30,Sh.png,Local,0,2990,10,1,1,969.1,466.2
p14,41,Sh.png,Local,0,112,10,4,1,952.5,490.1
p14,41,Sh.png,Local,0,150,148,4,2,1015.9,475.6
p14,30,Ss.png,None,0,1490,402,4,2,940.2,521.1
p14,30,Ss.png,None,0,378,1912,4,3,970.8,588.1
p14,30,Ss.png,None,0,66,2530,4,4,952.7,442.9
p14,49,Ss.png,None,0,1868,10,1,1,960.1,513.6
p14,28,Ss.png,None,0,1000,10,1,1,956.7,512.5
p14,33,Ss.png,None,0,12,10,6,1,1008,245.9
p14,33,Ss.png,None,0,68,60,6,2,890.7,541.7
p14,33,Ss.png,None,0,256,144,6,3,914.5,550.4
p14,33,Ss.png,None,0,1096,418,6,4,954.2,571.3
p14,33,Ss.png,None,0,96,1530,6,5,972.9,665.4
p14,13,St.png,None,0,1200,560,2,2,957.1,582
p14,26,St.png,None,0,1624,10,1,1,935.2,544.5
p14,30,St.png,None,0,356,10,4,1,938.9,498.9
p14,30,St.png,None,0,890,382,4,2,949.4,506.6
p14,30,St.png,None,0,156,1288,4,3,967.6,493.1
p14,30,St.png,None,0,764,1658,4,4,977.2,506
p14,45,St.png,None,0,1950,10,1,1,948.7,527.7
p14,49,St.png,None,0,1764,10,1,1,958,516
p14,55,Th.png,Local,0,150,1998,6,5,1857.6,822.5
p14,55,Th.png,Local,0,268,2390,6,6,1066.2,438.2
p14,69,Th.png,Local,0,22,232,8,1,1060.3,635.6
p14,69,Th.png,Local,0,88,534,8,2,1032.5,535
p14,69,Th.png,Local,0,100,910,8,3,970.3,484.9
p14,69,Th.png,Local,0,184,1030,8,4,1012.7,535.1
p14,6,Th.png,Local,0,698,284,4,3,985.5,518.4
p14,6,Th.png,Local,0,1992,1008,4,4,1005.9,462.8
p14,39,Th.png,Local,0,302,10,4,1,940.9,478.2
p14,28,Th.png,Local,0,662,1110,5,4,998.2,520.3
p14,28,Th.png,Local,0,282,1790,5,5,966.8,544.2
p14,32,Th.png,Local,0,358,10,7,1,950.6,585
p14,32,Th.png,Local,0,166,396,7,2,1006.8,588.4
p14,27,Ts.png,None,0,1012,950,3,3,946.8,584.5
p14,29,Ts.png,None,0,378,10,2,1,920.1,576.1
p14,29,Ts.png,None,0,972,834,2,2,950,546.9
p14,31,Ts.png,None,0,290,10,3,1,919,590.4
p14,31,Ts.png,None,0,784,316,3,2,963.7,591
p14,31,Ts.png,None,0,844,1116,3,3,950.2,554.1
p14,40,Ts.png,None,0,892,10,3,1,934,584.1
p14,40,Ts.png,None,0,632,922,3,2,926.7,521.3
p14,7,Ts.png,None,0,736,1444,4,3,959.6,408.5
p14,7,Ts.png,None,0,92,2380,4,4,1037.7,432.8
p14,17,Ts.png,None,0,264,10,2,1,970.7,469.6
p14,17,Ts.png,None,0,2518,482,2,2,955.4,451.2
p14,18,Ts.png,None,0,74,10,3,1,804.5,311.2
p14,18,Ts.png,None,0,2254,114,3,2,940.3,283.9
p14,18,Ts.png,None,0,458,2542,3,3,958.2,277.1
p14,19,Ts.png,None,0,682,10,6,1,943,512.3
p14,19,Ts.png,None,0,950,714,6,2,951.3,422.9
p14,31,Tt.png,None,0,156,1158,6,3,983.1,430.4
p14,31,Tt.png,None,0,290,1482,6,4,963.8,418.3
p14,31,Tt.png,None,0,484,1788,6,5,989.8,454.1
p14,31,Tt.png,None,0,90,2474,6,6,990.2,432.3
p14,4,Tt.png,None,0,194,10,4,1,927.3,521.4
p14,4,Tt.png,None,0,336,220,4,2,974.5,531
p14,4,Tt.png,None,0,1090,876,4,3,994.1,519.4
p14,4,Tt.png,None,0,40,2960,4,4,1003.5,429.5
p14,48,Ul.png,None,0,28,1344,11,3,984.3,587.6
p14,48,Ul.png,None,0,210,1602,11,4,1039.2,585.2
p14,48,Ul.png,None,0,254,1834,11,5,986.3,598.8
p14,48,Ul.png,None,0,104,2108,11,6,1023.1,595
p14,48,Ul.png,None,0,30,2280,11,7,1776.9,261.1
p14,48,Ul.png,None,0,104,2342,11,8,1840,179.7
p14,48,Ul.png,None,0,150,2514,11,9,1006.1,542.1
p14,48,Ul.png,None,0,88,2766,11,10,83.3,81
p14,48,Ul.png,None,0,112,2888,11,11,-87.1,-26.2
p14,24,Ul.png,None,0,588,10,2,1,901.3,556.8
p14,24,Ul.png,None,0,874,618,2,2,885.3,503.5
p14,28,Ul.png,None,0,582,10,3,1,939.7,515.8
p14,28,Ul.png,None,0,944,612,3,2,905.1,485.3
p14,28,Ul.png,None,0,418,1572,3,3,945.8,502.9
p14,3,Ul.png,None,0,576,10,2,1,1038.9,501.2
p14,3,Ul.png,None,0,1610,610,2,2,984.7,519.5
