RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,block_num,Image,image_type,Sem,Condition,trial_num,Duration,x,y
P2,98,5,906.5,602.3,4,1193,fil_non,non,fil,194,86,346.5,362.3
P2,98,6,733.3,590.5,4,1193,fil_non,non,fil,194,288,173.3,350.5
P2,98,7,916.1,594.6,4,1193,fil_non,non,fil,194,246,356.1,354.6
P2,198,1,999.7,570.6,8,1193,raw_non,non,raw,396,259,439.7,330.6
P2,198,2,1308.5,553.3,8,1193,raw_non,non,raw,396,316,748.5,313.3
P2,198,3,816.9,538.3,8,1193,raw_non,non,raw,396,144,256.9,298.3
P2,198,4,750.5,525.7,8,1193,raw_non,non,raw,396,174,190.5,285.7
P2,198,5,1013.4,618.5,8,1193,raw_non,non,raw,396,282,453.4,378.5
P2,198,6,936.2,550.2,8,1193,raw_non,non,raw,396,106,376.2,310.2
P2,198,7,1212.8,494.9,8,1193,raw_non,non,raw,396,356,652.8,254.9
P2,198,8,1147.1,541.4,8,1193,raw_non,non,raw,396,94,587.1,301.4
P2,198,9,1072.2,406.5,8,1193,raw_non,non,raw,396,18,512.2,166.5
P2,103,1,970.1,481.5,4,1199,fil_non,non,fil,198,50,410.1,241.5
P2,103,2,1012,517.3,4,1199,fil_non,non,fil,198,512,452,277.3
P2,103,3,920.9,560.9,4,1199,fil_non,non,fil,198,324,360.9,320.9
P2,103,4,951.2,364.8,4,1199,fil_non,non,fil,198,268,391.2,124.8
P2,103,5,968.9,612.1,4,1199,fil_non,non,fil,198,260,408.9,372.1
P2,103,6,990.8,666.4,4,1199,fil_non,non,fil,198,240,430.8,426.4
P2,103,7,904.9,598.8,4,1199,fil_non,non,fil,198,392,344.9,358.8
P2,103,8,1002.7,640.3,4,1199,fil_non,non,fil,198,500,442.7,400.3
P2,103,9,960.9,522.3,4,1199,fil_non,non,fil,198,98,400.9,282.3
P2,103,10,971.6,423.5,4,1199,fil_non,non,fil,198,70,411.6,183.5
P2,200,1,953.7,501.5,8,1199,raw_non,non,raw,400,298,393.7,261.5
P2,200,2,969.5,415.4,8,1199,raw_non,non,raw,400,2226,409.5,175.4
P2,200,3,876.2,1195,8,1199,raw_non,non,raw,400,250,316.2,955
P2,200,4,1012.5,1196.3,8,1199,raw_non,non,raw,400,54,452.5,956.3
P2,20,1,987.9,534.5,3,1293,raw_non,non,raw,104,293,427.9,294.5
P2,20,2,852.8,593.4,3,1293,raw_non,non,raw,104,140,292.8,353.4
P2,20,3,1036.9,364.5,3,1293,raw_non,non,raw,104,504,476.9,124.5
P2,20,4,842.2,597.2,3,1293,raw_non,non,raw,104,250,282.2,357.2
P2,20,5,1053,339.5,3,1293,raw_non,non,raw,104,718,493,99.5
P2,20,6,1044.7,224.9,3,1293,raw_non,non,raw,104,334,484.7,-15.1
P2,20,7,1342.3,30.1,3,1293,raw_non,non,raw,104,116,782.3,-209.9
P2,20,8,1515.9,-18.9,3,1293,raw_non,non,raw,104,192,955.9,-258.9
P2,20,9,988.3,315.1,3,1293,raw_non,non,raw,104,101,428.3,75.1
P2,106,1,1009.7,515.2,7,1293,fil_non,non,fil,302,36,449.7,275.2
P2,106,2,1053.3,773.6,7,1293,fil_non,non,fil,302,162,493.3,533.6
P2,106,3,952,473.5,7,1293,fil_non,non,fil,302,80,392,233.5
P2,106,4,1001,445.1,7,1293,fil_non,non,fil,302,322,441,205.1
P2,106,5,808.2,628.9,7,1293,fil_non,non,fil,302,172,248.2,388.9
P2,106,6,739.5,642,7,1293,fil_non,non,fil,302,232,179.5,402
P2,106,7,1044.3,415.3,7,1293,fil_non,non,fil,302,660,484.3,175.3
P2,106,8,776.9,650.1,7,1293,fil_non,non,fil,302,384,216.9,410.1
P2,106,9,1007.5,435.5,7,1293,fil_non,non,fil,302,342,447.5,195.5
P2,106,10,1020.5,422.5,7,1293,fil_non,non,fil,302,276,460.5,182.5
P2,23,1,994.9,486.2,3,1296,raw_non,non,raw,108,319,434.9,246.2
P2,23,2,1103.6,508.6,3,1296,raw_non,non,raw,108,252,543.6,268.6
P2,23,3,1121.6,362,3,1296,raw_non,non,raw,108,270,561.6,122
P2,23,4,925.8,430,3,1296,raw_non,non,raw,108,24,365.8,190
P2,23,5,916.5,431.9,3,1296,raw_non,non,raw,108,170,356.5,191.9
P2,23,6,912.5,326.7,3,1296,raw_non,non,raw,108,186,352.5,86.7
P2,23,7,846.5,475.6,3,1296,raw_non,non,raw,108,216,286.5,235.6
P2,23,8,1059.3,551.6,3,1296,raw_non,non,raw,108,276,499.3,311.6
P2,23,9,1086.1,425.5,3,1296,raw_non,non,raw,108,476,526.1,185.5
P2,23,10,1139.8,609.5,3,1296,raw_non,non,raw,108,389,579.8,369.5
P2,110,1,990.6,532.3,7,1296,fil_non,non,fil,306,432,430.6,292.3
P2,110,2,1086.1,583.2,7,1296,fil_non,non,fil,306,236,526.1,343.2
P2,110,3,864.9,531.8,7,1296,fil_non,non,fil,306,208,304.9,291.8
P2,110,4,986.7,415.4,7,1296,fil_non,non,fil,306,284,426.7,175.4
P2,110,5,1125.5,611.4,7,1296,fil_non,non,fil,306,842,565.5,371.4
P2,110,6,1010.5,401.3,7,1296,fil_non,non,fil,306,176,450.5,161.3
P2,110,7,2560,696.2,7,1296,fil_non,non,fil,306,142,2000,456.2
P2,25,1,992.1,515.9,3,1298,raw_non,non,raw,112,20,432.1,275.9
P2,25,2,1023.9,603.8,3,1298,raw_non,non,raw,112,132,463.9,363.8
P2,25,3,915.9,383.5,3,1298,raw_non,non,raw,112,204,355.9,143.5
P2,25,4,854,385.3,3,1298,raw_non,non,raw,112,240,294,145.3
P2,25,5,847.7,507.3,3,1298,raw_non,non,raw,112,176,287.7,267.3
P2,25,6,820.1,346.8,3,1298,raw_non,non,raw,112,546,260.1,106.8
P2,25,7,845.7,470.4,3,1298,raw_non,non,raw,112,276,285.7,230.4
P2,25,8,831.5,517.4,3,1298,raw_non,non,raw,112,242,271.5,277.4
P2,25,9,817.4,333.9,3,1298,raw_non,non,raw,112,694,257.4,93.9
P2,112,1,984.9,503.4,7,1298,fil_non,non,fil,310,28,424.9,263.4
P2,112,2,1018.8,512.6,7,1298,fil_non,non,fil,310,210,458.8,272.6
P2,112,3,873.1,396.5,7,1298,fil_non,non,fil,310,226,313.1,156.5
P2,112,4,781.1,368.3,7,1298,fil_non,non,fil,310,576,221.1,128.3
P2,112,5,778.7,535.7,7,1298,fil_non,non,fil,310,398,218.7,295.7
P2,112,6,1097.4,407,7,1298,fil_non,non,fil,310,174,537.4,167
P2,112,7,805.8,379.6,7,1298,fil_non,non,fil,310,426,245.8,139.6
P2,112,8,842.3,350.1,7,1298,fil_non,non,fil,310,346,282.3,110.1
P2,112,9,991.4,978,7,1298,fil_non,non,fil,310,104,431.4,738
P2,33,1,1000.4,507,3,1305,raw_non,non,raw,116,71,440.4,267
P2,33,2,1212.5,379.7,3,1305,raw_non,non,raw,116,142,652.5,139.7
P2,33,3,1082.8,454.5,3,1305,raw_non,non,raw,116,186,522.8,214.5
P2,33,4,683.3,443.5,3,1305,raw_non,non,raw,116,288,123.3,203.5
P2,33,5,1181.6,394.1,3,1305,raw_non,non,raw,116,456,621.6,154.1
P2,33,6,1187.6,468.9,3,1305,raw_non,non,raw,116,210,627.6,228.9
P2,33,7,772.8,449.5,3,1305,raw_non,non,raw,116,276,212.8,209.5
P2,33,8,725.8,435.8,3,1305,raw_non,non,raw,116,276,165.8,195.8
P2,33,9,1085,341.9,3,1305,raw_non,non,raw,116,156,525,101.9
P2,33,10,1168.1,369.4,3,1305,raw_non,non,raw,116,374,608.1,129.4
P2,33,11,-1673.1,196.3,3,1305,raw_non,non,raw,116,81,-2233.1,-43.7
P2,114,1,990.9,502.7,7,1305,fil_non,non,fil,314,224,430.9,262.7
P2,114,2,1053.4,542.6,7,1305,fil_non,non,fil,314,172,493.4,302.6
P2,114,3,1091.7,415,7,1305,fil_non,non,fil,314,316,531.7,175
P2,114,4,1070.5,601.8,7,1305,fil_non,non,fil,314,136,510.5,361.8
P2,114,5,1138.5,396.3,7,1305,fil_non,non,fil,314,754,578.5,156.3
P2,114,6,1046.6,438.6,7,1305,fil_non,non,fil,314,76,486.6,198.6
P2,114,7,691.6,465,7,1305,fil_non,non,fil,314,228,131.6,225
P2,114,8,752.4,431.6,7,1305,fil_non,non,fil,314,116,192.4,191.6
P2,114,9,1203.6,651.3,7,1305,fil_non,non,fil,314,398,643.6,411.3
P2,35,1,981.6,481.7,3,1306,raw_non,non,raw,120,243,421.6,241.7
P2,35,2,819.4,398.4,3,1306,raw_non,non,raw,120,308,259.4,158.4
P2,35,3,793.3,496.8,3,1306,raw_non,non,raw,120,274,233.3,256.8
P2,35,4,786.3,384.7,3,1306,raw_non,non,raw,120,390,226.3,144.7
P2,35,5,834.6,536,3,1306,raw_non,non,raw,120,444,274.6,296
P2,35,6,1069.6,304.9,3,1306,raw_non,non,raw,120,536,509.6,64.9
P2,35,7,835.6,427.9,3,1306,raw_non,non,raw,120,553,275.6,187.9
P2,116,1,980.4,516.3,7,1306,fil_non,non,fil,318,275,420.4,276.3
P2,116,2,997.7,338.6,7,1306,fil_non,non,fil,318,146,437.7,98.6
P2,116,3,844,437.3,7,1306,fil_non,non,fil,318,264,284,197.3
P2,116,4,1111.9,354,7,1306,fil_non,non,fil,318,150,551.9,114
P2,116,5,884.4,529.6,7,1306,fil_non,non,fil,318,386,324.4,289.6
P2,116,6,868.3,560.4,7,1306,fil_non,non,fil,318,224,308.3,320.4
P2,116,7,969.4,545.6,7,1306,fil_non,non,fil,318,130,409.4,305.6
P2,116,8,897.4,523.5,7,1306,fil_non,non,fil,318,124,337.4,283.5
P2,116,9,878.2,408.2,7,1306,fil_non,non,fil,318,891,318.2,168.2
P2,38,1,929.2,503.9,3,1307,raw_non,non,raw,124,364,369.2,263.9
P2,38,2,997.1,556.6,3,1307,raw_non,non,raw,124,158,437.1,316.6
P2,38,3,998.9,389.2,3,1307,raw_non,non,raw,124,118,438.9,149.2
P2,38,4,696.7,467.9,3,1307,raw_non,non,raw,124,266,136.7,227.9
P2,38,5,992.1,335.6,3,1307,raw_non,non,raw,124,376,432.1,95.6
P2,38,6,708.2,490.4,3,1307,raw_non,non,raw,124,352,148.2,250.4
P2,38,7,702.9,609.6,3,1307,raw_non,non,raw,124,112,142.9,369.6
P2,38,8,1158.4,413.8,3,1307,raw_non,non,raw,124,534,598.4,173.8
P2,38,9,633.6,777,3,1307,raw_non,non,raw,124,168,73.6,537
P2,38,10,1007.4,408.1,3,1307,raw_non,non,raw,124,106,447.4,168.1
P2,38,11,1071.4,333.1,3,1307,raw_non,non,raw,124,58,511.4,93.1
P2,118,1,1012.2,548,7,1307,fil_non,non,fil,322,274,452.2,308
P2,118,2,1118.5,471.6,7,1307,fil_non,non,fil,322,286,558.5,231.6
P2,118,3,1036.7,631.6,7,1307,fil_non,non,fil,322,168,476.7,391.6
P2,118,4,666.4,507.5,7,1307,fil_non,non,fil,322,240,106.4,267.5
P2,118,5,1054.6,386.2,7,1307,fil_non,non,fil,322,264,494.6,146.2
P2,118,6,974.1,375.5,7,1307,fil_non,non,fil,322,228,414.1,135.5
P2,118,7,1099.5,632.7,7,1307,fil_non,non,fil,322,270,539.5,392.7
P2,118,8,1166.9,673.3,7,1307,fil_non,non,fil,322,234,606.9,433.3
P2,118,9,752.8,525,7,1307,fil_non,non,fil,322,212,192.8,285
P2,118,10,1046.1,599.1,7,1307,fil_non,non,fil,322,334,486.1,359.1
P2,118,11,718,519.3,7,1307,fil_non,non,fil,322,104,158,279.3
P2,40,1,1014.8,463.2,3,1309,raw_non,non,raw,128,376,454.8,223.2
P2,40,2,882.5,604.4,3,1309,raw_non,non,raw,128,274,322.5,364.4
P2,40,3,870.8,572,3,1309,raw_non,non,raw,128,340,310.8,332
P2,40,4,1050.8,500.4,3,1309,raw_non,non,raw,128,554,490.8,260.4
P2,40,5,915.5,573.5,3,1309,raw_non,non,raw,128,292,355.5,333.5
P2,40,6,939,598.4,3,1309,raw_non,non,raw,128,753,379,358.4
P2,121,1,998.3,493,7,1309,fil_non,non,fil,326,267,438.3,253
P2,121,2,1053.1,502.1,7,1309,fil_non,non,fil,326,492,493.1,262.1
P2,121,3,1118.1,588.2,7,1309,fil_non,non,fil,326,170,558.1,348.2
P2,121,4,1065.9,546.9,7,1309,fil_non,non,fil,326,128,505.9,306.9
P2,121,5,1080.4,548.9,7,1309,fil_non,non,fil,326,1012,520.4,308.9
P2,121,6,878,1175.8,7,1309,fil_non,non,fil,326,320,318,935.8
P2,121,7,969.2,1126.3,7,1309,fil_non,non,fil,326,32,409.2,886.3
P2,46,1,1039.5,570.1,3,1313,raw_non,non,raw,132,11,479.5,330.1
P2,46,2,1292.4,92.4,3,1313,raw_non,non,raw,132,128,732.4,-147.6
P2,46,3,1063.3,318.3,3,1313,raw_non,non,raw,132,208,503.3,78.3
P2,46,4,1041.1,470.3,3,1313,raw_non,non,raw,132,476,481.1,230.3
P2,46,5,869.1,585.7,3,1313,raw_non,non,raw,132,136,309.1,345.7
P2,46,6,1120.5,422.2,3,1313,raw_non,non,raw,132,160,560.5,182.2
P2,46,7,1117.4,357.1,3,1313,raw_non,non,raw,132,258,557.4,117.1
P2,46,8,824.5,559.1,3,1313,raw_non,non,raw,132,268,264.5,319.1
P2,46,9,1136.5,579,3,1313,raw_non,non,raw,132,312,576.5,339
P2,46,10,1152.5,370.7,3,1313,raw_non,non,raw,132,256,592.5,130.7
P2,46,11,905.9,580.7,3,1313,raw_non,non,raw,132,106,345.9,340.7
P2,46,12,839,573.2,3,1313,raw_non,non,raw,132,190,279,333.2
P2,46,13,783.6,657,3,1313,raw_non,non,raw,132,47,223.6,417
P2,124,1,996.5,500.9,7,1313,fil_non,non,fil,330,241,436.5,260.9
P2,124,2,1060.6,644.5,7,1313,fil_non,non,fil,330,298,500.6,404.5
P2,124,3,1038,399.8,7,1313,fil_non,non,fil,330,222,478,159.8
P2,124,4,864,525.7,7,1313,fil_non,non,fil,330,46,304,285.7
P2,124,5,878.4,563.7,7,1313,fil_non,non,fil,330,636,318.4,323.7
P2,124,6,979.3,608.1,7,1313,fil_non,non,fil,330,220,419.3,368.1
P2,124,7,763.3,711.7,7,1313,fil_non,non,fil,330,164,203.3,471.7
P2,124,8,678.3,737.7,7,1313,fil_non,non,fil,330,100,118.3,497.7
P2,124,9,1032.9,687.4,7,1313,fil_non,non,fil,330,501,472.9,447.4
P2,48,1,996.3,496,3,1314,raw_non,non,raw,136,267,436.3,256
P2,48,2,1186.9,450.1,3,1314,raw_non,non,raw,136,278,626.9,210.1
P2,48,3,966.6,647.5,3,1314,raw_non,non,raw,136,226,406.6,407.5
P2,48,4,1251.3,460.2,3,1314,raw_non,non,raw,136,364,691.3,220.2
P2,48,5,1233.2,431,3,1314,raw_non,non,raw,136,472,673.2,191
P2,48,6,1240.7,531.7,3,1314,raw_non,non,raw,136,534,680.7,291.7
P2,48,7,1286.3,564.1,3,1314,raw_non,non,raw,136,110,726.3,324.1
P2,48,8,1007.6,649.5,3,1314,raw_non,non,raw,136,536,447.6,409.5
P2,130,1,996.7,499.1,7,1314,fil_non,non,fil,334,37,436.7,259.1
P2,130,2,884.4,1073.2,7,1314,fil_non,non,fil,334,122,324.4,833.2
P2,130,3,965.8,762.2,7,1314,fil_non,non,fil,334,118,405.8,522.2
P2,130,4,963.5,499.2,7,1314,fil_non,non,fil,334,198,403.5,259.2
P2,130,5,1134.3,399.5,7,1314,fil_non,non,fil,334,550,574.3,159.5
P2,130,6,1140.5,395.6,7,1314,fil_non,non,fil,334,308,580.5,155.6
P2,50,1,1024,536.1,3,1315,raw_non,non,raw,140,329,464,296.1
P2,50,2,906.4,594.5,3,1315,raw_non,non,raw,140,294,346.4,354.5
P2,50,3,733.9,638.2,3,1315,raw_non,non,raw,140,334,173.9,398.2
P2,50,4,913.9,578.2,3,1315,raw_non,non,raw,140,358,353.9,338.2
P2,50,5,956.7,510.6,3,1315,raw_non,non,raw,140,184,396.7,270.6
P2,50,6,819.4,547.2,3,1315,raw_non,non,raw,140,120,259.4,307.2
P2,50,7,726.9,539.5,3,1315,raw_non,non,raw,140,220,166.9,299.5
P2,50,8,1057.4,633.1,3,1315,raw_non,non,raw,140,164,497.4,393.1
P2,50,9,870.4,1055.7,3,1315,raw_non,non,raw,140,236,310.4,815.7
P2,50,10,970,397,3,1315,raw_non,non,raw,140,103,410,157
P2,132,1,1016.2,562.4,7,1315,fil_non,non,fil,338,713,456.2,322.4
P2,132,2,1141.9,409,7,1315,fil_non,non,fil,338,1036,581.9,169
P2,132,3,-1542.6,37,7,1315,fil_non,non,fil,338,256,-2102.6,-203
P2,132,4,-1754.3,52.7,7,1315,fil_non,non,fil,338,124,-2314.3,-187.3
P2,132,5,775.9,318,7,1315,fil_non,non,fil,338,200,215.9,78
P2,132,6,1078.5,447.3,7,1315,fil_non,non,fil,338,214,518.5,207.3
P2,52,1,1014.1,539.6,3,1316,raw_non,non,raw,144,308,454.1,299.6
P2,52,2,964.3,494.1,3,1316,raw_non,non,raw,144,234,404.3,254.1
P2,52,3,960.4,460.2,3,1316,raw_non,non,raw,144,416,400.4,220.2
P2,52,4,1121.4,507.5,3,1316,raw_non,non,raw,144,680,561.4,267.5
P2,52,5,949.5,547.7,3,1316,raw_non,non,raw,144,176,389.5,307.7
P2,52,6,719.6,571.9,3,1316,raw_non,non,raw,144,154,159.6,331.9
P2,52,7,657.7,590.5,3,1316,raw_non,non,raw,144,274,97.7,350.5
P2,52,8,772.6,639.4,3,1316,raw_non,non,raw,144,160,212.6,399.4
P2,52,9,952.6,498.5,3,1316,raw_non,non,raw,144,378,392.6,258.5
P2,134,1,984.9,528.5,7,1316,fil_non,non,fil,342,2361,424.9,288.5
P2,134,2,-1723.2,45.8,7,1316,fil_non,non,fil,342,98,-2283.2,-194.2
P2,134,3,790.2,371.4,7,1316,fil_non,non,fil,342,180,230.2,131.4
P2,56,1,1013,520.7,3,1317,raw_non,non,raw,148,385,453,280.7
P2,56,2,952.9,554.2,3,1317,raw_non,non,raw,148,998,392.9,314.2
P2,56,3,846,375,3,1317,raw_non,non,raw,148,114,286,135
P2,56,4,662.7,329,3,1317,raw_non,non,raw,148,242,102.7,89
P2,56,5,891.9,482.8,3,1317,raw_non,non,raw,148,214,331.9,242.8
P2,56,6,976.5,540.6,3,1317,raw_non,non,raw,148,200,416.5,300.6
P2,56,7,951.6,629.3,3,1317,raw_non,non,raw,148,369,391.6,389.3
P2,137,1,960,521.4,7,1317,fil_non,non,fil,346,347,400,281.4
P2,137,2,987.3,605,7,1317,fil_non,non,fil,346,592,427.3,365
P2,137,3,988.9,675,7,1317,fil_non,non,fil,346,432,428.9,435
P2,137,4,988,590.3,7,1317,fil_non,non,fil,346,432,428,350.3
P2,137,5,911,618.9,7,1317,fil_non,non,fil,346,606,351,378.9
P2,137,6,683.1,396.1,7,1317,fil_non,non,fil,346,142,123.1,156.1
P2,58,1,1005.8,496.8,4,1320,raw_non,non,raw,152,383,445.8,256.8
P2,58,2,910.7,469.6,4,1320,raw_non,non,raw,152,252,350.7,229.6
P2,58,3,907.2,405.4,4,1320,raw_non,non,raw,152,760,347.2,165.4
P2,58,4,849.6,470.1,4,1320,raw_non,non,raw,152,414,289.6,230.1
P2,58,5,1085.8,391.3,4,1320,raw_non,non,raw,152,180,525.8,151.3
P2,58,6,1158.9,382.6,4,1320,raw_non,non,raw,152,602,598.9,142.6
P2,58,7,1227.9,397,4,1320,raw_non,non,raw,152,271,667.9,157
P2,141,1,998,497.3,7,1320,fil_non,non,fil,349,196,438,257.3
P2,141,2,916.1,438.7,7,1320,fil_non,non,fil,349,846,356.1,198.7
P2,141,3,1061.1,375.1,7,1320,fil_non,non,fil,349,366,501.1,135.1
P2,141,4,904.1,393.9,7,1320,fil_non,non,fil,349,296,344.1,153.9
P2,141,5,1011.2,264.7,7,1320,fil_non,non,fil,349,316,451.2,24.7
P2,141,6,898,331.8,7,1320,fil_non,non,fil,349,162,338,91.8
P2,141,7,-1688.3,34.8,7,1320,fil_non,non,fil,349,296,-2248.3,-205.2
P2,141,8,782.6,284.1,7,1320,fil_non,non,fil,349,30,222.6,44.1
P2,60,1,996.6,520.5,4,1334,raw_non,non,raw,156,32,436.6,280.5
P2,60,2,986.6,465.9,4,1334,raw_non,non,raw,156,354,426.6,225.9
P2,60,3,1044.9,468.2,4,1334,raw_non,non,raw,156,266,484.9,228.2
P2,60,4,947.2,571.9,4,1334,raw_non,non,raw,156,334,387.2,331.9
P2,60,5,1198.3,833.9,4,1334,raw_non,non,raw,156,62,638.3,593.9
P2,60,6,1153.7,542.1,4,1334,raw_non,non,raw,156,306,593.7,302.1
P2,60,7,1184.8,577.8,4,1334,raw_non,non,raw,156,404,624.8,337.8
P2,60,8,924.1,627.5,4,1334,raw_non,non,raw,156,118,364.1,387.5
P2,60,9,807.5,686.1,4,1334,raw_non,non,raw,156,398,247.5,446.1
P2,60,10,923.9,597,4,1334,raw_non,non,raw,156,350,363.9,357
P2,60,11,1651.6,484.7,4,1334,raw_non,non,raw,156,350,1091.6,244.7
P2,143,1,989.1,491.7,8,1334,fil_non,non,fil,354,376,429.1,251.7
P2,143,2,976.7,556.8,8,1334,fil_non,non,fil,354,160,416.7,316.8
P2,143,3,1143.4,581.4,8,1334,fil_non,non,fil,354,294,583.4,341.4
P2,143,4,1002.8,629.3,8,1334,fil_non,non,fil,354,284,442.8,389.3
P2,143,5,999.3,563.5,8,1334,fil_non,non,fil,354,222,439.3,323.5
P2,143,6,1184.3,532.2,8,1334,fil_non,non,fil,354,242,624.3,292.2
P2,143,7,1138.5,412.8,8,1334,fil_non,non,fil,354,370,578.5,172.8
P2,143,8,1040.2,377.1,8,1334,fil_non,non,fil,354,252,480.2,137.1
P2,143,9,894.2,604.9,8,1334,fil_non,non,fil,354,338,334.2,364.9
P2,143,10,940.3,619.9,8,1334,fil_non,non,fil,354,142,380.3,379.9
P2,143,11,815,653.6,8,1334,fil_non,non,fil,354,50,255,413.6
P2,63,1,1004.2,566,4,1337,raw_non,non,raw,160,295,444.2,326
P2,63,2,996.4,480.3,4,1337,raw_non,non,raw,160,426,436.4,240.3
P2,63,3,1062.1,382.4,4,1337,raw_non,non,raw,160,726,502.1,142.4
P2,63,4,983.4,964.6,4,1337,raw_non,non,raw,160,198,423.4,724.6
P2,63,5,1020.7,390.6,4,1337,raw_non,non,raw,160,210,460.7,150.6
P2,63,6,1061.7,294.8,4,1337,raw_non,non,raw,160,488,501.7,54.8
P2,63,7,1002.9,509,4,1337,raw_non,non,raw,160,185,442.9,269
P2,149,1,1010.2,493.1,8,1337,fil_non,non,fil,358,61,450.2,253.1
P2,149,2,1230.4,313.4,8,1337,fil_non,non,fil,358,156,670.4,73.4
P2,149,3,1055,434.9,8,1337,fil_non,non,fil,358,430,495,194.9
P2,149,4,1056.6,338.5,8,1337,fil_non,non,fil,358,134,496.6,98.5
P2,149,5,2072.4,116.9,8,1337,fil_non,non,fil,358,90,1512.4,-123.1
P2,149,6,1222.4,417.7,8,1337,fil_non,non,fil,358,194,662.4,177.7
P2,149,7,1090.6,416.1,8,1337,fil_non,non,fil,358,336,530.6,176.1
P2,149,8,1045.1,471.3,8,1337,fil_non,non,fil,358,520,485.1,231.3
P2,72,1,1008,460.4,4,1347,raw_non,non,raw,164,142,448,220.4
P2,72,2,1081.8,430.8,4,1347,raw_non,non,raw,164,660,521.8,190.8
P2,72,3,1061.3,288.3,4,1347,raw_non,non,raw,164,512,501.3,48.3
P2,72,4,1071.5,437,4,1347,raw_non,non,raw,164,408,511.5,197
P2,72,5,1054.8,324.1,4,1347,raw_non,non,raw,164,558,494.8,84.1
P2,72,6,1336.6,897,4,1347,raw_non,non,raw,164,26,776.6,657
P2,160,1,997.8,483.5,8,1347,fil_non,non,fil,362,274,437.8,243.5
P2,160,2,1042,441.8,8,1347,fil_non,non,fil,362,314,482,201.8
P2,160,3,888.4,584.6,8,1347,fil_non,non,fil,362,90,328.4,344.6
P2,160,4,798.3,658.1,8,1347,fil_non,non,fil,362,98,238.3,418.1
P2,160,5,770.2,708.5,8,1347,fil_non,non,fil,362,704,210.2,468.5
P2,160,6,812,680,8,1347,fil_non,non,fil,362,372,252,440
P2,160,7,818.1,754.6,8,1347,fil_non,non,fil,362,88,258.1,514.6
P2,160,8,816,691.2,8,1347,fil_non,non,fil,362,80,256,451.2
P2,160,9,826,667.8,8,1347,fil_non,non,fil,362,236,266,427.8
P2,160,10,801.1,693.2,8,1347,fil_non,non,fil,362,181,241.1,453.2
P2,78,1,969,523.8,4,1353,raw_non,non,raw,168,36,409,283.8
P2,78,2,1045.1,654.9,4,1353,raw_non,non,raw,168,352,485.1,414.9
P2,78,3,954.7,462.2,4,1353,raw_non,non,raw,168,526,394.7,222.2
P2,78,4,1064.2,554.1,4,1353,raw_non,non,raw,168,226,504.2,314.1
P2,78,5,1122,550.2,4,1353,raw_non,non,raw,168,168,562,310.2
P2,78,6,909.6,425.9,4,1353,raw_non,non,raw,168,260,349.6,185.9
P2,78,7,897.4,376.5,4,1353,raw_non,non,raw,168,276,337.4,136.5
P2,78,8,1078.7,551.7,4,1353,raw_non,non,raw,168,168,518.7,311.7
P2,78,9,1160.4,611.8,4,1353,raw_non,non,raw,168,284,600.4,371.8
P2,78,10,896,493.2,4,1353,raw_non,non,raw,168,400,336,253.2
P2,169,1,985.4,503.7,8,1353,fil_non,non,fil,366,81,425.4,263.7
P2,169,2,1020.9,517.2,8,1353,fil_non,non,fil,366,168,460.9,277.2
P2,169,3,919.2,422.4,8,1353,fil_non,non,fil,366,198,359.2,182.4
P2,169,4,861.4,521.9,8,1353,fil_non,non,fil,366,186,301.4,281.9
P2,169,5,893.5,610.8,8,1353,fil_non,non,fil,366,288,333.5,370.8
P2,169,6,961.8,696.5,8,1353,fil_non,non,fil,366,742,401.8,456.5
P2,169,7,913.8,475,8,1353,fil_non,non,fil,366,282,353.8,235
P2,169,8,959.5,312.4,8,1353,fil_non,non,fil,366,160,399.5,72.4
P2,169,9,1153.7,321.3,8,1353,fil_non,non,fil,366,304,593.7,81.3
P2,169,10,857.2,335.7,8,1353,fil_non,non,fil,366,331,297.2,95.7
P2,80,1,992.3,533.7,4,1362,raw_non,non,raw,172,300,432.3,293.7
P2,80,2,910.5,579.1,4,1362,raw_non,non,raw,172,258,350.5,339.1
P2,80,3,972.9,625.4,4,1362,raw_non,non,raw,172,602,412.9,385.4
P2,80,4,844.1,611,4,1362,raw_non,non,raw,172,464,284.1,371
P2,80,5,863.5,677.1,4,1362,raw_non,non,raw,172,158,303.5,437.1
P2,80,6,952,682.9,4,1362,raw_non,non,raw,172,334,392,442.9
P2,80,7,1245.8,479.8,4,1362,raw_non,non,raw,172,190,685.8,239.8
P2,80,8,1192.3,461.3,4,1362,raw_non,non,raw,172,266,632.3,221.3
P2,80,9,971.3,652.3,4,1362,raw_non,non,raw,172,214,411.3,412.3
P2,173,1,926,491.9,8,1362,fil_non,non,fil,370,398,366,251.9
P2,173,2,801.3,541.9,8,1362,fil_non,non,fil,370,436,241.3,301.9
P2,173,3,842.1,598.4,8,1362,fil_non,non,fil,370,172,282.1,358.4
P2,173,4,974.6,1153.5,8,1362,fil_non,non,fil,370,212,414.6,913.5
P2,173,5,1043.5,1103.2,8,1362,fil_non,non,fil,370,92,483.5,863.2
P2,173,6,817.7,496.4,8,1362,fil_non,non,fil,370,262,257.7,256.4
P2,173,7,1036.9,409.9,8,1362,fil_non,non,fil,370,186,476.9,169.9
P2,173,8,1064,388.8,8,1362,fil_non,non,fil,370,166,504,148.8
