RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,block_num,Image,image_type,Sem,Condition,trial_num,Duration,x,y
P1,89,1,1003.1,578.5,1,1001,fil_non,non,fil,2,38,443.1,338.5
P1,89,2,1060.9,1052.1,1,1001,fil_non,non,fil,2,108,500.9,812.1
P1,89,3,942,662.1,1,1001,fil_non,non,fil,2,246,382,422.1
P1,89,4,1026.6,604.5,1,1001,fil_non,non,fil,2,360,466.6,364.5
P1,89,5,1006.2,700.8,1,1001,fil_non,non,fil,2,198,446.2,460.8
P1,89,6,1051.3,621.9,1,1001,fil_non,non,fil,2,362,491.3,381.9
P1,89,7,1016.5,775,1,1001,fil_non,non,fil,2,488,456.5,535
P1,89,8,991.3,681.5,1,1001,fil_non,non,fil,2,154,431.3,441.5
P1,89,9,1061.8,600.4,1,1001,fil_non,non,fil,2,320,501.8,360.4
P1,89,10,967.5,435.6,1,1001,fil_non,non,fil,2,262,407.5,195.6
P1,89,11,1049.8,621.1,1,1001,fil_non,non,fil,2,128,489.8,381.1
P1,87,1,1022.8,557.1,1,1002,fil_sem,sem,fil,1,266,462.8,317.1
P1,87,2,883.1,635.3,1,1002,fil_sem,sem,fil,1,144,323.1,395.3
P1,87,3,836.9,640.5,1,1002,fil_sem,sem,fil,1,166,276.9,400.5
P1,87,4,728,407.5,1,1002,fil_sem,sem,fil,1,208,168,167.5
P1,87,5,1126.5,585.2,1,1002,fil_sem,sem,fil,1,130,566.5,345.2
P1,87,6,1217.8,636.4,1,1002,fil_sem,sem,fil,1,392,657.8,396.4
P1,87,7,864.2,602.2,1,1002,fil_sem,sem,fil,1,696,304.2,362.2
P1,87,8,1105.1,442.2,1,1002,fil_sem,sem,fil,1,278,545.1,202.2
P1,87,9,866.6,647.5,1,1002,fil_sem,sem,fil,1,144,306.6,407.5
P1,87,10,865.6,668.8,1,1002,fil_sem,sem,fil,1,66,305.6,428.8
P1,101,1,1016.1,524.8,1,1004,fil_sem,sem,fil,5,408,456.1,284.8
P1,101,2,1101.9,475.1,1,1004,fil_sem,sem,fil,5,212,541.9,235.1
P1,101,3,1111.6,585.9,1,1004,fil_sem,sem,fil,5,152,551.6,345.9
P1,101,4,1130.5,682.9,1,1004,fil_sem,sem,fil,5,330,570.5,442.9
P1,101,5,891,404.1,1,1004,fil_sem,sem,fil,5,422,331,164.1
P1,101,6,1109.9,696.6,1,1004,fil_sem,sem,fil,5,558,549.9,456.6
P1,101,7,1058.4,551.4,1,1004,fil_sem,sem,fil,5,192,498.4,311.4
P1,101,8,985.3,464.8,1,1004,fil_sem,sem,fil,5,93,425.3,224.8
P1,104,1,1007,575.5,1,1005,fil_non,non,fil,6,251,447,335.5
P1,104,2,915.3,527.6,1,1005,fil_non,non,fil,6,866,355.3,287.6
P1,104,3,1058.9,510.1,1,1005,fil_non,non,fil,6,150,498.9,270.1
P1,104,4,961.9,459.7,1,1005,fil_non,non,fil,6,146,401.9,219.7
P1,104,5,913,492,1,1005,fil_non,non,fil,6,920,353,252
P1,108,1,1019.5,526.8,1,1007,fil_non,non,fil,10,6,459.5,286.8
P1,108,2,969,533.3,1,1007,fil_non,non,fil,10,214,409,293.3
P1,108,3,824.5,361,1,1007,fil_non,non,fil,10,150,264.5,121
P1,108,4,782.6,363.2,1,1007,fil_non,non,fil,10,248,222.6,123.2
P1,108,5,967,359.2,1,1007,fil_non,non,fil,10,198,407,119.2
P1,108,6,861.1,345.2,1,1007,fil_non,non,fil,10,598,301.1,105.2
P1,108,7,869,419.6,1,1007,fil_non,non,fil,10,268,309,179.6
P1,108,8,900.3,519.9,1,1007,fil_non,non,fil,10,242,340.3,279.9
P1,108,9,929.4,527.7,1,1007,fil_non,non,fil,10,176,369.4,287.7
P1,107,1,963.9,571.1,1,1010,fil_sem,sem,fil,9,247,403.9,331.1
P1,107,2,1005.8,522.9,1,1010,fil_sem,sem,fil,9,642,445.8,282.9
P1,107,3,1205.1,-878.1,1,1010,fil_sem,sem,fil,9,472,645.1,-1118.1
P1,107,4,1152.2,528.3,1,1010,fil_sem,sem,fil,9,220,592.2,288.3
P1,107,5,1035.5,501.6,1,1010,fil_sem,sem,fil,9,704,475.5,261.6
P1,107,6,1021.9,489.9,1,1010,fil_sem,sem,fil,9,372,461.9,249.9
P1,112,1,996.8,509.8,1,1011,fil_sem,sem,fil,13,307,436.8,269.8
P1,112,2,920.5,569.3,1,1011,fil_sem,sem,fil,13,734,360.5,329.3
P1,112,3,1218.2,726.2,1,1011,fil_sem,sem,fil,13,94,658.2,486.2
P1,112,4,1694.6,-223.1,1,1011,fil_sem,sem,fil,13,26,1134.6,-463.1
P1,112,5,1695.9,-497.5,1,1011,fil_sem,sem,fil,13,82,1135.9,-737.5
P1,112,6,1625.9,-628.8,1,1011,fil_sem,sem,fil,13,138,1065.9,-868.8
P1,112,7,-226.6,-524.8,1,1011,fil_sem,sem,fil,13,110,-786.6,-764.8
P1,112,8,-147.6,-404.7,1,1011,fil_sem,sem,fil,13,94,-707.6,-644.7
P1,112,9,-126.8,-221.9,1,1011,fil_sem,sem,fil,13,184,-686.8,-461.9
P1,112,10,887.5,961.1,1,1011,fil_sem,sem,fil,13,62,327.5,721.1
P1,112,11,775.2,501,1,1011,fil_sem,sem,fil,13,152,215.2,261
P1,112,12,918.3,463.1,1,1011,fil_sem,sem,fil,13,265,358.3,223.1
P1,116,1,975.3,533.2,1,1013,fil_sem,sem,fil,17,61,415.3,293.2
P1,116,2,1038.2,1046.4,1,1013,fil_sem,sem,fil,17,26,478.2,806.4
P1,116,3,997.2,570.2,1,1013,fil_sem,sem,fil,17,534,437.2,330.2
P1,116,4,939.1,487,1,1013,fil_sem,sem,fil,17,602,379.1,247
P1,116,5,901.6,568.2,1,1013,fil_sem,sem,fil,17,236,341.6,328.2
P1,116,6,861.4,555.4,1,1013,fil_sem,sem,fil,17,122,301.4,315.4
P1,116,7,740.8,970.3,1,1013,fil_sem,sem,fil,17,72,180.8,730.3
P1,116,8,860.7,419,1,1013,fil_sem,sem,fil,17,104,300.7,179
P1,116,9,983.5,1037.8,1,1013,fil_sem,sem,fil,17,261,423.5,797.8
P1,113,1,980.9,520.4,1,1014,fil_non,non,fil,14,345,420.9,280.4
P1,113,2,906.6,659.3,1,1014,fil_non,non,fil,14,462,346.6,419.3
P1,113,3,854.2,707.5,1,1014,fil_non,non,fil,14,154,294.2,467.5
P1,113,4,724.9,689,1,1014,fil_non,non,fil,14,94,164.9,449
P1,113,5,1000.6,387,1,1014,fil_non,non,fil,14,196,440.6,147
P1,113,6,1006.5,306.9,1,1014,fil_non,non,fil,14,318,446.5,66.9
P1,113,7,1033.6,486.6,1,1014,fil_non,non,fil,14,154,473.6,246.6
P1,113,8,939,606.9,1,1014,fil_non,non,fil,14,310,379,366.9
P1,113,9,882.8,682.2,1,1014,fil_non,non,fil,14,479,322.8,442.2
P1,117,1,986.3,545.6,1,1015,fil_non,non,fil,18,306,426.3,305.6
P1,117,2,932.4,570.7,1,1015,fil_non,non,fil,18,448,372.4,330.7
P1,117,3,895.6,617.3,1,1015,fil_non,non,fil,18,238,335.6,377.3
P1,117,4,1082.5,712.6,1,1015,fil_non,non,fil,18,1000,522.5,472.6
P1,117,5,1097.5,620,1,1015,fil_non,non,fil,18,200,537.5,380
P1,117,6,1035,545.9,1,1015,fil_non,non,fil,18,242,475,305.9
P1,117,7,986,553,1,1015,fil_non,non,fil,18,106,426,313
P1,123,1,972,585.1,1,1016,fil_non,non,fil,22,644,412,345.1
P1,123,2,874.1,1116.6,1,1016,fil_non,non,fil,22,60,314.1,876.6
P1,123,3,967.6,977.2,1,1016,fil_non,non,fil,22,32,407.6,737.2
P1,123,4,984.8,668.6,1,1016,fil_non,non,fil,22,82,424.8,428.6
P1,123,5,1015.6,599.3,1,1016,fil_non,non,fil,22,84,455.6,359.3
P1,123,6,974.5,596.7,1,1016,fil_non,non,fil,22,302,414.5,356.7
P1,123,7,740.8,1097.7,1,1016,fil_non,non,fil,22,26,180.8,857.7
P1,123,8,944.2,984.7,1,1016,fil_non,non,fil,22,122,384.2,744.7
P1,123,9,858.8,400,1,1016,fil_non,non,fil,22,42,298.8,160
P1,123,10,703.8,271.7,1,1016,fil_non,non,fil,22,214,143.8,31.7
P1,123,11,598.9,235.5,1,1016,fil_non,non,fil,22,87,38.9,-4.5
P1,122,1,960.9,590.6,1,1017,fil_sem,sem,fil,21,258,400.9,350.6
P1,122,2,1005.8,700.7,1,1017,fil_sem,sem,fil,21,498,445.8,460.7
P1,122,3,1181.9,490.9,1,1017,fil_sem,sem,fil,21,188,621.9,250.9
P1,122,4,1215.9,456.7,1,1017,fil_sem,sem,fil,21,178,655.9,216.7
P1,122,5,1247.3,607.3,1,1017,fil_sem,sem,fil,21,184,687.3,367.3
P1,122,6,1159,971.1,1,1017,fil_sem,sem,fil,21,90,599,731.1
P1,122,7,1166.8,645.3,1,1017,fil_sem,sem,fil,21,242,606.8,405.3
P1,122,8,1066.9,656.7,1,1017,fil_sem,sem,fil,21,262,506.9,416.7
P1,122,9,1018.7,658.4,1,1017,fil_sem,sem,fil,21,130,458.7,418.4
P1,122,10,888.8,405.5,1,1017,fil_sem,sem,fil,21,138,328.8,165.5
P1,127,1,954.1,578.5,1,1018,fil_sem,sem,fil,25,555,394.1,338.5
P1,127,2,843,469.5,1,1018,fil_sem,sem,fil,25,1424,283,229.5
P1,127,3,866.9,535.5,1,1018,fil_sem,sem,fil,25,296,306.9,295.5
P1,127,4,904.9,598.9,1,1018,fil_sem,sem,fil,25,92,344.9,358.9
P1,127,5,709,1042.4,1,1018,fil_sem,sem,fil,25,22,149,802.4
P1,127,6,871.1,1056.3,1,1018,fil_sem,sem,fil,25,92,311.1,816.3
P1,127,7,912,937.2,1,1018,fil_sem,sem,fil,25,31,352,697.2
P1,139,1,971.7,548,1,1020,fil_sem,sem,fil,29,241,411.7,308
P1,139,2,1043.3,441.4,1,1020,fil_sem,sem,fil,29,796,483.3,201.4
P1,139,3,889.9,638,1,1020,fil_sem,sem,fil,29,318,329.9,398
P1,139,4,925,580.7,1,1020,fil_sem,sem,fil,29,214,365,340.7
P1,139,5,852.6,446.2,1,1020,fil_sem,sem,fil,29,310,292.6,206.2
P1,139,6,910.3,499.4,1,1020,fil_sem,sem,fil,29,56,350.3,259.4
P1,139,7,1027.4,438.4,1,1020,fil_sem,sem,fil,29,454,467.4,198.4
P1,129,1,988.2,584.4,1,1021,fil_non,non,fil,26,288,428.2,344.4
P1,129,2,905.2,646.7,1,1021,fil_non,non,fil,26,374,345.2,406.7
P1,129,3,934.7,637.4,1,1021,fil_non,non,fil,26,272,374.7,397.4
P1,129,4,871.1,714.3,1,1021,fil_non,non,fil,26,224,311.1,474.3
P1,129,5,1077.6,786.4,1,1021,fil_non,non,fil,26,160,517.6,546.4
P1,129,6,1109.8,798.8,1,1021,fil_non,non,fil,26,238,549.8,558.8
P1,129,7,924.5,806.8,1,1021,fil_non,non,fil,26,232,364.5,566.8
P1,129,8,941.1,710.1,1,1021,fil_non,non,fil,26,226,381.1,470.1
P1,149,1,987.8,606.4,1,1022,fil_sem,sem,fil,33,168,427.8,366.4
P1,149,2,739.8,614.5,1,1022,fil_sem,sem,fil,33,574,179.8,374.5
P1,149,3,783.1,505.9,1,1022,fil_sem,sem,fil,33,120,223.1,265.9
P1,149,4,956,444.7,1,1022,fil_sem,sem,fil,33,382,396,204.7
P1,149,5,910,470.4,1,1022,fil_sem,sem,fil,33,234,350,230.4
P1,149,6,844.5,413.2,1,1022,fil_sem,sem,fil,33,72,284.5,173.2
P1,149,7,743.8,552.4,1,1022,fil_sem,sem,fil,33,12,183.8,312.4
P1,163,1,960.3,518.2,1,1023,fil_sem,sem,fil,37,318,400.3,278.2
P1,163,2,946.2,457.7,1,1023,fil_sem,sem,fil,37,478,386.2,217.7
P1,163,3,939.3,538.6,1,1023,fil_sem,sem,fil,37,236,379.3,298.6
P1,163,4,968.2,625.7,1,1023,fil_sem,sem,fil,37,1284,408.2,385.7
P1,163,5,1055.5,1022.1,1,1023,fil_sem,sem,fil,37,32,495.5,782.1
P1,163,6,984.6,609.5,1,1023,fil_sem,sem,fil,37,164,424.6,369.5
P1,163,7,774.1,616.5,1,1023,fil_sem,sem,fil,37,170,214.1,376.5
P1,167,1,1022.4,551.5,1,1025,fil_sem,sem,fil,41,16,462.4,311.5
P1,167,2,1027,544.3,1,1025,fil_sem,sem,fil,41,294,467,304.3
P1,167,3,987.5,588.4,1,1025,fil_sem,sem,fil,41,142,427.5,348.4
P1,167,4,862.6,444,1,1025,fil_sem,sem,fil,41,664,302.6,204
P1,167,5,827.5,959.6,1,1025,fil_sem,sem,fil,41,72,267.5,719.6
P1,167,6,976.8,367.6,1,1025,fil_sem,sem,fil,41,174,416.8,127.6
P1,167,7,1207.8,414.8,1,1025,fil_sem,sem,fil,41,190,647.8,174.8
P1,167,8,1258.9,453,1,1025,fil_sem,sem,fil,41,132,698.9,213
P1,167,9,1306.7,464.3,1,1025,fil_sem,sem,fil,41,100,746.7,224.3
P1,142,1,968.7,555.9,1,1026,fil_non,non,fil,30,86,408.7,315.9
P1,142,2,927.9,1068.7,1,1026,fil_non,non,fil,30,42,367.9,828.7
P1,142,3,998.9,575.9,1,1026,fil_non,non,fil,30,138,438.9,335.9
P1,142,4,1062.5,484.9,1,1026,fil_non,non,fil,30,144,502.5,244.9
P1,142,5,1109.9,584.5,1,1026,fil_non,non,fil,30,694,549.9,344.5
P1,142,6,1005.9,460.6,1,1026,fil_non,non,fil,30,122,445.9,220.6
P1,142,7,1055.7,1080.7,1,1026,fil_non,non,fil,30,154,495.7,840.7
P1,174,1,997.6,527,1,1027,fil_sem,sem,fil,45,532,437.6,287
P1,174,2,1019.7,524.6,1,1027,fil_sem,sem,fil,45,164,459.7,284.6
P1,174,3,818.2,775.1,1,1027,fil_sem,sem,fil,45,448,258.2,535.1
P1,174,4,996.9,1059,1,1027,fil_sem,sem,fil,45,1106,436.9,819
P1,186,1,993,543,2,1028,fil_sem,sem,fil,51,443,433,303
P1,186,2,928.5,607.8,2,1028,fil_sem,sem,fil,51,542,368.5,367.8
P1,186,3,954.6,1067,2,1028,fil_sem,sem,fil,51,216,394.6,827
P1,186,4,1026.4,1066.5,2,1028,fil_sem,sem,fil,51,1160,466.4,826.5
P1,186,5,1207.6,1025.3,2,1028,fil_sem,sem,fil,51,186,647.6,785.3
P1,186,6,1039.5,1019.3,2,1028,fil_sem,sem,fil,51,82,479.5,779.3
P1,150,1,1009.3,449.7,1,1029,fil_non,non,fil,34,190,449.3,209.7
P1,150,2,1115.8,405.2,1,1029,fil_non,non,fil,34,198,555.8,165.2
P1,150,3,1181.5,446.3,1,1029,fil_non,non,fil,34,466,621.5,206.3
P1,150,4,1114.8,470.5,1,1029,fil_non,non,fil,34,148,554.8,230.5
P1,150,5,1018.4,476.3,1,1029,fil_non,non,fil,34,352,458.4,236.3
P1,150,6,949.9,416.5,1,1029,fil_non,non,fil,34,178,389.9,176.5
P1,150,7,984.7,429,1,1029,fil_non,non,fil,34,427,424.7,189
P1,164,1,967.3,489.8,1,1030,fil_non,non,fil,38,298,407.3,249.8
P1,164,2,907.5,509.6,1,1030,fil_non,non,fil,38,292,347.5,269.6
P1,164,3,825.9,485.1,1,1030,fil_non,non,fil,38,888,265.9,245.1
P1,164,4,848.3,485.8,1,1030,fil_non,non,fil,38,104,288.3,245.8
P1,164,5,919.9,397.2,1,1030,fil_non,non,fil,38,34,359.9,157.2
P1,164,6,915.5,191.5,1,1030,fil_non,non,fil,38,139,355.5,-48.5
P1,171,1,993.6,607.4,1,1032,fil_non,non,fil,42,563,433.6,367.4
P1,171,2,747.7,438.5,1,1032,fil_non,non,fil,42,212,187.7,198.5
P1,171,3,-195.2,-255.9,1,1032,fil_non,non,fil,42,180,-755.2,-495.9
P1,171,4,708.8,1028,1,1032,fil_non,non,fil,42,110,148.8,788
P1,171,5,927.4,1112.5,1,1032,fil_non,non,fil,42,200,367.4,872.5
P1,171,6,1099.9,1085.2,1,1032,fil_non,non,fil,42,282,539.9,845.2
P1,171,7,1846.9,747.9,1,1032,fil_non,non,fil,42,94,1286.9,507.9
P1,171,8,1930.2,557.4,1,1032,fil_non,non,fil,42,120,1370.2,317.4
P1,171,9,1819.5,-19.5,1,1032,fil_non,non,fil,42,80,1259.5,-259.5
P1,171,10,1715.6,-372.2,1,1032,fil_non,non,fil,42,68,1155.6,-612.2
P1,171,11,-263.7,-731.8,1,1032,fil_non,non,fil,42,192,-823.7,-971.8
P1,171,12,-304.1,-613.2,1,1032,fil_non,non,fil,42,58,-864.1,-853.2
P1,190,1,973.7,599.4,2,1033,fil_sem,sem,fil,53,780,413.7,359.4
P1,190,2,939.5,642.9,2,1033,fil_sem,sem,fil,53,178,379.5,402.9
P1,190,3,1182,669.8,2,1033,fil_sem,sem,fil,53,186,622,429.8
P1,190,4,1221.8,688.7,2,1033,fil_sem,sem,fil,53,532,661.8,448.7
P1,190,5,1114.2,1051.1,2,1033,fil_sem,sem,fil,53,22,554.2,811.1
P1,190,6,1189.7,689.6,2,1033,fil_sem,sem,fil,53,298,629.7,449.6
P1,190,7,1214.6,721.4,2,1033,fil_sem,sem,fil,53,346,654.6,481.4
P1,190,8,1075.7,577.9,2,1033,fil_sem,sem,fil,53,282,515.7,337.9
P1,201,1,1000.9,604.2,2,1034,fil_sem,sem,fil,57,225,440.9,364.2
P1,201,2,1059.6,513.5,2,1034,fil_sem,sem,fil,57,146,499.6,273.5
P1,201,3,1130.5,435.3,2,1034,fil_sem,sem,fil,57,236,570.5,195.3
P1,201,4,1138.1,401.6,2,1034,fil_sem,sem,fil,57,318,578.1,161.6
P1,201,5,841.7,385.4,2,1034,fil_sem,sem,fil,57,158,281.7,145.4
P1,201,6,775.1,299.4,2,1034,fil_sem,sem,fil,57,236,215.1,59.4
P1,201,7,1123.5,370.5,2,1034,fil_sem,sem,fil,57,860,563.5,130.5
P1,201,8,1112.3,1028.4,2,1034,fil_sem,sem,fil,57,254,552.3,788.4
P1,201,9,1011.8,1046.6,2,1034,fil_sem,sem,fil,57,35,451.8,806.6
P1,175,1,984.9,586.9,1,1035,fil_non,non,fil,46,366,424.9,346.9
P1,175,2,953,647.7,1,1035,fil_non,non,fil,46,302,393,407.7
P1,175,3,811.7,658.2,1,1035,fil_non,non,fil,46,336,251.7,418.2
P1,175,4,899.9,667.3,1,1035,fil_non,non,fil,46,340,339.9,427.3
P1,175,5,1051.5,1029.6,1,1035,fil_non,non,fil,46,432,491.5,789.6
P1,175,6,1010.4,1081.8,1,1035,fil_non,non,fil,46,376,450.4,841.8
P1,175,7,884.4,468.5,1,1035,fil_non,non,fil,46,431,324.4,228.5
P1,181,1,1775.6,-364.7,1,1036,fil_non,non,fil,49,116,1215.6,-604.7
P1,181,2,1729.5,-625.3,1,1036,fil_non,non,fil,49,90,1169.5,-865.3
P1,181,3,1039.4,439.4,1,1036,fil_non,non,fil,49,282,479.4,199.4
P1,181,4,932.3,562.1,1,1036,fil_non,non,fil,49,252,372.3,322.1
P1,181,5,914.1,590.1,1,1036,fil_non,non,fil,49,58,354.1,350.1
P1,181,6,772.7,1086,1,1036,fil_non,non,fil,49,102,212.7,846
P1,181,7,940.5,1011.1,1,1036,fil_non,non,fil,49,28,380.5,771.1
P1,181,8,990.6,730.6,1,1036,fil_non,non,fil,49,76,430.6,490.6
P1,181,9,429.5,932.5,1,1036,fil_non,non,fil,49,56,-130.5,692.5
P1,181,10,540.8,1000.7,1,1036,fil_non,non,fil,49,48,-19.2,760.7
P1,181,11,724,1049.5,1,1036,fil_non,non,fil,49,150,164,809.5
P1,181,12,920.8,583.9,1,1036,fil_non,non,fil,49,404,360.8,343.9
P1,181,13,816.1,1065.2,1,1036,fil_non,non,fil,49,34,256.1,825.2
P1,213,1,983.6,552.3,2,1039,fil_sem,sem,fil,61,80,423.6,312.3
P1,213,2,966,543.6,2,1039,fil_sem,sem,fil,61,202,406,303.6
P1,213,3,835.5,437.6,2,1039,fil_sem,sem,fil,61,730,275.5,197.6
P1,213,4,1004.6,315.8,2,1039,fil_sem,sem,fil,61,176,444.6,75.8
P1,213,5,1149.5,287.9,2,1039,fil_sem,sem,fil,61,202,589.5,47.9
P1,213,6,1207.3,290.6,2,1039,fil_sem,sem,fil,61,298,647.3,50.6
P1,213,7,1095.9,972.7,2,1039,fil_sem,sem,fil,61,30,535.9,732.7
P1,213,8,1083.1,633.6,2,1039,fil_sem,sem,fil,61,424,523.1,393.6
P1,213,9,1040.7,640.7,2,1039,fil_sem,sem,fil,61,58,480.7,400.7
P1,213,10,916.6,704.1,2,1039,fil_sem,sem,fil,61,186,356.6,464.1
P1,195,1,988.2,606.8,2,1040,fil_non,non,fil,54,388,428.2,366.8
P1,195,2,974.3,511.4,2,1040,fil_non,non,fil,54,124,414.3,271.4
P1,195,3,979.6,429.3,2,1040,fil_non,non,fil,54,262,419.6,189.3
P1,195,4,1112.7,804.2,2,1040,fil_non,non,fil,54,208,552.7,564.2
P1,195,5,1284.1,962.1,2,1040,fil_non,non,fil,54,222,724.1,722.1
P1,195,6,1373.8,963.5,2,1040,fil_non,non,fil,54,246,813.8,723.5
P1,195,7,1461.3,943.3,2,1040,fil_non,non,fil,54,764,901.3,703.3
P1,195,8,857.2,465.3,2,1040,fil_non,non,fil,54,208,297.2,225.3
P1,218,1,978.8,696,2,1041,fil_sem,sem,fil,65,122,418.8,456
P1,218,2,1110.7,592.6,2,1041,fil_sem,sem,fil,65,150,550.7,352.6
P1,218,3,1185.1,507.7,2,1041,fil_sem,sem,fil,65,288,625.1,267.7
P1,218,4,813.7,437.8,2,1041,fil_sem,sem,fil,65,204,253.7,197.8
P1,218,5,1143.5,448.7,2,1041,fil_sem,sem,fil,65,176,583.5,208.7
P1,218,6,1160.3,497.5,2,1041,fil_sem,sem,fil,65,476,600.3,257.5
P1,218,7,900.2,498.5,2,1041,fil_sem,sem,fil,65,152,340.2,258.5
P1,218,8,1151.3,531.5,2,1041,fil_sem,sem,fil,65,452,591.3,291.5
P1,218,9,1127.7,600.4,2,1041,fil_sem,sem,fil,65,104,567.7,360.4
P1,222,1,965.1,523.8,2,1042,fil_sem,sem,fil,69,263,405.1,283.8
P1,222,2,977.3,456.2,2,1042,fil_sem,sem,fil,69,174,417.3,216.2
P1,222,3,1013.2,359.2,2,1042,fil_sem,sem,fil,69,1734,453.2,119.2
P1,222,4,873.8,708,2,1042,fil_sem,sem,fil,69,202,313.8,468
P1,222,5,1019.9,322.5,2,1042,fil_sem,sem,fil,69,479,459.9,82.5
P1,203,1,961.8,530.2,2,1043,fil_non,non,fil,58,253,401.8,290.2
P1,203,2,890.2,558.9,2,1043,fil_non,non,fil,58,174,330.2,318.9
P1,203,3,820.2,409.6,2,1043,fil_non,non,fil,58,192,260.2,169.6
P1,203,4,836.5,368.7,2,1043,fil_non,non,fil,58,204,276.5,128.7
P1,203,5,891.1,606.3,2,1043,fil_non,non,fil,58,292,331.1,366.3
P1,203,6,1281.5,852.2,2,1043,fil_non,non,fil,58,112,721.5,612.2
P1,203,7,1430.7,921,2,1043,fil_non,non,fil,58,328,870.7,681
P1,203,8,1481.8,903,2,1043,fil_non,non,fil,58,50,921.8,663
P1,203,9,954.8,435.4,2,1043,fil_non,non,fil,58,208,394.8,195.4
P1,203,10,898.8,533.4,2,1043,fil_non,non,fil,58,212,338.8,293.4
P1,203,11,922.7,568.6,2,1043,fil_non,non,fil,58,118,362.7,328.6
P1,214,1,994.8,557.4,2,1044,fil_non,non,fil,62,399,434.8,317.4
P1,214,2,1091.2,525.6,2,1044,fil_non,non,fil,62,484,531.2,285.6
P1,214,3,1078.9,593.2,2,1044,fil_non,non,fil,62,336,518.9,353.2
P1,214,4,1071.1,655.5,2,1044,fil_non,non,fil,62,470,511.1,415.5
P1,214,5,821.8,618,2,1044,fil_non,non,fil,62,312,261.8,378
P1,214,6,807.1,637.9,2,1044,fil_non,non,fil,62,403,247.1,397.9
P1,231,1,963.1,508.1,2,1045,fil_sem,sem,fil,73,502,403.1,268.1
P1,231,2,756,234.1,2,1045,fil_sem,sem,fil,73,466,196,-5.9
P1,231,3,728.6,409.1,2,1045,fil_sem,sem,fil,73,156,168.6,169.1
P1,231,4,967.4,532,2,1045,fil_sem,sem,fil,73,344,407.4,292
P1,231,5,926.1,977.3,2,1045,fil_sem,sem,fil,73,58,366.1,737.3
P1,231,6,994.3,661.8,2,1045,fil_sem,sem,fil,73,36,434.3,421.8
P1,231,7,975.1,519.6,2,1045,fil_sem,sem,fil,73,112,415.1,279.6
P1,231,8,773.4,253.3,2,1045,fil_sem,sem,fil,73,216,213.4,13.3
P1,231,9,723.5,204,2,1045,fil_sem,sem,fil,73,244,163.5,-36
P1,231,10,732.6,196.8,2,1045,fil_sem,sem,fil,73,84,172.6,-43.2
P1,236,1,984.9,583.8,2,1046,fil_sem,sem,fil,77,243,424.9,343.8
P1,236,2,1092.6,582.9,2,1046,fil_sem,sem,fil,77,334,532.6,342.9
P1,236,3,1001.1,405.6,2,1046,fil_sem,sem,fil,77,346,441.1,165.6
P1,236,4,922.7,432.6,2,1046,fil_sem,sem,fil,77,92,362.7,192.6
P1,236,5,888.7,651.4,2,1046,fil_sem,sem,fil,77,220,328.7,411.4
P1,236,6,972.2,681.5,2,1046,fil_sem,sem,fil,77,62,412.2,441.5
P1,236,7,1735.1,-381.1,2,1046,fil_sem,sem,fil,77,66,1175.1,-621.1
P1,236,8,1704.1,-795.8,2,1046,fil_sem,sem,fil,77,106,1144.1,-1035.8
P1,236,9,1605,-747.8,2,1046,fil_sem,sem,fil,77,98,1045,-987.8
P1,236,10,687.2,-237.9,2,1046,fil_sem,sem,fil,77,32,127.2,-477.9
P1,236,11,85.5,-527.2,2,1046,fil_sem,sem,fil,77,32,-474.5,-767.2
P1,236,12,-233.8,-670.6,2,1046,fil_sem,sem,fil,77,198,-793.8,-910.6
P1,236,13,505.3,1060.5,2,1046,fil_sem,sem,fil,77,24,-54.7,820.5
P1,236,14,661.5,1106.1,2,1046,fil_sem,sem,fil,77,32,101.5,866.1
P1,236,15,1043.3,731.5,2,1046,fil_sem,sem,fil,77,213,483.3,491.5
P1,246,1,989.9,547.7,2,1047,fil_sem,sem,fil,81,274,429.9,307.7
P1,246,2,935.1,597.9,2,1047,fil_sem,sem,fil,81,360,375.1,357.9
P1,246,3,1168.2,1063.5,2,1047,fil_sem,sem,fil,81,68,608.2,823.5
P1,246,4,1239.8,998.5,2,1047,fil_sem,sem,fil,81,82,679.8,758.5
P1,246,5,-72.4,-597,2,1047,fil_sem,sem,fil,81,166,-632.4,-837
P1,246,6,937.5,550.5,2,1047,fil_sem,sem,fil,81,150,377.5,310.5
P1,246,7,1368.1,882.2,2,1047,fil_sem,sem,fil,81,156,808.1,642.2
P1,246,8,1470.8,881.6,2,1047,fil_sem,sem,fil,81,164,910.8,641.6
P1,246,9,866.9,407.9,2,1047,fil_sem,sem,fil,81,106,306.9,167.9
P1,246,10,931.1,544.3,2,1047,fil_sem,sem,fil,81,174,371.1,304.3
P1,246,11,975.3,1024.4,2,1047,fil_sem,sem,fil,81,162,415.3,784.4
P1,252,1,1007.2,526.8,2,1048,fil_sem,sem,fil,85,193,447.2,286.8
P1,252,2,855.8,341.7,2,1048,fil_sem,sem,fil,85,620,295.8,101.7
P1,252,3,864.7,375.3,2,1048,fil_sem,sem,fil,85,848,304.7,135.3
P1,252,4,942.9,400,2,1048,fil_sem,sem,fil,85,142,382.9,160
P1,252,5,1834.5,31,2,1048,fil_sem,sem,fil,85,134,1274.5,-209
