RAW_Type0non_1social,RAW_Fixation_Duration,RAW_ZscoreDURATION_AllPs=(F2-350)/291.4,RAW_DUR_ZscorebyP,RAW_Fixation_Start,RAW_P_Navon_Zscore,RAW_NAVON_Z_GROUPminus1_0_1,RAW_NavonTemporalZscore,FILTER_Type0non_1social,FILTER_Fixation_Duration,FILTER_ZscoreDURATION_AllPs=(F2-350)/291.4,FILTER_DUR_ZscorebyP,FILTER_Fixation_Start,FILTER_P_Navon_Zscore,FILTER_NAVON_Z_GROUPminus1_0_1,FILTER_NavonTemporalZscore
0,58,-1.002059025,-0.7826086957,730,-0.5,0,2.3,0,844,1.695264242,1.235127479,238,-0.89,0,0.35
1,706,1.221688401,0.8647798742,730,-0.13,0,-0.36,1,730,1.304049417,0.9121813031,238,-0.89,0,0.35
1,936,2.010981469,1.808724832,732,-0.29,0,-0.64,1,1056,2.422786548,1.835694051,238,-0.89,0,0.35
1,506,0.5353466026,0.3657718121,732,-0.29,0,-0.64,0,704,1.214824983,1.765486726,238,1.78,1,-0.71
1,124,-0.775566232,-0.8125,732,0.45,0,,0,740,1.338366507,1.924778761,238,1.78,1,-0.71
0,270,-0.2745367193,0.1391304348,736,-0.5,0,2.3,0,80,-0.9265614276,-0.7866108787,238,-1.75,-1,1.01
0,166,-0.6314344544,-0.6339285714,736,-0.5,0,-0.18,0,668,1.091283459,0.7329545455,238,0.45,0,
1,62,-0.9883321894,-1.098214286,736,-0.5,0,-0.18,0,1800,4.975978037,4.305031447,240,-0.13,0,-0.36
1,198,-0.5216197666,-0.4910714286,736,-0.5,0,-0.18,0,920,1.956074125,1.537735849,240,-0.13,0,-0.36
0,342,-0.02745367193,-0.09271523179,736,-0.18,0,-0.18,1,388,0.1304049417,-0.1352201258,240,-0.13,0,-0.36
0,824,1.626630062,2.484444444,736,,0,,1,686,1.153054221,1.6875,240,-0.5,0,-0.18
1,180,-0.5833905285,-0.6534090909,736,0.45,0,,0,306,-0.1509951956,-0.2119205298,240,-0.18,0,-0.18
1,686,1.153054221,0.9697986577,740,-0.29,0,-0.64,1,96,-0.8716540837,-0.9072847682,240,-0.18,0,-0.18
0,762,1.413864104,2.066945607,740,-1.75,-1,1.01,0,772,1.448181194,1.725274725,240,0.98,0,-0.51
1,462,0.384351407,0.1477272727,740,0.45,0,,1,278,-0.2470830474,-0.08424908425,240,0.98,0,-0.51
1,162,-0.6451612903,-0.7045454545,740,0.45,0,,1,152,-0.6794783802,-0.5457875458,240,0.98,0,-0.51
0,100,-0.8579272478,-0.7362637363,742,0.98,0,-0.51,1,766,1.42759094,1.014164306,240,-0.89,0,0.35
1,150,-0.6863417982,-0.5531135531,742,0.98,0,-0.51,0,664,1.077556623,0.7215909091,240,0.45,0,
0,174,-0.6039807824,-0.5796460177,742,1.78,1,-0.71,1,342,-0.02745367193,-0.1931818182,240,0.45,0,
0,208,-0.4873026767,-0.4464285714,744,-0.5,0,-0.18,0,806,1.5648593,1.179245283,242,-0.13,0,-0.36
0,980,2.161976664,2.01986755,744,-0.18,0,-0.18,0,688,1.159917639,1.696428571,242,-0.5,0,-0.18
1,322,-0.09608785175,-0.1589403974,744,-0.18,0,-0.18,1,712,1.242278655,1.803571429,242,-0.5,0,-0.18
0,72,-0.9540150995,-0.8388278388,744,0.98,0,-0.51,0,754,1.386410432,1.271523179,242,-0.18,0,-0.18
0,140,-0.7206588881,-0.5555555556,744,,0,,0,862,1.757035003,1.629139073,242,-0.18,0,-0.18
1,376,0.08922443377,0.6,746,-0.5,0,2.3,1,744,1.352093342,1.622710623,242,0.98,0,-0.51
0,154,-0.6726149623,-0.7538461538,746,1.04,1,-1.07,1,736,1.324639671,0.9291784703,242,-0.89,0,0.35
1,216,-0.4598490048,-0.5153846154,746,1.04,1,-1.07,1,144,-0.7069320522,-0.7478753541,242,-0.89,0,0.35
1,426,0.2608098833,0.4578754579,746,0.98,0,-0.51,1,840,1.681537406,1.223796034,242,-0.89,0,0.35
1,170,-0.6177076184,-0.6742209632,746,-0.89,0,0.35,1,128,-0.761839396,-0.7932011331,242,-0.89,0,0.35
1,248,-0.3500343171,-0.4532577904,746,-0.89,0,0.35,0,712,1.242278655,1.800884956,242,1.78,1,-0.71
0,156,-0.6657515443,-0.3565217391,748,-0.5,0,2.3,0,702,1.207961565,1.756637168,242,1.78,1,-0.71
1,128,-0.761839396,-0.8035714286,748,-0.5,0,-0.18,1,316,-0.1166781057,-0.2670454545,242,0.45,0,
0,224,-0.4323953329,-0.5805369128,748,-0.29,0,-0.64,0,198,-0.5216197666,-0.1739130435,244,-0.5,0,2.3
1,110,-0.8236101579,-0.8522727273,748,0.45,0,,0,788,1.503088538,1.122641509,244,-0.13,0,-0.36
1,406,0.1921757035,0.4375,750,-0.5,0,-0.18,0,584,0.8030199039,0.4811320755,244,-0.13,0,-0.36
1,248,-0.3500343171,-0.4602272727,750,0.45,0,,1,740,1.338366507,0.9716981132,244,-0.13,0,-0.36
0,486,0.4667124228,0.7946428571,752,-0.5,0,-0.18,0,218,-0.4529855868,-0.4017857143,244,-0.5,0,-0.18
0,36,-1.077556623,-0.9706959707,752,0.98,0,-0.51,1,684,1.146190803,1.678571429,244,-0.5,0,-0.18
0,358,0.02745367193,0.2345132743,752,1.78,1,-0.71,0,772,1.448181194,1.331125828,244,-0.18,0,-0.18
0,324,-0.08922443377,0.08407079646,754,1.78,1,-0.71,0,736,1.324639671,1.21192053,244,-0.18,0,-0.18
1,174,-0.6039807824,-0.2782608696,756,-0.5,0,2.3,0,226,-0.4255319149,-0.4768211921,244,-0.18,0,-0.18
1,508,0.5422100206,0.2421383648,756,-0.13,0,-0.36,1,736,1.324639671,1.21192053,244,-0.18,0,-0.18
0,858,1.743308167,1.546979866,756,-0.29,0,-0.64,0,208,-0.4873026767,-0.6342281879,244,-0.29,0,-0.64
0,576,0.775566232,1.199115044,756,1.78,1,-0.71,0,806,1.5648593,1.372483221,244,-0.29,0,-0.64
1,128,-0.761839396,-0.8013245033,758,-0.18,0,-0.18,0,186,-0.5628002745,-0.3511111111,244,,0,
1,158,-0.6588881263,-0.5238095238,758,0.98,0,-0.51,0,342,-0.02745367193,0.3422222222,244,,0,
1,730,1.304049417,1.571428571,758,0.98,0,-0.51,0,114,-0.8098833219,-0.6443514644,244,-1.75,-1,1.01
1,884,1.832532601,1.634228188,758,-0.29,0,-0.64,0,288,-0.2127659574,0.08368200837,244,-1.75,-1,1.01
1,162,-0.6451612903,-0.7045454545,758,0.45,0,,1,684,1.146190803,0.7784090909,244,0.45,0,
1,28,-1.105010295,-1,760,0.98,0,-0.51,0,808,1.571722718,1.185534591,246,-0.13,0,-0.36
1,728,1.297185999,1.564102564,760,0.98,0,-0.51,0,450,0.3431708991,0.6339285714,246,-0.5,0,-0.18
0,264,-0.2951269732,-0.1814159292,760,1.78,1,-0.71,0,954,2.072752231,1.933774834,246,-0.18,0,-0.18
1,136,-0.7343857241,-0.8230769231,762,1.04,1,-1.07,0,702,1.207961565,1.758928571,248,-0.5,0,-0.18
1,130,-0.754975978,-0.7946428571,762,-0.5,0,-0.18,0,696,1.187371311,1.732142857,248,-0.5,0,-0.18
1,196,-0.5284831846,-0.3846153846,762,0.98,0,-0.51,0,508,0.5422100206,0.4569536424,248,-0.18,0,-0.18
0,386,0.1235415237,-0.141509434,764,-0.13,0,-0.36,0,586,0.8098833219,0.7152317881,248,-0.18,0,-0.18
1,634,0.9746053535,1.21978022,764,0.98,0,-0.51,0,236,-0.391214825,-0.4437086093,248,-0.18,0,-0.18
0,154,-0.6726149623,-0.6681415929,764,1.78,1,-0.71,1,258,-0.3157172272,-0.3708609272,248,-0.18,0,-0.18
0,48,-1.036376115,-0.9205020921,764,-1.75,-1,1.01,1,282,-0.2333562114,-0.0695970696,248,0.98,0,-0.51
0,122,-0.78242965,-0.8769230769,766,1.04,1,-1.07,0,658,1.056966369,0.7082152975,248,-0.89,0,0.35
1,144,-0.7069320522,-0.7923076923,766,1.04,1,-1.07,1,138,-0.7275223061,-0.4347826087,250,-0.5,0,2.3
0,512,0.5559368566,0.4701986755,766,-0.18,0,-0.18,0,700,1.201098147,1.346153846,250,1.04,1,-1.07
0,186,-0.5628002745,-0.4212454212,766,0.98,0,-0.51,0,686,1.153054221,1.292307692,250,1.04,1,-1.07
1,344,-0.02059025395,0.1575091575,766,0.98,0,-0.51,0,228,-0.4186684969,-0.3571428571,250,-0.5,0,-0.18
1,196,-0.5284831846,-0.6744966443,766,-0.29,0,-0.64,0,676,1.118737131,1.642857143,250,-0.5,0,-0.18
1,656,1.050102951,0.7025495751,766,-0.89,0,0.35,0,788,1.503088538,1.38410596,250,-0.18,0,-0.18
0,248,-0.3500343171,-0.4602272727,766,0.45,0,,0,1518,4.008236102,3.801324503,250,-0.18,0,-0.18
1,592,0.8304735758,0.9307692308,768,1.04,1,-1.07,0,174,-0.6039807824,-0.7483221477,250,-0.29,0,-0.64
0,218,-0.4529855868,-0.2088888889,768,,0,,0,118,-0.7961564859,-0.9362416107,250,-0.29,0,-0.64
0,338,-0.04118050789,0.1460176991,768,1.78,1,-0.71,0,754,1.386410432,0.9801699717,250,-0.89,0,0.35
0,360,0.03431708991,-0.1420454545,768,0.45,0,,1,1336,3.383665065,2.628895184,250,-0.89,0,0.35
0,606,0.8785175017,1.330357143,770,-0.5,0,-0.18,0,148,-0.6932052162,-0.5020920502,250,-1.75,-1,1.01
1,162,-0.6451612903,-0.6887417219,770,-0.18,0,-0.18,0,184,-0.5696636925,-0.7767295597,252,-0.13,0,-0.36
0,130,-0.754975978,-0.9465408805,772,-0.13,0,-0.36,0,746,1.35895676,0.9905660377,252,-0.13,0,-0.36
0,568,0.7481125601,0.4532577904,772,-0.89,0,0.35,1,722,1.276595745,0.9150943396,252,-0.13,0,-0.36
0,402,0.1784488675,0.4292035398,772,1.78,1,-0.71,0,566,0.7412491421,1.151785714,252,-0.5,0,-0.18
1,212,-0.4735758408,-0.6886792453,774,-0.13,0,-0.36,0,666,1.084420041,1.598214286,252,-0.5,0,-0.18
0,172,-0.6108442004,-0.5884955752,774,1.78,1,-0.71,1,668,1.091283459,1.607142857,252,-0.5,0,-0.18
1,518,0.5765271105,0.3068181818,774,0.45,0,,0,1052,2.409059712,2.258278146,252,-0.18,0,-0.18
1,160,-0.6520247083,-0.8522012579,776,-0.13,0,-0.36,0,766,1.42759094,1.311258278,252,-0.18,0,-0.18
1,92,-0.8853809197,-0.7655677656,776,0.98,0,-0.51,0,544,0.6657515443,0.4932885906,252,-0.29,0,-0.64
0,470,0.4118050789,0.1756373938,776,-0.89,0,0.35,0,722,1.276595745,0.8863636364,252,0.45,0,
0,50,-1.029512697,-0.9555555556,776,,0,,1,182,-0.5765271105,-0.2434782609,254,-0.5,0,2.3
0,80,-0.9265614276,-0.7866108787,776,-1.75,-1,1.01,1,214,-0.4667124228,-0.1043478261,254,-0.5,0,2.3
0,222,-0.4392587509,-0.3839285714,778,-0.5,0,-0.18,1,734,1.317776253,0.9528301887,254,-0.13,0,-0.36
0,196,-0.5284831846,-0.3066666667,778,,0,,0,84,-0.9128345916,-0.6695652174,256,-0.5,0,2.3
0,160,-0.6520247083,-0.6415929204,778,1.78,1,-0.71,0,750,1.372683596,1.003144654,256,-0.13,0,-0.36
1,522,0.5902539465,1.234782609,780,-0.5,0,2.3,1,726,1.290322581,0.927672956,256,-0.13,0,-0.36
0,414,0.2196293754,0.4139194139,780,0.98,0,-0.51,1,842,1.688400824,1.29245283,256,-0.13,0,-0.36
0,830,1.647220316,1.453020134,780,-0.29,0,-0.64,1,424,0.2539464653,0.5178571429,256,-0.5,0,-0.18
0,256,-0.3225806452,-0.2168141593,780,1.78,1,-0.71,0,766,1.42759094,1.311258278,256,-0.18,0,-0.18
0,298,-0.1784488675,-0.3181818182,780,0.45,0,,1,108,-0.8304735758,-0.9697986577,256,-0.29,0,-0.64
0,306,-0.1509951956,-0.2119205298,782,-0.18,0,-0.18,0,680,1.132463967,0.7705382436,256,-0.89,0,0.35
0,218,-0.4529855868,-0.304029304,782,0.98,0,-0.51,1,686,1.153054221,1.046357616,258,-0.18,0,-0.18
1,840,1.681537406,1.221590909,782,0.45,0,,0,864,1.763898421,2.482142857,260,-0.5,0,-0.18
1,110,-0.8236101579,-0.8522727273,782,0.45,0,,1,752,1.379547014,1.191275168,260,-0.29,0,-0.64
0,36,-1.077556623,-0.9706959707,784,0.98,0,-0.51,0,1040,2.367879204,1.790368272,260,-0.89,0,0.35
0,210,-0.4804392588,-0.2444444444,786,,0,,0,942,2.031571723,1.512747875,260,-0.89,0,0.35
0,278,-0.2470830474,-0.1194690265,786,1.78,1,-0.71,0,802,1.551132464,1.116147309,260,-0.89,0,0.35
0,200,-0.5147563487,-0.4646017699,786,1.78,1,-0.71,1,1234,3.033630748,2.339943343,260,-0.89,0,0.35
1,244,-0.3637611531,-0.5880503145,788,-0.13,0,-0.36,0,406,0.1921757035,0.6266666667,260,,0,
1,56,-1.008922443,-0.8974358974,788,0.98,0,-0.51,0,716,1.256005491,0.8693181818,260,0.45,0,
0,62,-0.9883321894,-1.075221239,788,1.78,1,-0.71,0,920,1.956074125,1.537735849,262,-0.13,0,-0.36
1,472,0.4186684969,0.1761363636,788,0.45,0,,0,496,0.5010295127,0.2044025157,262,-0.13,0,-0.36
1,218,-0.4529855868,-0.5454545455,788,0.45,0,,1,816,1.59917639,1.210691824,262,-0.13,0,-0.36
0,152,-0.6794783802,-0.7615384615,790,1.04,1,-1.07,1,796,1.53054221,1.147798742,262,-0.13,0,-0.36
0,170,-0.6177076184,-0.820754717,790,-0.13,0,-0.36,0,742,1.345229925,1.9375,262,-0.5,0,-0.18
1,168,-0.6245710364,-0.8270440252,790,-0.13,0,-0.36,1,698,1.194234729,1.741071429,262,-0.5,0,-0.18
0,1256,3.109128346,2.933774834,790,-0.18,0,-0.18,0,690,1.166781057,1.059602649,262,-0.18,0,-0.18
0,912,1.928620453,1.728187919,790,-0.29,0,-0.64,0,1030,2.333562114,2.185430464,262,-0.18,0,-0.18
0,190,-0.5490734386,-0.3333333333,790,,0,,1,732,1.310912835,1.198675497,262,-0.18,0,-0.18
1,684,1.146190803,1.284615385,792,1.04,1,-1.07,0,184,-0.5696636925,-0.4285714286,262,0.98,0,-0.51
0,236,-0.391214825,-0.5402684564,792,-0.29,0,-0.64,0,128,-0.761839396,-0.5857740586,262,-1.75,-1,1.01
0,218,-0.4529855868,-0.6006711409,792,-0.29,0,-0.64,0,140,-0.7206588881,-0.4260869565,264,-0.5,0,2.3
0,226,-0.4255319149,-0.05217391304,794,-0.5,0,2.3,0,676,1.118737131,1.642857143,264,-0.5,0,-0.18
0,136,-0.7343857241,-0.8230769231,794,1.04,1,-1.07,0,1452,3.781743308,3.582781457,264,-0.18,0,-0.18
0,366,0.05490734386,-0.2044025157,794,-0.13,0,-0.36,1,100,-0.8579272478,-0.8940397351,264,-0.18,0,-0.18
0,278,-0.2470830474,-0.3682719547,794,-0.89,0,0.35,0,794,1.523678792,1.805860806,264,0.98,0,-0.51
1,134,-0.7412491421,-0.776203966,794,-0.89,0,0.35,0,304,-0.1578586136,-0.3011363636,264,0.45,0,
0,304,-0.1578586136,0.1506276151,794,-1.75,-1,1.01,0,896,1.873713109,1.380681818,264,0.45,0,
0,742,1.345229925,1.507692308,796,1.04,1,-1.07,1,720,1.269732327,0.8806818182,264,0.45,0,
0,280,-0.2402196294,-0.07692307692,796,0.98,0,-0.51,1,254,-0.3294440631,-0.4431818182,264,0.45,0,
1,540,0.6520247083,0.8754578755,796,0.98,0,-0.51,1,74,-0.9471516815,-0.7130434783,266,-0.5,0,2.3
1,492,0.4873026767,0.6996336996,796,0.98,0,-0.51,1,516,0.5696636925,1.208695652,266,-0.5,0,2.3
1,360,0.03431708991,-0.1241610738,796,-0.29,0,-0.64,0,878,1.811942347,1.405660377,266,-0.13,0,-0.36
0,238,-0.384351407,-0.296460177,796,1.78,1,-0.71,0,704,1.214824983,1.767857143,266,-0.5,0,-0.18
0,224,-0.4323953329,-0.5284090909,798,0.45,0,,1,1002,2.237474262,2.092715232,266,-0.18,0,-0.18
0,164,-0.6382978723,-0.6988636364,798,0.45,0,,1,1278,3.184625944,3.006622517,266,-0.18,0,-0.18
0,182,-0.5765271105,-0.7830188679,800,-0.13,0,-0.36,1,716,1.256005491,1.52014652,266,0.98,0,-0.51
0,132,-0.7481125601,-0.7857142857,800,-0.5,0,-0.18,0,146,-0.7000686342,-0.8422818792,266,-0.29,0,-0.64
0,172,-0.6108442004,-0.4725274725,800,0.98,0,-0.51,1,758,1.400137268,1.211409396,266,-0.29,0,-0.64
0,778,1.468771448,1.747252747,800,0.98,0,-0.51,0,714,1.249142073,0.8636363636,266,0.45,0,
1,254,-0.3294440631,-0.1721611722,800,0.98,0,-0.51,1,196,-0.5284831846,-0.1826086957,268,-0.5,0,2.3
0,496,0.5010295127,0.3322147651,800,-0.29,0,-0.64,0,92,-0.8853809197,-1.066037736,268,-0.13,0,-0.36
0,432,0.2814001373,0.5619469027,800,1.78,1,-0.71,0,678,1.125600549,1.651785714,268,-0.5,0,-0.18
0,196,-0.5284831846,-0.5923076923,802,1.04,1,-1.07,1,688,1.159917639,1.696428571,268,-0.5,0,-0.18
1,1284,3.205216198,2.682389937,802,-0.13,0,-0.36,0,158,-0.6588881263,-0.347826087,270,-0.5,0,2.3
0,182,-0.5765271105,-0.5625,802,-0.5,0,-0.18,1,810,1.578586136,1.191823899,270,-0.13,0,-0.36
0,814,1.592312972,1.470198675,802,-0.18,0,-0.18,0,702,1.207961565,1.758928571,270,-0.5,0,-0.18
1,238,-0.384351407,-0.2307692308,804,0.98,0,-0.51,0,1012,2.271791352,2.604395604,270,0.98,0,-0.51
0,160,-0.6520247083,-0.7102272727,804,0.45,0,,0,192,-0.5422100206,-0.3992673993,270,0.98,0,-0.51
0,728,1.297185999,0.9339622642,806,-0.13,0,-0.36,1,1142,2.717913521,3.080586081,270,0.98,0,-0.51
0,826,1.63349348,2.334728033,806,-1.75,-1,1.01,1,818,1.606039808,1.412751678,270,-0.29,0,-0.64
0,350,0,0.4869565217,808,-0.5,0,2.3,1,726,1.290322581,1.104026846,270,-0.29,0,-0.64
0,252,-0.3363074811,-0.1794871795,808,0.98,0,-0.51,1,488,0.4735758408,0.2266288952,270,-0.89,0,0.35
1,120,-0.7892930679,-0.663003663,808,0.98,0,-0.51,0,156,-0.6657515443,-0.4844444444,270,,0,
1,248,-0.3500343171,-0.1941391941,808,0.98,0,-0.51,0,790,1.509951956,2.146017699,270,1.78,1,-0.71
1,288,-0.2127659574,-0.3657718121,808,-0.29,0,-0.64,0,94,-0.8785175017,-0.6260869565,272,-0.5,0,2.3
0,56,-1.008922443,-0.8870292887,810,-1.75,-1,1.01,0,952,2.065888813,1.63836478,272,-0.13,0,-0.36
1,122,-0.78242965,-0.9716981132,812,-0.13,0,-0.36,1,810,1.578586136,1.191823899,272,-0.13,0,-0.36
0,256,-0.3225806452,-0.1648351648,812,0.98,0,-0.51,1,702,1.207961565,1.758928571,272,-0.5,0,-0.18
0,492,0.4873026767,0.6996336996,812,0.98,0,-0.51,0,172,-0.6108442004,-0.6556291391,272,-0.18,0,-0.18
0,1694,4.612216884,3.64305949,812,-0.89,0,0.35,0,162,-0.6451612903,-0.4577777778,272,,0,
0,312,-0.1304049417,-0.2784090909,812,0.45,0,,0,734,1.317776253,1.898230088,272,1.78,1,-0.71
0,194,-0.5353466026,-0.6,814,1.04,1,-1.07,0,934,2.004118051,1.581761006,274,-0.13,0,-0.36
0,256,-0.3225806452,-0.5503144654,814,-0.13,0,-0.36,0,764,1.420727522,1.047169811,274,-0.13,0,-0.36
1,122,-0.78242965,-0.8101983003,814,-0.89,0,0.35,0,778,1.468771448,1.091194969,274,-0.13,0,-0.36
0,270,-0.2745367193,-0.3977272727,814,0.45,0,,1,726,1.290322581,0.927672956,274,-0.13,0,-0.36
0,184,-0.5696636925,-0.5535714286,816,-0.5,0,-0.18,0,786,1.49622512,2.133928571,274,-0.5,0,-0.18
0,1112,2.614962251,2.141509434,818,-0.13,0,-0.36,0,818,1.606039808,2.276785714,274,-0.5,0,-0.18
1,564,0.7343857241,0.4182389937,818,-0.13,0,-0.36,0,912,1.928620453,1.794701987,274,-0.18,0,-0.18
0,308,-0.1441317776,0.02564102564,818,0.98,0,-0.51,0,1184,2.862045299,2.640939597,274,-0.29,0,-0.64
1,884,1.832532601,2.135531136,818,0.98,0,-0.51,1,350,0,0.4869565217,276,-0.5,0,2.3
0,134,-0.7412491421,-0.7840909091,818,0.45,0,,1,680,1.132463967,1.660714286,276,-0.5,0,-0.18
0,224,-0.4323953329,-0.2820512821,820,0.98,0,-0.51,1,1140,2.711050103,2.549668874,276,-0.18,0,-0.18
0,116,-0.8030199039,-0.8362831858,820,1.78,1,-0.71,0,850,1.715854496,2.6,276,,0,
0,126,-0.768702814,-0.9591194969,822,-0.13,0,-0.36,1,696,1.187371311,0.8125,276,0.45,0,
0,264,-0.2951269732,-0.3509933775,822,-0.18,0,-0.18,0,142,-0.7137954701,-0.4173913043,278,-0.5,0,2.3
1,346,-0.01372683596,-0.1756373938,822,-0.89,0,0.35,0,834,1.660947152,1.267295597,278,-0.13,0,-0.36
0,88,-0.8991077557,-0.9601769912,822,1.78,1,-0.71,1,848,1.708991078,1.311320755,278,-0.13,0,-0.36
0,212,-0.4735758408,-0.2343096234,822,-1.75,-1,1.01,0,680,1.132463967,1.660714286,278,-0.5,0,-0.18
1,126,-0.768702814,-0.4869565217,824,-0.5,0,2.3,1,684,1.146190803,1.678571429,278,-0.5,0,-0.18
0,124,-0.775566232,-0.6483516484,824,0.98,0,-0.51,0,694,1.180507893,1.072847682,278,-0.18,0,-0.18
0,126,-0.768702814,-0.8125,826,-0.5,0,-0.18,0,848,1.708991078,1.582781457,278,-0.18,0,-0.18
1,142,-0.7137954701,-0.5824175824,826,0.98,0,-0.51,0,264,-0.2951269732,-0.3509933775,278,-0.18,0,-0.18
0,674,1.111873713,1.817777778,826,,0,,1,732,1.310912835,1.198675497,278,-0.18,0,-0.18
0,80,-0.9265614276,-0.9955752212,826,1.78,1,-0.71,0,452,0.3500343171,0.5531135531,278,0.98,0,-0.51
0,388,0.1304049417,0.652173913,828,-0.5,0,2.3,1,192,-0.5422100206,-0.6879194631,278,-0.29,0,-0.64
1,142,-0.7137954701,-0.855704698,828,-0.29,0,-0.64,0,798,1.537405628,1.102272727,278,0.45,0,
0,216,-0.4598490048,-0.2175732218,828,-1.75,-1,1.01,1,402,0.1784488675,-0.02272727273,278,0.45,0,
0,308,-0.1441317776,0.02564102564,830,0.98,0,-0.51,1,694,1.180507893,0.8068181818,278,0.45,0,
0,578,0.78242965,0.6073825503,830,-0.29,0,-0.64,0,696,1.187371311,1.330769231,280,1.04,1,-1.07
1,376,0.08922443377,-0.09065155807,830,-0.89,0,0.35,0,808,1.571722718,1.761538462,280,1.04,1,-1.07
0,588,0.8167467399,1.435555556,830,,0,,1,670,1.098146877,1.230769231,280,1.04,1,-1.07
0,878,1.811942347,2.552301255,830,-1.75,-1,1.01,0,808,1.571722718,1.185534591,280,-0.13,0,-0.36
0,312,-0.1304049417,-0.2784090909,830,0.45,0,,0,740,1.338366507,1.928571429,280,-0.5,0,-0.18
1,302,-0.1647220316,-0.02678571429,832,-0.5,0,-0.18,0,780,1.475634866,1.357615894,280,-0.18,0,-0.18
0,340,-0.03431708991,0.1548672566,832,1.78,1,-0.71,1,732,1.310912835,1.198675497,280,-0.18,0,-0.18
1,474,0.4255319149,0.1818181818,832,0.45,0,,1,176,-0.5971173644,-0.4578754579,280,0.98,0,-0.51
1,66,-0.9746053535,-0.747826087,834,-0.5,0,2.3,0,560,0.7206588881,0.5469798658,280,-0.29,0,-0.64
1,698,1.194234729,1.741071429,834,-0.5,0,-0.18,0,616,0.9128345916,1.56,280,,0,
0,330,-0.06863417982,-0.2209631728,834,-0.89,0,0.35,1,848,1.708991078,1.311320755,282,-0.13,0,-0.36
0,160,-0.6520247083,-0.7102272727,834,0.45,0,,1,296,-0.1853122855,-0.4245283019,282,-0.13,0,-0.36
1,168,-0.6245710364,-0.3043478261,836,-0.5,0,2.3,0,922,1.962937543,2.741071429,282,-0.5,0,-0.18
0,226,-0.4255319149,-0.4769230769,836,1.04,1,-1.07,1,738,1.331503089,1.600732601,282,0.98,0,-0.51
0,44,-1.050102951,-0.9372384937,836,-1.75,-1,1.01,0,686,1.153054221,1.046357616,284,-0.18,0,-0.18
1,360,0.03431708991,-0.1420454545,836,0.45,0,,0,810,1.578586136,1.456953642,284,-0.18,0,-0.18
0,392,0.1441317776,0.3333333333,840,0.98,0,-0.51,0,444,0.3225806452,0.8956521739,286,-0.5,0,2.3
0,786,1.49622512,2.315555556,840,,0,,0,74,-0.9471516815,-0.7130434783,286,-0.5,0,2.3
0,974,2.14138641,3.151111111,840,,0,,1,700,1.201098147,1.346153846,286,1.04,1,-1.07
1,136,-0.7343857241,-0.6043956044,844,0.98,0,-0.51,0,738,1.331503089,0.965408805,286,-0.13,0,-0.36
1,132,-0.7481125601,-0.7818696884,844,-0.89,0,0.35,0,688,1.159917639,1.696428571,286,-0.5,0,-0.18
0,404,0.1853122855,0.6177777778,844,,0,,0,768,1.434454358,1.710622711,286,0.98,0,-0.51
1,176,-0.5971173644,-0.6692307692,846,1.04,1,-1.07,0,218,-0.4529855868,-0.6698113208,288,-0.13,0,-0.36
0,140,-0.7206588881,-0.75,846,-0.5,0,-0.18,0,194,-0.5353466026,-0.7452830189,288,-0.13,0,-0.36
1,350,0,-0.06622516556,846,-0.18,0,-0.18,0,678,1.125600549,1.651785714,288,-0.5,0,-0.18
0,174,-0.6039807824,-0.5796460177,846,1.78,1,-0.71,0,694,1.180507893,1.723214286,288,-0.5,0,-0.18
0,264,-0.2951269732,0.1130434783,848,-0.5,0,2.3,1,726,1.290322581,1.866071429,288,-0.5,0,-0.18
0,34,-1.084420041,-0.978021978,848,0.98,0,-0.51,1,762,1.413864104,2.026785714,288,-0.5,0,-0.18
1,132,-0.7481125601,-0.7897727273,848,0.45,0,,0,732,1.310912835,1.198675497,288,-0.18,0,-0.18
1,172,-0.6108442004,-0.6846153846,850,1.04,1,-1.07,0,644,1.008922443,0.6685552408,288,-0.89,0,0.35
1,112,-0.8167467399,-1.003144654,850,-0.13,0,-0.36,0,376,0.08922443377,0.4933333333,288,,0,
1,308,-0.1441317776,-0.3867924528,850,-0.13,0,-0.36,1,712,1.242278655,1.392307692,290,1.04,1,-1.07
1,182,-0.5765271105,-0.6402266289,852,-0.89,0,0.35,0,890,1.853122855,1.443396226,290,-0.13,0,-0.36
1,1232,3.02676733,2.33427762,852,-0.89,0,0.35,1,700,1.201098147,0.8459119497,290,-0.13,0,-0.36
0,796,1.53054221,2.209205021,852,-1.75,-1,1.01,1,262,-0.3019903912,-0.1428571429,290,0.98,0,-0.51
1,236,-0.391214825,-0.4437086093,854,-0.18,0,-0.18,1,758,1.400137268,0.9915014164,290,-0.89,0,0.35
0,296,-0.1853122855,-0.4245283019,856,-0.13,0,-0.36,1,768,1.434454358,1.317880795,292,-0.18,0,-0.18
1,148,-0.6932052162,-0.7443181818,856,0.45,0,,0,782,1.482498284,1.291946309,292,-0.29,0,-0.64
0,942,2.031571723,2.347985348,858,0.98,0,-0.51,0,106,-0.8373369938,-0.7066666667,292,,0,
0,160,-0.6520247083,-0.5164835165,858,0.98,0,-0.51,0,726,1.290322581,1.446153846,294,1.04,1,-1.07
0,244,-0.3637611531,-0.2087912088,858,0.98,0,-0.51,0,690,1.166781057,1.059602649,294,-0.18,0,-0.18
1,858,1.743308167,1.274787535,858,-0.89,0,0.35,0,150,-0.6863417982,-0.8288590604,294,-0.29,0,-0.64
