RAW_Type0non_1social,RAW_Fixation_Duration,RAW_ZscoreDURATION_AllPs=(F2-350)/291.4,RAW_DUR_ZscorebyP,RAW_Fixation_Start,RAW_P_Navon_Zscore,RAW_NAVON_Z_GROUPminus1_0_1,RAW_NavonTemporalZscore,FILTER_Type0non_1social,FILTER_Fixation_Duration,FILTER_ZscoreDURATION_AllPs=(F2-350)/291.4,FILTER_DUR_ZscorebyP,FILTER_Fixation_Start,FILTER_P_Navon_Zscore,FILTER_NAVON_Z_GROUPminus1_0_1,FILTER_NavonTemporalZscore
0,558,0.7137954701,1.391304348,254,-0.5,0,2.3,0,68,-0.9677419355,-0.8368200837,10,-1.75,-1,1.01
0,828,1.640356898,1.838461538,254,1.04,1,-1.07,0,462,0.384351407,0.8117154812,10,-1.75,-1,1.01
1,606,0.8785175017,0.5503144654,254,-0.13,0,-0.36,0,174,-0.6039807824,-0.3933054393,10,-1.75,-1,1.01
0,680,1.132463967,1.660714286,254,-0.5,0,-0.18,0,114,-0.8098833219,-0.6443514644,10,-1.75,-1,1.01
0,746,1.35895676,1.955357143,254,-0.5,0,-0.18,0,398,0.1647220316,0.5439330544,10,-1.75,-1,1.01
1,696,1.187371311,1.732142857,254,-0.5,0,-0.18,0,166,-0.6314344544,-0.6931818182,10,0.45,0,
0,742,1.345229925,1.231788079,254,-0.18,0,-0.18,0,134,-0.7412491421,-0.7840909091,10,0.45,0,
0,130,-0.754975978,-0.8959731544,254,-0.29,0,-0.64,0,148,-0.6932052162,-0.7443181818,10,0.45,0,
0,694,1.180507893,0.9966442953,254,-0.29,0,-0.64,0,912,1.928620453,1.426136364,10,0.45,0,
0,764,1.420727522,1.231543624,254,-0.29,0,-0.64,0,154,-0.6726149623,-0.7272727273,10,0.45,0,
0,834,1.660947152,1.206798867,254,-0.89,0,0.35,0,10,-1.166781057,-1.136363636,10,0.45,0,
1,772,1.448181194,1.031161473,254,-0.89,0,0.35,0,178,-0.5902539465,-0.6590909091,10,0.45,0,
0,720,1.269732327,1.836283186,254,1.78,1,-0.71,0,1162,2.786547701,2.136363636,10,0.45,0,
0,798,1.537405628,1.723076923,256,1.04,1,-1.07,0,174,-0.6039807824,-0.6704545455,10,0.45,0,
0,700,1.201098147,1.75,256,-0.5,0,-0.18,0,320,-0.1029512697,-0.2556818182,10,0.45,0,
0,190,-0.5490734386,-0.5960264901,256,-0.18,0,-0.18,0,64,-0.9814687714,-0.9829545455,10,0.45,0,
1,718,1.262868909,1.152317881,256,-0.18,0,-0.18,0,138,-0.7275223061,-0.7727272727,10,0.45,0,
0,772,1.448181194,1.258389262,256,-0.29,0,-0.64,0,100,-0.8579272478,-0.8806818182,10,0.45,0,
1,242,-0.370624571,-0.5201342282,256,-0.29,0,-0.64,0,170,-0.6177076184,-0.6818181818,10,0.45,0,
0,150,-0.6863417982,-0.5111111111,256,,0,,0,138,-0.7275223061,-0.7727272727,10,0.45,0,
0,122,-0.78242965,-0.6108786611,256,-1.75,-1,1.01,0,182,-0.5765271105,-0.6477272727,10,0.45,0,
0,600,0.8579272478,1.573913043,258,-0.5,0,2.3,0,98,-0.8647906658,-0.8863636364,10,0.45,0,
0,722,1.276595745,1.430769231,258,1.04,1,-1.07,0,868,1.777625257,1.301136364,10,0.45,0,
0,672,1.105010295,1.625,258,-0.5,0,-0.18,0,454,0.3568977351,0.125,10,0.45,0,
1,682,1.139327385,1.669642857,258,-0.5,0,-0.18,0,850,1.715854496,1.25,10,0.45,0,
1,104,-0.8442004118,-0.7216117216,258,0.98,0,-0.51,0,1410,3.637611531,2.840909091,10,0.45,0,
0,172,-0.6108442004,-0.755033557,258,-0.29,0,-0.64,0,160,-0.6520247083,-0.7102272727,10,0.45,0,
0,114,-0.8098833219,-0.6443514644,258,-1.75,-1,1.01,0,176,-0.5971173644,-0.6647727273,10,0.45,0,
0,122,-0.78242965,-0.5043478261,260,-0.5,0,2.3,0,722,1.276595745,0.8863636364,10,0.45,0,
0,804,1.557995882,1.172955975,260,-0.13,0,-0.36,0,82,-0.9196980096,-0.9318181818,10,0.45,0,
0,872,1.791352093,1.386792453,260,-0.13,0,-0.36,0,906,1.908030199,1.409090909,10,0.45,0,
0,792,1.516815374,2.160714286,260,-0.5,0,-0.18,0,238,-0.384351407,-0.4886363636,10,0.45,0,
0,686,1.153054221,1.6875,260,-0.5,0,-0.18,0,250,-0.3431708991,-0.4545454545,10,0.45,0,
0,800,1.544269046,2.196428571,260,-0.5,0,-0.18,0,336,-0.04804392588,-0.2102272727,10,0.45,0,
1,480,0.4461221688,0.2785234899,260,-0.29,0,-0.64,0,678,1.125600549,0.7613636364,10,0.45,0,
1,138,-0.7275223061,-0.7648725212,260,-0.89,0,0.35,0,268,-0.2814001373,-0.4034090909,10,0.45,0,
1,666,1.084420041,0.7272727273,260,0.45,0,,0,212,-0.4735758408,-0.5625,10,0.45,0,
0,122,-0.78242965,-0.5043478261,262,-0.5,0,2.3,0,1326,3.349347975,2.602272727,10,0.45,0,
1,730,1.304049417,0.9402515723,262,-0.13,0,-0.36,0,250,-0.3431708991,-0.4545454545,10,0.45,0,
0,688,1.159917639,1.696428571,262,-0.5,0,-0.18,0,280,-0.2402196294,-0.3693181818,10,0.45,0,
0,702,1.207961565,1.758928571,262,-0.5,0,-0.18,0,156,-0.6657515443,-0.7215909091,10,0.45,0,
0,712,1.242278655,1.803571429,262,-0.5,0,-0.18,0,140,-0.7206588881,-0.7670454545,10,0.45,0,
1,344,-0.02059025395,0.1607142857,262,-0.5,0,-0.18,0,180,-0.5833905285,-0.6534090909,10,0.45,0,
1,1866,5.20247083,4.953642384,262,-0.18,0,-0.18,0,418,0.2333562114,0.02272727273,10,0.45,0,
1,698,1.194234729,1.086092715,262,-0.18,0,-0.18,0,628,0.9540150995,0.6193181818,10,0.45,0,
0,828,1.640356898,1.1898017,262,-0.89,0,0.35,0,232,-0.4049416609,-0.5056818182,10,0.45,0,
0,748,1.365820178,0.9602272727,262,0.45,0,,0,66,-0.9746053535,-0.9772727273,10,0.45,0,
0,774,1.455044612,1.078616352,264,-0.13,0,-0.36,0,1072,2.477693892,1.880681818,10,0.45,0,
0,744,1.352093342,0.9842767296,264,-0.13,0,-0.36,0,456,0.3637611531,0.1306818182,10,0.45,0,
1,1024,2.31297186,1.864779874,264,-0.13,0,-0.36,0,340,-0.03431708991,-0.1988636364,10,0.45,0,
1,726,1.290322581,0.927672956,264,-0.13,0,-0.36,0,1138,2.704186685,2.068181818,10,0.45,0,
0,720,1.269732327,1.839285714,264,-0.5,0,-0.18,0,1112,2.614962251,1.994318182,10,0.45,0,
0,1064,2.45024022,2.238255034,264,-0.29,0,-0.64,0,766,1.42759094,1.011363636,10,0.45,0,
0,240,-0.377487989,-0.5268456376,264,-0.29,0,-0.64,0,816,1.59917639,1.153409091,10,0.45,0,
1,1064,2.45024022,2.238255034,264,-0.29,0,-0.64,1,698,1.194234729,0.8181818182,10,0.45,0,
0,606,0.8785175017,0.5609065156,264,-0.89,0,0.35,1,728,1.297185999,0.9034090909,10,0.45,0,
0,188,-0.5559368566,-0.3422222222,264,,0,,1,674,1.111873713,0.75,10,0.45,0,
0,822,1.619766644,1.229559748,266,-0.13,0,-0.36,1,608,0.8853809197,0.5625,10,0.45,0,
0,856,1.736444749,1.336477987,266,-0.13,0,-0.36,1,162,-0.6451612903,-0.7045454545,10,0.45,0,
0,1796,4.962251201,4.721854305,266,-0.18,0,-0.18,1,224,-0.4323953329,-0.5284090909,10,0.45,0,
0,1114,2.621825669,2.463576159,266,-0.18,0,-0.18,1,236,-0.391214825,-0.4943181818,10,0.45,0,
0,838,1.674673988,1.549668874,266,-0.18,0,-0.18,1,262,-0.3019903912,-0.4204545455,10,0.45,0,
0,246,-0.3568977351,-0.2014652015,266,0.98,0,-0.51,1,700,1.201098147,0.8238636364,10,0.45,0,
1,734,1.317776253,1.586080586,266,0.98,0,-0.51,1,162,-0.6451612903,-0.7045454545,10,0.45,0,
1,522,0.5902539465,0.8095238095,266,0.98,0,-0.51,1,186,-0.5628002745,-0.6363636364,10,0.45,0,
0,766,1.42759094,1.238255034,266,-0.29,0,-0.64,1,746,1.35895676,0.9545454545,10,0.45,0,
1,408,0.1990391215,0.03691275168,266,-0.29,0,-0.64,1,994,2.21002059,1.659090909,10,0.45,0,
1,774,1.455044612,1.036827195,266,-0.89,0,0.35,1,818,1.606039808,1.159090909,10,0.45,0,
0,142,-0.7137954701,-0.5466666667,266,,0,,1,602,0.8647906658,0.5454545455,10,0.45,0,
0,138,-0.7275223061,-0.5439330544,266,-1.75,-1,1.01,1,304,-0.1578586136,-0.3011363636,10,0.45,0,
0,90,-0.8922443377,-0.6434782609,270,-0.5,0,2.3,1,730,1.304049417,0.9090909091,10,0.45,0,
0,64,-0.9814687714,-0.7565217391,270,-0.5,0,2.3,1,352,0.006863417982,-0.1647727273,10,0.45,0,
1,758,1.400137268,1.028301887,270,-0.13,0,-0.36,1,362,0.04118050789,-0.1363636364,10,0.45,0,
0,258,-0.3157172272,-0.3708609272,270,-0.18,0,-0.18,1,942,2.031571723,1.511363636,10,0.45,0,
0,134,-0.7412491421,-0.5822222222,270,,0,,1,212,-0.4735758408,-0.5625,10,0.45,0,
0,776,1.46190803,1.039772727,270,0.45,0,,1,192,-0.5422100206,-0.6193181818,10,0.45,0,
1,202,-0.5078929307,-0.7201257862,272,-0.13,0,-0.36,1,152,-0.6794783802,-0.7329545455,10,0.45,0,
0,758,1.400137268,2.008928571,272,-0.5,0,-0.18,1,690,1.166781057,0.7954545455,10,0.45,0,
0,674,1.111873713,1.633928571,272,-0.5,0,-0.18,1,48,-1.036376115,-1.028409091,10,0.45,0,
0,718,1.262868909,1.152317881,272,-0.18,0,-0.18,1,398,0.1647220316,-0.03409090909,10,0.45,0,
1,368,0.06177076184,-0.006622516556,272,-0.18,0,-0.18,1,918,1.949210707,1.443181818,10,0.45,0,
1,942,2.031571723,1.82885906,272,-0.29,0,-0.64,1,130,-0.754975978,-0.7954545455,10,0.45,0,
1,672,1.105010295,0.9228187919,272,-0.29,0,-0.64,1,732,1.310912835,0.9147727273,10,0.45,0,
1,1126,2.663006177,2.446308725,272,-0.29,0,-0.64,1,38,-1.070693205,-1.056818182,10,0.45,0,
0,710,1.235415237,1.792035398,272,1.78,1,-0.71,1,686,1.153054221,0.7840909091,10,0.45,0,
1,706,1.221688401,2.034782609,274,-0.5,0,2.3,1,80,-0.9265614276,-0.9375,10,0.45,0,
0,868,1.777625257,1.374213836,274,-0.13,0,-0.36,1,244,-0.3637611531,-0.4715909091,10,0.45,0,
0,840,1.681537406,1.286163522,274,-0.13,0,-0.36,1,342,-0.02745367193,-0.1931818182,10,0.45,0,
0,932,1.997254633,1.575471698,274,-0.13,0,-0.36,0,1078,2.498284146,3.420353982,12,1.78,1,-0.71
0,168,-0.6245710364,-0.625,274,-0.5,0,-0.18,0,194,-0.5353466026,-0.5089285714,14,-0.5,0,-0.18
1,666,1.084420041,1.336996337,274,0.98,0,-0.51,1,224,-0.4323953329,-0.4834437086,14,-0.18,0,-0.18
0,688,1.159917639,1.694690265,274,1.78,1,-0.71,1,30,-1.098146877,-1.07082153,14,-0.89,0,0.35
0,506,0.5353466026,0.2727272727,274,0.45,0,,0,154,-0.6726149623,-0.7538461538,16,1.04,1,-1.07
0,674,1.111873713,0.75,274,0.45,0,,0,180,-0.5833905285,-0.6538461538,16,1.04,1,-1.07
0,160,-0.6520247083,-0.3391304348,276,-0.5,0,2.3,1,150,-0.6863417982,-0.7692307692,16,1.04,1,-1.07
0,890,1.853122855,1.443396226,276,-0.13,0,-0.36,1,156,-0.6657515443,-0.7461538462,16,1.04,1,-1.07
0,1570,4.186684969,3.291784703,276,-0.89,0,0.35,1,170,-0.6177076184,-0.6923076923,16,1.04,1,-1.07
0,724,1.283459163,1.853982301,276,1.78,1,-0.71,1,168,-0.6245710364,-0.7,16,1.04,1,-1.07
0,198,-0.5216197666,-0.1739130435,278,-0.5,0,2.3,0,202,-0.5078929307,-0.7201257862,16,-0.13,0,-0.36
0,974,2.14138641,2.4,278,1.04,1,-1.07,1,774,1.455044612,1.078616352,16,-0.13,0,-0.36
0,738,1.331503089,0.965408805,278,-0.13,0,-0.36,1,198,-0.5216197666,-0.7327044025,16,-0.13,0,-0.36
1,690,1.166781057,1.705357143,278,-0.5,0,-0.18,0,210,-0.4804392588,-0.4375,16,-0.5,0,-0.18
0,126,-0.768702814,-0.6177777778,278,,0,,1,766,1.42759094,1.014164306,16,-0.89,0,0.35
0,700,1.201098147,1.747787611,278,1.78,1,-0.71,0,268,-0.2814001373,0,16,-1.75,-1,1.01
1,716,1.256005491,0.8693181818,278,0.45,0,,0,232,-0.4049416609,-0.5056818182,16,0.45,0,
0,190,-0.5490734386,-0.2086956522,280,-0.5,0,2.3,0,274,-0.2608098833,-0.3863636364,16,0.45,0,
1,878,1.811942347,2.782608696,280,-0.5,0,2.3,1,194,-0.5353466026,-0.6136363636,16,0.45,0,
1,764,1.420727522,1.047169811,280,-0.13,0,-0.36,0,224,-0.4323953329,-0.5284090909,18,0.45,0,
0,90,-0.8922443377,-0.6434782609,282,-0.5,0,2.3,1,742,1.345229925,1.507692308,20,1.04,1,-1.07
1,94,-0.8785175017,-0.6260869565,282,-0.5,0,2.3,0,176,-0.5971173644,-0.642384106,20,-0.18,0,-0.18
1,752,1.379547014,1.546153846,282,1.04,1,-1.07,1,202,-0.5078929307,-0.5692307692,22,1.04,1,-1.07
0,878,1.811942347,1.405660377,282,-0.13,0,-0.36,0,776,1.46190803,1.08490566,22,-0.13,0,-0.36
0,862,1.757035003,1.355345912,282,-0.13,0,-0.36,0,192,-0.5422100206,-0.5894039735,22,-0.18,0,-0.18
1,696,1.187371311,0.8333333333,282,-0.13,0,-0.36,0,184,-0.5696636925,-0.4285714286,22,0.98,0,-0.51
1,696,1.187371311,0.8333333333,282,-0.13,0,-0.36,0,332,-0.06177076184,-0.2181208054,22,-0.29,0,-0.64
1,714,1.249142073,0.8899371069,282,-0.13,0,-0.36,1,18,-1.139327385,-1.104815864,22,-0.89,0,0.35
0,694,1.180507893,1.723214286,282,-0.5,0,-0.18,1,200,-0.5147563487,-0.5965909091,22,0.45,0,
1,690,1.166781057,1.705357143,282,-0.5,0,-0.18,1,56,-1.008922443,-1.039735099,24,-0.18,0,-0.18
0,758,1.400137268,1.284768212,282,-0.18,0,-0.18,0,168,-0.6245710364,-0.7,28,1.04,1,-1.07
0,976,2.148249828,2.407692308,284,1.04,1,-1.07,1,252,-0.3363074811,-0.5628930818,28,-0.13,0,-0.36
0,742,1.345229925,1.231788079,284,-0.18,0,-0.18,0,388,0.1304049417,-0.0566572238,28,-0.89,0,0.35
0,800,1.544269046,1.352348993,284,-0.29,0,-0.64,1,208,-0.4873026767,-0.4464285714,30,-0.5,0,-0.18
0,946,2.045298559,1.52407932,284,-0.89,0,0.35,1,698,1.194234729,1.741071429,30,-0.5,0,-0.18
0,220,-0.4461221688,-0.2,284,,0,,1,164,-0.6382978723,-0.6821192053,30,-0.18,0,-0.18
1,412,0.2127659574,0.005681818182,284,0.45,0,,0,212,-0.4735758408,-0.6208053691,30,-0.29,0,-0.64
0,280,-0.2402196294,0.1826086957,286,-0.5,0,2.3,0,178,-0.5902539465,-0.6615384615,34,1.04,1,-1.07
1,230,-0.4118050789,-0.0347826087,286,-0.5,0,2.3,0,238,-0.384351407,-0.4370860927,36,-0.18,0,-0.18
0,700,1.201098147,1.75,286,-0.5,0,-0.18,0,316,-0.1166781057,-0.3616352201,38,-0.13,0,-0.36
0,1056,2.422786548,3.339285714,286,-0.5,0,-0.18,1,160,-0.6520247083,-0.6607142857,40,-0.5,0,-0.18
0,872,1.791352093,2.517857143,286,-0.5,0,-0.18,1,838,1.674673988,2.366071429,40,-0.5,0,-0.18
0,704,1.214824983,1.767857143,286,-0.5,0,-0.18,0,222,-0.4392587509,-0.4923076923,44,1.04,1,-1.07
1,732,1.310912835,1.892857143,286,-0.5,0,-0.18,1,188,-0.5559368566,-0.5357142857,44,-0.5,0,-0.18
1,1750,4.804392588,4.569536424,286,-0.18,0,-0.18,0,222,-0.4392587509,-0.4900662252,44,-0.18,0,-0.18
0,902,1.894303363,2.201465201,286,0.98,0,-0.51,0,232,-0.4049416609,-0.4569536424,46,-0.18,0,-0.18
1,596,0.8442004118,0.6677852349,286,-0.29,0,-0.64,0,322,-0.09608785175,0.07692307692,48,0.98,0,-0.51
0,692,1.173644475,0.8011363636,286,0.45,0,,0,192,-0.5422100206,-0.6076923077,50,1.04,1,-1.07
1,678,1.125600549,0.7613636364,286,0.45,0,,0,1194,2.896362388,3.271062271,50,0.98,0,-0.51
0,398,0.1647220316,-0.1037735849,288,-0.13,0,-0.36,1,200,-0.5147563487,-0.7264150943,52,-0.13,0,-0.36
0,984,2.1757035,1.738993711,288,-0.13,0,-0.36,0,200,-0.5147563487,-0.5629139073,52,-0.18,0,-0.18
1,212,-0.4735758408,-0.4285714286,288,-0.5,0,-0.18,0,120,-0.7892930679,-0.6192468619,52,-1.75,-1,1.01
0,700,1.201098147,1.092715232,288,-0.18,0,-0.18,1,256,-0.3225806452,-0.1648351648,54,0.98,0,-0.51
1,732,1.310912835,1.124161074,288,-0.29,0,-0.64,0,224,-0.4323953329,-0.4846153846,56,1.04,1,-1.07
0,848,1.708991078,2.591111111,288,,0,,1,674,1.111873713,1.246153846,56,1.04,1,-1.07
1,840,1.681537406,1.221590909,288,0.45,0,,0,310,-0.1372683596,-0.3805031447,56,-0.13,0,-0.36
1,408,0.1990391215,0.7391304348,290,-0.5,0,2.3,1,234,-0.398078243,-0.6194968553,56,-0.13,0,-0.36
0,828,1.640356898,1.248427673,290,-0.13,0,-0.36,1,236,-0.391214825,-0.3214285714,56,-0.5,0,-0.18
0,818,1.606039808,1.216981132,290,-0.13,0,-0.36,0,170,-0.6177076184,-0.6622516556,56,-0.18,0,-0.18
0,684,1.146190803,1.678571429,290,-0.5,0,-0.18,1,238,-0.384351407,-0.4370860927,58,-0.18,0,-0.18
0,262,-0.3019903912,-0.357615894,290,-0.18,0,-0.18,0,848,1.708991078,2.003663004,58,0.98,0,-0.51
1,870,1.784488675,1.655629139,290,-0.18,0,-0.18,1,154,-0.6726149623,-0.7195467422,58,-0.89,0,0.35
0,374,0.08236101579,-0.09631728045,290,-0.89,0,0.35,0,268,-0.2814001373,-0.4034090909,58,0.45,0,
0,800,1.544269046,1.107954545,290,0.45,0,,0,128,-0.761839396,-0.8035714286,60,-0.5,0,-0.18
0,946,2.045298559,1.522727273,290,0.45,0,,1,44,-1.050102951,-0.9413919414,60,0.98,0,-0.51
1,674,1.111873713,1.633928571,292,-0.5,0,-0.18,0,1048,2.395332876,1.813031161,60,-0.89,0,0.35
1,706,1.221688401,1.112582781,292,-0.18,0,-0.18,0,288,-0.2127659574,-0.3465909091,60,0.45,0,
0,754,1.386410432,0.9801699717,292,-0.89,0,0.35,1,1434,3.719972546,2.906515581,62,-0.89,0,0.35
0,692,1.173644475,0.8011363636,292,0.45,0,,0,100,-0.8579272478,-0.7029288703,62,-1.75,-1,1.01
1,722,1.276595745,0.9150943396,294,-0.13,0,-0.36,0,154,-0.6726149623,-0.6875,64,-0.5,0,-0.18
1,932,1.997254633,1.575471698,294,-0.13,0,-0.36,0,172,-0.6108442004,-0.6071428571,64,-0.5,0,-0.18
0,262,-0.3019903912,-0.2053571429,294,-0.5,0,-0.18,1,310,-0.1372683596,-0.2919463087,66,-0.29,0,-0.64
1,1306,3.280713795,3.099337748,294,-0.18,0,-0.18,0,170,-0.6177076184,-0.6742209632,66,-0.89,0,0.35
1,730,1.304049417,1.19205298,294,-0.18,0,-0.18,1,146,-0.7000686342,-0.7846153846,68,1.04,1,-1.07
1,748,1.365820178,1.177852349,294,-0.29,0,-0.64,1,214,-0.4667124228,-0.6823899371,68,-0.13,0,-0.36
0,168,-0.6245710364,-0.3043478261,296,-0.5,0,2.3,1,236,-0.391214825,-0.6132075472,68,-0.13,0,-0.36
1,516,0.5696636925,1.208695652,296,-0.5,0,2.3,0,202,-0.5078929307,-0.4732142857,68,-0.5,0,-0.18
1,700,1.201098147,1.346153846,296,1.04,1,-1.07,1,216,-0.4598490048,-0.5153846154,70,1.04,1,-1.07
1,970,2.127659574,1.694968553,296,-0.13,0,-0.36,0,228,-0.4186684969,-0.3571428571,70,-0.5,0,-0.18
0,276,-0.2539464653,-0.1428571429,296,-0.5,0,-0.18,0,410,0.2059025395,0.4553571429,70,-0.5,0,-0.18
0,690,1.166781057,1.705357143,296,-0.5,0,-0.18,1,62,-0.9883321894,-1.098214286,70,-0.5,0,-0.18
0,476,0.4323953329,0.3509933775,296,-0.18,0,-0.18,0,82,-0.9196980096,-0.9536423841,70,-0.18,0,-0.18
1,192,-0.5422100206,-0.5894039735,296,-0.18,0,-0.18,1,170,-0.6177076184,-0.6818181818,72,0.45,0,
1,188,-0.5559368566,-0.6026490066,296,-0.18,0,-0.18,0,154,-0.6726149623,-0.6875,74,-0.5,0,-0.18
0,280,-0.2402196294,0.05020920502,296,-1.75,-1,1.01,1,194,-0.5353466026,-0.5089285714,74,-0.5,0,-0.18
0,70,-0.9608785175,-0.8284518828,296,-1.75,-1,1.01,0,200,-0.5147563487,-0.5629139073,74,-0.18,0,-0.18
0,154,-0.6726149623,-0.4769874477,296,-1.75,-1,1.01,0,206,-0.4941660947,-0.4380530973,74,1.78,1,-0.71
0,710,1.235415237,1.384615385,298,1.04,1,-1.07,1,230,-0.4118050789,-0.5113636364,74,0.45,0,
0,466,0.398078243,0.4461538462,298,1.04,1,-1.07,1,706,1.221688401,1.776785714,76,-0.5,0,-0.18
0,1096,2.560054907,2.091194969,298,-0.13,0,-0.36,1,134,-0.7412491421,-0.776203966,76,-0.89,0,0.35
0,772,1.448181194,2.071428571,298,-0.5,0,-0.18,0,746,1.35895676,1.951327434,76,1.78,1,-0.71
1,294,-0.1921757035,-0.0625,298,-0.5,0,-0.18,0,214,-0.4667124228,-0.6140939597,78,-0.29,0,-0.64
1,756,1.39327385,2,298,-0.5,0,-0.18,1,922,1.962937543,1.456090652,78,-0.89,0,0.35
1,928,1.983527797,2.767857143,298,-0.5,0,-0.18,1,142,-0.7137954701,-0.7535410765,80,-0.89,0,0.35
1,2106,6.026080988,5.748344371,298,-0.18,0,-0.18,1,186,-0.5628002745,-0.6288951841,80,-0.89,0,0.35
0,778,1.468771448,1.27852349,298,-0.29,0,-0.64,0,184,-0.5696636925,-0.5535714286,82,-0.5,0,-0.18
0,990,2.196293754,1.648725212,298,-0.89,0,0.35,1,132,-0.7481125601,-0.7857142857,82,-0.5,0,-0.18
1,164,-0.6382978723,-0.3217391304,300,-0.5,0,2.3,0,250,-0.3431708991,-0.5691823899,84,-0.13,0,-0.36
0,1500,3.94646534,4.423076923,300,1.04,1,-1.07,0,224,-0.4323953329,-0.4834437086,84,-0.18,0,-0.18
0,754,1.386410432,1.01572327,300,-0.13,0,-0.36,0,188,-0.5559368566,-0.4139194139,84,0.98,0,-0.51
0,300,-0.1715854496,-0.003663003663,300,0.98,0,-0.51,0,120,-0.7892930679,-0.8158640227,84,-0.89,0,0.35
0,704,1.214824983,1.765486726,300,1.78,1,-0.71,0,186,-0.5628002745,-0.6092715232,86,-0.18,0,-0.18
1,764,1.420727522,1.047169811,302,-0.13,0,-0.36,1,458,0.370624571,0.5750915751,86,0.98,0,-0.51
0,190,-0.5490734386,-0.6946308725,302,-0.29,0,-0.64,1,730,1.304049417,0.9090909091,86,0.45,0,
1,250,-0.3431708991,-0.447592068,302,-0.89,0,0.35,0,474,0.4255319149,1.026086957,88,-0.5,0,2.3
0,746,1.35895676,0.9545454545,302,0.45,0,,1,106,-0.8373369938,-0.9384615385,88,1.04,1,-1.07
0,176,-0.5971173644,-0.2695652174,304,-0.5,0,2.3,0,160,-0.6520247083,-0.6953642384,88,-0.18,0,-0.18
0,844,1.695264242,1.5,304,-0.29,0,-0.64,1,148,-0.6932052162,-0.8355704698,92,-0.29,0,-0.64
1,914,1.935483871,1.433427762,304,-0.89,0,0.35,1,282,-0.2333562114,-0.3859060403,94,-0.29,0,-0.64
1,720,1.269732327,0.8806818182,304,0.45,0,,1,114,-0.8098833219,-0.8476821192,96,-0.18,0,-0.18
0,868,1.777625257,2.739130435,308,-0.5,0,2.3,0,436,0.2951269732,0.4945054945,96,0.98,0,-0.51
0,748,1.365820178,1.964285714,308,-0.5,0,-0.18,0,204,-0.5010295127,-0.2677824268,96,-1.75,-1,1.01
0,730,1.304049417,1.883928571,308,-0.5,0,-0.18,1,118,-0.7961564859,-0.8295454545,96,0.45,0,
0,86,-0.9059711736,-0.940397351,308,-0.18,0,-0.18,1,1322,3.335621139,3.152317881,98,-0.18,0,-0.18
0,220,-0.4461221688,-0.5939597315,308,-0.29,0,-0.64,0,172,-0.6108442004,-0.6761363636,98,0.45,0,
1,726,1.290322581,1.104026846,308,-0.29,0,-0.64,0,420,0.2402196294,0.4358974359,100,0.98,0,-0.51
0,234,-0.398078243,-0.1377777778,308,,0,,1,426,0.2608098833,0.4578754579,102,0.98,0,-0.51
0,788,1.503088538,1.122641509,310,-0.13,0,-0.36,0,150,-0.6863417982,-0.8288590604,102,-0.29,0,-0.64
0,180,-0.5833905285,-0.7893081761,310,-0.13,0,-0.36,0,136,-0.7343857241,-0.7784090909,102,0.45,0,
1,380,0.1029512697,-0.05704697987,310,-0.29,0,-0.64,1,316,-0.1166781057,-0.178807947,104,-0.18,0,-0.18
1,208,-0.4873026767,-0.6342281879,310,-0.29,0,-0.64,1,154,-0.6726149623,-0.5384615385,104,0.98,0,-0.51
0,718,1.262868909,0.8781869688,310,-0.89,0,0.35,1,140,-0.7206588881,-0.8624161074,104,-0.29,0,-0.64
0,854,1.729581332,1.261363636,310,0.45,0,,0,174,-0.6039807824,-0.6704545455,104,0.45,0,
0,1250,3.088538092,2.575471698,312,-0.13,0,-0.36,0,194,-0.5353466026,-0.6,106,1.04,1,-1.07
0,92,-0.8853809197,-1.066037736,312,-0.13,0,-0.36,0,184,-0.5696636925,-0.7147651007,106,-0.29,0,-0.64
0,952,2.065888813,1.63836478,312,-0.13,0,-0.36,1,236,-0.391214825,-0.4943181818,106,0.45,0,
0,736,1.324639671,0.9591194969,312,-0.13,0,-0.36,0,104,-0.8442004118,-0.8693181818,108,0.45,0,
1,444,0.3225806452,0.5238095238,312,0.98,0,-0.51,0,152,-0.6794783802,-0.7615384615,110,1.04,1,-1.07
0,454,0.3568977351,0.84,312,,0,,1,240,-0.377487989,-0.3035714286,110,-0.5,0,-0.18
0,266,-0.2882635553,0.004444444444,312,,0,,0,72,-0.9540150995,-0.9518413598,110,-0.89,0,0.35
0,1318,3.321894303,2.789308176,314,-0.13,0,-0.36,0,196,-0.5284831846,-0.6005665722,112,-0.89,0,0.35
1,806,1.5648593,1.179245283,314,-0.13,0,-0.36,0,156,-0.6657515443,-0.7138810198,112,-0.89,0,0.35
0,696,1.187371311,1.732142857,314,-0.5,0,-0.18,0,110,-0.8236101579,-0.5565217391,114,-0.5,0,2.3
0,44,-1.050102951,-1.079470199,314,-0.18,0,-0.18,0,226,-0.4255319149,-0.3660714286,114,-0.5,0,-0.18
1,584,0.8030199039,0.6275167785,314,-0.29,0,-0.64,0,234,-0.398078243,-0.5,114,0.45,0,
0,718,1.262868909,0.875,314,0.45,0,,1,182,-0.5765271105,-0.6477272727,114,0.45,0,
0,1156,2.765957447,3.991304348,316,-0.5,0,2.3,0,178,-0.5902539465,-0.6615384615,116,1.04,1,-1.07
0,776,1.46190803,1.08490566,316,-0.13,0,-0.36,0,802,1.551132464,1.738461538,118,1.04,1,-1.07
