RECORDING_SESSION_LABEL,TRIAL_INDEX,image,image_type,image_num,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y
p10,347,raw,non,1086,2998,11,11,883.6,500.7
p11,358,raw,non,1086,80,4,1,952.3,493.6
p11,358,raw,non,1086,298,4,2,907.6,520.1
p11,358,raw,non,1086,1416,4,3,935.3,444
p11,358,raw,non,1086,2878,4,4,972,515.7
p12,342,raw,non,1086,10,10,1,866.7,499.8
p12,342,raw,non,1086,214,10,2,968.4,493.6
p12,342,raw,non,1086,988,10,3,984.7,440
p12,342,raw,non,1086,1182,10,4,970.4,367.1
p12,342,raw,non,1086,1524,10,5,1208.3,385.5
p12,342,raw,non,1086,1754,10,6,1006,436.9
p12,342,raw,non,1086,2046,10,7,884.1,429.2
p12,342,raw,non,1086,2236,10,8,778.2,401.2
p12,342,raw,non,1086,2600,10,9,1147.9,251.5
p12,342,raw,non,1086,2966,10,10,927.4,264.2
p13,365,raw,non,1086,10,9,1,822.3,542.5
p13,365,raw,non,1086,240,9,2,950.3,530.7
p13,365,raw,non,1086,962,9,3,906.4,461.3
p13,365,raw,non,1086,1180,9,4,795.7,432
p13,365,raw,non,1086,1536,9,5,951.9,389.4
p13,365,raw,non,1086,1784,9,6,1168.3,400.6
p13,365,raw,non,1086,1990,9,7,1240.5,423.8
p13,365,raw,non,1086,2448,9,8,945.7,496.6
p13,365,raw,non,1086,2772,9,9,893.9,593.5
p14,371,raw,non,1086,10,4,1,775.4,560.3
p14,371,raw,non,1086,1722,4,2,643.2,1014.2
p14,371,raw,non,1086,2084,4,3,783.4,723.9
p14,371,raw,non,1086,2132,4,4,963.5,507.4
p15,349,raw,non,1086,10,6,1,964.7,394.4
p15,349,raw,non,1086,336,6,2,982,513.3
p15,349,raw,non,1086,1092,6,3,989.5,429.3
p15,349,raw,non,1086,1560,6,4,1034.6,482.7
p15,349,raw,non,1086,2058,6,5,1028.3,528
p15,349,raw,non,1086,2524,6,6,1051.1,475.2
p16,360,raw,non,1086,10,7,1,775.6,499.1
p16,360,raw,non,1086,216,7,2,938.5,554.7
p16,360,raw,non,1086,1082,7,3,969,479.6
p16,360,raw,non,1086,1732,7,4,1203.1,468.2
p16,360,raw,non,1086,2084,7,5,947.5,466.3
p16,360,raw,non,1086,2290,7,6,793.1,470.7
p16,360,raw,non,1086,2720,7,7,861.3,484.9
P7,367,raw,non,1086,10,8,1,1056.5,395.6
P7,367,raw,non,1086,262,8,2,973.6,461
P7,367,raw,non,1086,1226,8,3,955.4,461.1
P7,367,raw,non,1086,1572,8,4,1003.7,466.5
P7,367,raw,non,1086,1888,8,5,1185.9,503.5
P7,367,raw,non,1086,2144,8,6,1014.5,471.1
P7,367,raw,non,1086,2550,8,7,1226.6,287.4
P7,367,raw,non,1086,2762,8,8,974.2,500.3
P7,368,raw,non,1086,10,8,1,971.5,495.2
P7,368,raw,non,1086,812,8,2,957.4,378.3
P7,368,raw,non,1086,1158,8,3,787.1,437.5
P7,368,raw,non,1086,1394,8,4,922.1,517
P7,368,raw,non,1086,1676,8,5,1218.7,360.9
P7,368,raw,non,1086,2048,8,6,880.3,467.1
P7,368,raw,non,1086,2370,8,7,994.6,344.3
P7,368,raw,non,1086,2802,8,8,1230.3,360.9
p9,411,raw,non,1086,10,6,1,948.5,422.8
p9,411,raw,non,1086,278,6,2,969.9,500.7
p9,411,raw,non,1086,1360,6,3,803.9,511.6
p9,411,raw,non,1086,1932,6,4,941,600.7
p9,411,raw,non,1086,2364,6,5,801.6,563.9
p9,411,raw,non,1086,2710,6,6,884,540.9
p10,343,raw,non,1067,10,7,1,1021.1,396.3
p10,343,raw,non,1067,186,7,2,979.1,577.4
p10,343,raw,non,1067,912,7,3,871.4,585.1
p10,343,raw,non,1067,1168,7,4,879,509.2
p10,343,raw,non,1067,1508,7,5,1188.4,375.6
p10,343,raw,non,1067,1678,7,6,1226.1,352.5
p10,343,raw,non,1067,2580,7,7,758.2,361.2
p11,354,raw,non,1067,10,6,1,988.6,501.9
p11,354,raw,non,1067,214,6,2,914,514.2
p11,354,raw,non,1067,1116,6,3,808.2,540.5
p11,354,raw,non,1067,1830,6,4,1171.2,382.9
p11,354,raw,non,1067,2284,6,5,859.1,323.2
p11,354,raw,non,1067,2902,6,6,883.2,541.5
p12,338,raw,non,1067,10,11,1,939.6,483.7
p12,338,raw,non,1067,258,11,2,959,500.8
p12,338,raw,non,1067,958,11,3,905.6,460.7
p12,338,raw,non,1067,1098,11,4,848.5,504.5
p12,338,raw,non,1067,1336,11,5,855.3,554.2
p12,338,raw,non,1067,1578,11,6,990,478.7
p12,338,raw,non,1067,1700,11,7,1207.2,344.1
p12,338,raw,non,1067,2280,11,8,1073.7,449.2
p12,338,raw,non,1067,2570,11,9,1195.9,360.1
p12,338,raw,non,1067,2724,11,10,825.6,512.2
p12,338,raw,non,1067,2952,11,11,819,586.2
p13,361,raw,non,1067,10,10,1,745.7,334.4
p13,361,raw,non,1067,244,10,2,941.2,511.7
p13,361,raw,non,1067,994,10,3,849.7,539.5
p13,361,raw,non,1067,1216,10,4,809.6,541.7
p13,361,raw,non,1067,1420,10,5,1019.7,553.9
p13,361,raw,non,1067,1618,10,6,1088.1,527.1
p13,361,raw,non,1067,1750,10,7,1225.1,354.8
p13,361,raw,non,1067,2360,10,8,1043,318
p13,361,raw,non,1067,2604,10,9,1097,482.3
p13,361,raw,non,1067,2932,10,10,1061.8,469.4
p14,367,raw,non,1067,10,7,1,941.7,579.1
p14,367,raw,non,1067,812,7,2,862.7,590.5
p14,367,raw,non,1067,1324,7,3,813.4,582.2
p14,367,raw,non,1067,1624,7,4,1178.6,416.1
p14,367,raw,non,1067,2104,7,5,840.1,594
p14,367,raw,non,1067,2322,7,6,795.9,601.5
p14,367,raw,non,1067,2870,7,7,886.3,586
p15,345,raw,non,1067,10,5,1,754.4,333.7
p15,345,raw,non,1067,286,5,2,880.5,411.2
p15,345,raw,non,1067,542,5,3,784.1,366.1
p15,345,raw,non,1067,1724,5,4,960.9,531
p15,345,raw,non,1067,2540,5,5,858.7,523.6
p16,356,raw,non,1067,20,10,1,193.5,362.4
p16,356,raw,non,1067,134,10,2,844.4,504.1
p16,356,raw,non,1067,208,10,3,939.2,546.8
p16,356,raw,non,1067,632,10,4,911.2,447
p16,356,raw,non,1067,794,10,5,934.3,508.8
p16,356,raw,non,1067,1250,10,6,-585.7,1179.4
p16,356,raw,non,1067,1678,10,7,836.7,367
p16,356,raw,non,1067,1798,10,8,899.8,488.1
p16,356,raw,non,1067,1994,10,9,949.1,533.8
p16,356,raw,non,1067,2830,10,10,846.5,555
P7,362,raw,non,1067,10,8,1,952.5,390.4
P7,362,raw,non,1067,360,8,2,966,497.3
P7,362,raw,non,1067,1170,8,3,874.9,491.8
P7,362,raw,non,1067,1438,8,4,1242.5,279.2
P7,362,raw,non,1067,2072,8,5,1137.2,411.2
P7,362,raw,non,1067,2390,8,6,869.1,505.8
P7,362,raw,non,1067,2626,8,7,868.2,548.1
P7,362,raw,non,1067,2886,8,8,871.6,444.2
p9,407,raw,non,1067,10,10,1,871.4,411.2
p9,407,raw,non,1067,198,10,2,934.9,481.7
p9,407,raw,non,1067,732,10,3,895.9,481.5
p9,407,raw,non,1067,1000,10,4,844.6,474.9
p9,407,raw,non,1067,1678,10,5,900.1,495.9
p9,407,raw,non,1067,1986,10,6,1261.5,309.4
p9,407,raw,non,1067,2154,10,7,1194.2,300.4
p9,407,raw,non,1067,2352,10,8,870.4,523.9
p9,407,raw,non,1067,2750,10,9,831,488.5
p9,407,raw,non,1067,2956,10,10,914.4,480.7
p10,339,raw,non,1066,10,13,1,1072.4,511.6
p10,339,raw,non,1066,88,13,2,1028.8,634.7
p10,339,raw,non,1066,278,13,3,972.6,591.1
p10,339,raw,non,1066,1286,13,4,820.8,608.9
p10,339,raw,non,1066,1486,13,5,781,558
p10,339,raw,non,1066,1692,13,6,854.9,545.7
p10,339,raw,non,1066,1854,13,7,907.8,723.9
p10,339,raw,non,1066,2052,13,8,795.5,652.9
p10,339,raw,non,1066,2274,13,9,770.1,644.8
p10,339,raw,non,1066,2450,13,10,780.6,599.4
p10,339,raw,non,1066,2626,13,11,843.4,716
p10,339,raw,non,1066,2744,13,12,787.5,694.4
p10,339,raw,non,1066,2938,13,13,1137.7,517.1
p11,350,raw,non,1066,10,8,1,923.9,737.4
p11,350,raw,non,1066,220,8,2,918.2,538.2
p11,350,raw,non,1066,1082,8,3,1067.8,460.1
p11,350,raw,non,1066,1570,8,4,1133.7,455.8
p11,350,raw,non,1066,2122,8,5,950.7,471.3
p11,350,raw,non,1066,2326,8,6,796.1,554.8
p11,350,raw,non,1066,2590,8,7,763.8,604.8
p11,350,raw,non,1066,2876,8,8,812.2,667.7
p12,333,raw,non,1066,16,9,1,1006.9,489.7
p12,333,raw,non,1066,286,9,2,968.3,500.2
p12,333,raw,non,1066,1014,9,3,839,489.2
p12,333,raw,non,1066,1342,9,4,736.2,508.2
p12,333,raw,non,1066,1538,9,5,805.5,580.1
p12,333,raw,non,1066,1988,9,6,778,616.3
p12,333,raw,non,1066,2326,9,7,1057.2,463.8
p12,333,raw,non,1066,2580,9,8,1198.5,492.2
p12,333,raw,non,1066,2866,9,9,1128.3,364
p13,357,raw,non,1066,10,10,1,876,559.1
p13,357,raw,non,1066,208,10,2,994.1,584.6
p13,357,raw,non,1066,1014,10,3,877.3,592.4
p13,357,raw,non,1066,1194,10,4,1082.6,608.1
p13,357,raw,non,1066,1486,10,5,871.5,605.2
p13,357,raw,non,1066,1834,10,6,765.6,633.7
p13,357,raw,non,1066,2116,10,7,852.9,690.4
p13,357,raw,non,1066,2396,10,8,1213,712.6
p13,357,raw,non,1066,2670,10,9,1193,545.9
p13,357,raw,non,1066,2976,10,10,1134.4,501
p14,363,raw,non,1066,10,8,1,922.2,558
p14,363,raw,non,1066,1124,8,2,796.5,572.5
p14,363,raw,non,1066,1256,8,3,744.1,623.3
p14,363,raw,non,1066,1618,8,4,785,696.6
p14,363,raw,non,1066,1836,8,5,706.1,676.8
p14,363,raw,non,1066,2172,8,6,1028,557.9
p14,363,raw,non,1066,2586,8,7,796,590.4
p14,363,raw,non,1066,2770,8,8,726.8,623
p15,341,raw,non,1066,10,8,1,939,543.7
p15,341,raw,non,1066,328,8,2,978.4,523.1
p15,341,raw,non,1066,1110,8,3,793.5,565
p15,341,raw,non,1066,1450,8,4,1083.8,495.8
p15,341,raw,non,1066,1770,8,5,1167.5,413.5
p15,341,raw,non,1066,2368,8,6,1033.5,462.6
p15,341,raw,non,1066,2566,8,7,867.9,663.8
p15,341,raw,non,1066,2834,8,8,795.2,667.4
p16,350,raw,non,1066,10,5,1,956.2,514.6
p16,350,raw,non,1066,1002,5,2,845.1,586.5
p16,350,raw,non,1066,1170,5,3,805.7,709.6
p16,350,raw,non,1066,1540,5,4,796,645
p16,350,raw,non,1066,2790,5,5,845.7,591.4
P7,358,raw,non,1066,10,9,1,906.1,553.1
P7,358,raw,non,1066,114,9,2,936.1,488.5
P7,358,raw,non,1066,880,9,3,805.1,593
P7,358,raw,non,1066,1436,9,4,876.8,678
P7,358,raw,non,1066,1724,9,5,787.1,660.8
P7,358,raw,non,1066,2066,9,6,849.6,626.5
P7,358,raw,non,1066,2266,9,7,764.3,554.5
P7,358,raw,non,1066,2450,9,8,1170.1,416.9
P7,358,raw,non,1066,2874,9,9,1149.3,394.1
p9,402,raw,non,1066,10,7,1,933,474.9
p9,402,raw,non,1066,254,7,2,937.9,536.2
p9,402,raw,non,1066,1272,7,3,1070.9,485.1
p9,402,raw,non,1066,1694,7,4,1135.5,483.6
p9,402,raw,non,1066,2090,7,5,1148.6,520
p9,402,raw,non,1066,2436,7,6,1134.5,456.5
p9,402,raw,non,1066,2710,7,7,1206.3,387.2
p10,335,raw,non,1065,10,9,1,866.7,419
p10,335,raw,non,1065,174,9,2,957,566.8
p10,335,raw,non,1065,896,9,3,839,615.5
p10,335,raw,non,1065,1132,9,4,844.2,676
p10,335,raw,non,1065,1352,9,5,716,678.7
p10,335,raw,non,1065,1724,9,6,846.7,513.8
p10,335,raw,non,1065,2106,9,7,1170.6,534
p10,335,raw,non,1065,2282,9,8,1243.4,548.8
p10,335,raw,non,1065,2930,9,9,1166.2,584.7
p11,346,raw,non,1065,10,4,1,907,475.6
p11,346,raw,non,1065,336,4,2,927,523.6
p11,346,raw,non,1065,1142,4,3,872.9,628.7
p11,346,raw,non,1065,2088,4,4,1211.1,524.3
p12,329,raw,non,1065,0,11,1,898,783.7
p12,329,raw,non,1065,58,11,2,982.8,386.2
p12,329,raw,non,1065,98,11,3,927.2,445.1
p12,329,raw,non,1065,262,11,4,969.2,485.7
p12,329,raw,non,1065,1000,11,5,795.6,544.3
p12,329,raw,non,1065,1248,11,6,846.3,556.6
p12,329,raw,non,1065,1466,11,7,842.8,461.5
p12,329,raw,non,1065,1786,11,8,1164.4,521
p12,329,raw,non,1065,1904,11,9,662.7,623.7
p12,329,raw,non,1065,2336,11,10,790.5,626.3
p12,329,raw,non,1065,2532,11,11,885.2,605.1
p13,353,raw,non,1065,10,10,1,1002,436.5
p13,353,raw,non,1065,232,10,2,940.5,534.7
p13,353,raw,non,1065,944,10,3,752.1,631.2
p13,353,raw,non,1065,1234,10,4,989.9,599
p13,353,raw,non,1065,1434,10,5,837,643.4
p13,353,raw,non,1065,1708,10,6,690.6,668.3
p13,353,raw,non,1065,2092,10,7,874.2,640
p13,353,raw,non,1065,2268,10,8,976.4,548.3
p13,353,raw,non,1065,2518,10,9,1220.8,582.2
p13,353,raw,non,1065,2806,10,10,1284.2,599.6
p14,359,raw,non,1065,10,9,1,958.5,570.8
p14,359,raw,non,1065,820,9,2,897.6,603.3
p14,359,raw,non,1065,1068,9,3,830.3,647.1
p14,359,raw,non,1065,1392,9,4,1234.7,612.1
p14,359,raw,non,1065,1500,9,5,1224.4,699.8
p14,359,raw,non,1065,2042,9,6,914.1,553
p14,359,raw,non,1065,2308,9,7,845.5,604.6
p14,359,raw,non,1065,2528,9,8,880.1,527.4
p14,359,raw,non,1065,2778,9,9,1222,522.2
p15,337,raw,non,1065,10,5,1,1059.5,677.9
p15,337,raw,non,1065,1268,5,2,1057.5,569
p15,337,raw,non,1065,1480,5,3,976.4,525
p15,337,raw,non,1065,2272,5,4,738.9,624.8
p15,337,raw,non,1065,2666,5,5,910.4,532.6
p16,345,raw,non,1065,10,5,1,939.1,616.4
p16,345,raw,non,1065,208,5,2,943.8,560.8
p16,345,raw,non,1065,1232,5,3,874.3,495.7
p16,345,raw,non,1065,1368,5,4,844,660.2
p16,345,raw,non,1065,1964,5,5,964.1,468.1
P7,354,raw,non,1065,10,8,1,1026.5,529.1
P7,354,raw,non,1065,322,8,2,976.6,533.1
P7,354,raw,non,1065,1066,8,3,820,607.5
P7,354,raw,non,1065,1358,8,4,733.7,652.4
P7,354,raw,non,1065,1734,8,5,875.9,660.1
P7,354,raw,non,1065,2158,8,6,1278.6,500.9
P7,354,raw,non,1065,2506,8,7,1339.5,335
P7,354,raw,non,1065,2746,8,8,1238,354.3
p9,397,raw,non,1065,10,11,1,932.3,468.2
p9,397,raw,non,1065,266,11,2,931,506.9
p9,397,raw,non,1065,506,11,3,965.8,515.8
p9,397,raw,non,1065,728,11,4,899.9,519.5
p9,397,raw,non,1065,1046,11,5,937.2,535.4
p9,397,raw,non,1065,1274,11,6,904.2,525.3
p9,397,raw,non,1065,1492,11,7,933.2,520
p9,397,raw,non,1065,1778,11,8,871.2,525.3
p9,397,raw,non,1065,2000,11,9,903.5,543.7
p9,397,raw,non,1065,2418,11,10,858.2,537
p9,397,raw,non,1065,2822,11,11,880.4,525.4
p9,398,raw,non,1065,10,10,1,536.6,600.1
p9,398,raw,non,1065,134,10,2,998.6,617
p9,398,raw,non,1065,336,10,3,946.2,582.3
p9,398,raw,non,1065,1048,10,4,776.8,572.7
p9,398,raw,non,1065,1104,10,5,819.8,630.8
p9,398,raw,non,1065,1620,10,6,844.8,563.3
p9,398,raw,non,1065,1998,10,7,762.2,630.4
p9,398,raw,non,1065,2386,10,8,674.9,627.5
p9,398,raw,non,1065,2760,10,9,1107.9,568.5
p9,398,raw,non,1065,2946,10,10,1212.1,583.9
p10,331,raw,non,1062,10,7,1,978.3,587.5
p10,331,raw,non,1062,814,7,2,1267.6,641.3
p10,331,raw,non,1062,1062,7,3,777,549.3
p10,331,raw,non,1062,1254,7,4,707.9,544.3
p10,331,raw,non,1062,1504,7,5,1010.6,571.5
p10,331,raw,non,1062,2364,7,6,1113.1,513.6
p10,331,raw,non,1062,2866,7,7,1314.2,613.3
p11,342,raw,non,1062,10,4,1,941,541
p11,342,raw,non,1062,794,4,2,1212.5,624.3
p11,342,raw,non,1062,1220,4,3,717.1,566.1
p11,342,raw,non,1062,1476,4,4,664.7,567.5
p12,325,raw,non,1062,10,8,1,954.4,501.1
p12,325,raw,non,1062,272,8,2,984.6,486.9
p12,325,raw,non,1062,1090,8,3,686.7,521.4
p12,325,raw,non,1062,1442,8,4,1224.1,577.6
p12,325,raw,non,1062,1778,8,5,996.2,549.1
p12,325,raw,non,1062,2472,8,6,1080.3,507.5
p12,325,raw,non,1062,2580,8,7,629.7,505.4
p12,325,raw,non,1062,2990,8,8,665,503.1
p13,349,raw,non,1062,10,8,1,944.5,487.5
p13,349,raw,non,1062,272,8,2,965.2,568.3
p13,349,raw,non,1062,1038,8,3,654.2,592.8
p13,349,raw,non,1062,1480,8,4,932.6,595.1
p13,349,raw,non,1062,1696,8,5,1018.3,581.9
p13,349,raw,non,1062,1948,8,6,1242.9,584.7
p13,349,raw,non,1062,2354,8,7,1265.7,631.6
p13,349,raw,non,1062,2780,8,8,1175.9,599.2
p14,353,raw,non,1062,10,9,1,965.8,555.1
p14,353,raw,non,1062,812,9,2,1156,645.8
p14,353,raw,non,1062,1112,9,3,978,660.3
p14,353,raw,non,1062,1324,9,4,1133.9,597.5
p14,353,raw,non,1062,1494,9,5,834.9,609.5
p14,353,raw,non,1062,1964,9,6,1071.5,589
p14,353,raw,non,1062,2406,9,7,1155.7,630.9
p14,353,raw,non,1062,2642,9,8,848.4,617.8
p14,353,raw,non,1062,2880,9,9,985.7,615.4
p15,333,raw,non,1062,10,11,1,927.3,487.9
p15,333,raw,non,1062,234,11,2,990.6,547.6
p15,333,raw,non,1062,1034,11,3,935.1,567
p15,333,raw,non,1062,1132,11,4,1253.2,639.2
p15,333,raw,non,1062,1692,11,5,699.2,613.7
p15,333,raw,non,1062,2028,11,6,745.6,582.3
p15,333,raw,non,1062,2374,11,7,526,514
p15,333,raw,non,1062,2508,11,8,526.8,513.1
p15,333,raw,non,1062,2642,11,9,525.4,531
p15,333,raw,non,1062,2782,11,10,1238.5,614.5
p15,333,raw,non,1062,2900,11,11,1303.6,624.2
p16,341,raw,non,1062,10,4,1,1009.8,503.4
p16,341,raw,non,1062,610,4,2,939.4,541.6
p16,341,raw,non,1062,1426,4,3,1154.6,562.2
p16,341,raw,non,1062,2244,4,4,2144.6,317.8
P7,350,raw,non,1062,10,10,1,1026,424.6
P7,350,raw,non,1062,188,10,2,989.5,522.9
P7,350,raw,non,1062,952,10,3,1286.6,602.8
P7,350,raw,non,1062,1218,10,4,712.1,561.8
P7,350,raw,non,1062,1502,10,5,1012.6,554.5
P7,350,raw,non,1062,1800,10,6,716,545.7
P7,350,raw,non,1062,2148,10,7,1049.4,550.8
P7,350,raw,non,1062,2388,10,8,1339.1,600.8
P7,350,raw,non,1062,2742,10,9,1101.7,555
P7,350,raw,non,1062,2954,10,10,1038.1,575.5
p9,391,raw,non,1062,10,14,1,944.7,424.1
p9,391,raw,non,1062,244,14,2,965.3,491.6
p9,391,raw,non,1062,714,14,3,914,502.8
p9,391,raw,non,1062,828,14,4,968.6,524
p9,391,raw,non,1062,1030,14,5,918.9,551.5
p9,391,raw,non,1062,1428,14,6,942.9,564.3
p9,391,raw,non,1062,1582,14,7,889.8,553.3
p9,391,raw,non,1062,1778,14,8,940.7,554.2
p9,391,raw,non,1062,1960,14,9,885.7,550.5
p9,391,raw,non,1062,2130,14,10,948.2,550.8
p9,391,raw,non,1062,2302,14,11,893.1,538.2
p9,391,raw,non,1062,2476,14,12,914.5,537.6
p9,391,raw,non,1062,2736,14,13,931.5,555.2
p9,391,raw,non,1062,2860,14,14,883.8,564.6
p9,392,raw,non,1062,10,8,1,867.3,511.8
p9,392,raw,non,1062,260,8,2,932.3,529.3
p9,392,raw,non,1062,1132,8,3,995.8,574.6
p9,392,raw,non,1062,1386,8,4,759.9,578.9
p9,392,raw,non,1062,1618,8,5,1175.7,664.7
p9,392,raw,non,1062,1966,8,6,1226.5,617
p9,392,raw,non,1062,2392,8,7,658.9,532.5
p9,392,raw,non,1062,2890,8,8,1148,630.8
p10,327,raw,non,1057,10,7,1,924.2,462.4
p10,327,raw,non,1057,206,7,2,967.8,568.9
p10,327,raw,non,1057,958,7,3,1141.1,557.8
p10,327,raw,non,1057,1244,7,4,1104.9,562.7
p10,327,raw,non,1057,1448,7,5,807.8,477.2
p10,327,raw,non,1057,1666,7,6,756.3,456.3
p10,327,raw,non,1057,2646,7,7,985.3,465.1
p11,338,raw,non,1057,10,7,1,923.8,512.2
p11,338,raw,non,1057,764,7,2,1084.4,533.6
p11,338,raw,non,1057,1172,7,3,1043.1,535
p11,338,raw,non,1057,1518,7,4,1008.5,534
p11,338,raw,non,1057,1690,7,5,745.3,489.4
p11,338,raw,non,1057,2402,7,6,1045.7,529.1
p11,338,raw,non,1057,2986,7,7,1080.5,622.2
p12,321,raw,non,1057,10,8,1,987.5,413.9
p12,321,raw,non,1057,220,8,2,972.3,473
p12,321,raw,non,1057,1232,8,3,1076.5,476.3
p12,321,raw,non,1057,1538,8,4,1120.3,462.9
p12,321,raw,non,1057,1744,8,5,779.1,438
p12,321,raw,non,1057,2254,8,6,762.1,395.1
p12,321,raw,non,1057,2456,8,7,1121.3,486
p12,321,raw,non,1057,2708,8,8,1191.6,475.6
p13,345,raw,non,1057,22,7,1,937.8,406.2
p13,345,raw,non,1057,374,7,2,998.4,479.4
p13,345,raw,non,1057,1206,7,3,1138.4,567.5
p13,345,raw,non,1057,1396,7,4,1063.1,553.8
p13,345,raw,non,1057,1718,7,5,1180,533.7
p13,345,raw,non,1057,2376,7,6,784.5,476
p13,345,raw,non,1057,2676,7,7,734.9,442.7
p14,349,raw,non,1057,10,8,1,923.2,530.5
p14,349,raw,non,1057,800,8,2,1048.7,540.6
p14,349,raw,non,1057,992,8,3,1101.2,536.6
p14,349,raw,non,1057,1136,8,4,781.4,486.7
p14,349,raw,non,1057,1644,8,5,1106.1,493.7
p14,349,raw,non,1057,2050,8,6,744.5,439.9
p14,349,raw,non,1057,2690,8,7,887.8,457.6
p14,349,raw,non,1057,2802,8,8,1046.2,489.6
p15,329,raw,non,1057,10,6,1,969.4,778.7
p15,329,raw,non,1057,222,6,2,979.8,540.3
p15,329,raw,non,1057,998,6,3,1127.8,582
p15,329,raw,non,1057,1360,6,4,1188,556.9
p15,329,raw,non,1057,1648,6,5,1254.2,552.5
p15,329,raw,non,1057,1924,6,6,815.9,497
p16,337,raw,non,1057,10,3,1,276.4,285.6
p16,337,raw,non,1057,134,3,2,932.4,513.3
p16,337,raw,non,1057,938,3,3,1002.5,489.4
P7,346,raw,non,1057,10,8,1,1002.1,510.9
P7,346,raw,non,1057,246,8,2,956.7,509.9
P7,346,raw,non,1057,948,8,3,1095.8,530.1
P7,346,raw,non,1057,1174,8,4,1139.9,498.2
P7,346,raw,non,1057,1382,8,5,801.5,436.5
P7,346,raw,non,1057,1948,8,6,1130.5,478.9
P7,346,raw,non,1057,2356,8,7,1149.9,490.1
P7,346,raw,non,1057,2892,8,8,1214.2,419.2
p9,387,raw,non,1057,10,11,1,1054.1,451
p9,387,raw,non,1057,66,11,2,979.8,434.4
p9,387,raw,non,1057,290,11,3,980.5,502.5
p9,387,raw,non,1057,582,11,4,923.7,543.6
p9,387,raw,non,1057,668,11,5,968.7,566.2
p9,387,raw,non,1057,818,11,6,900.9,551.1
p9,387,raw,non,1057,1076,11,7,942,542.2
p9,387,raw,non,1057,1250,11,8,880.5,544.5
p9,387,raw,non,1057,1444,11,9,933.5,527
p9,387,raw,non,1057,2170,11,10,1095,537
p9,387,raw,non,1057,2910,11,11,1116.6,583.7
p10,323,raw,non,1049,10,10,1,940,500.7
p10,323,raw,non,1049,200,10,2,961.1,588.7
p10,323,raw,non,1049,978,10,3,807.8,444.4
p10,323,raw,non,1049,1190,10,4,840.1,638.2
p10,323,raw,non,1049,1394,10,5,825.5,722.5
p10,323,raw,non,1049,1876,10,6,1052,683.4
p10,323,raw,non,1049,2408,10,7,1013.4,700
p10,323,raw,non,1049,2626,10,8,972.5,709.9
p10,323,raw,non,1049,2790,10,9,1076.4,654.1
p10,323,raw,non,1049,2990,10,10,1072.8,477.1
p11,334,raw,non,1049,10,7,1,808,1204
p11,334,raw,non,1049,184,7,2,895.4,499
p11,334,raw,non,1049,396,7,3,938.4,517.7
p11,334,raw,non,1049,1222,7,4,1027.4,575.2
p11,334,raw,non,1049,1728,7,5,751.9,631.2
p11,334,raw,non,1049,2014,7,6,754.8,391.1
p11,334,raw,non,1049,2190,7,7,712,341.1
p12,317,raw,non,1049,10,11,1,890.9,433.3
p12,317,raw,non,1049,62,11,2,956.9,417.1
p12,317,raw,non,1049,254,11,3,965.3,487.6
p12,317,raw,non,1049,968,11,4,840.9,337.4
p12,317,raw,non,1049,1162,11,5,1041.7,358.4
p12,317,raw,non,1049,1386,11,6,1074,374.4
p12,317,raw,non,1049,1690,11,7,1215.4,383.6
p12,317,raw,non,1049,2162,11,8,1262.4,610
p12,317,raw,non,1049,2406,11,9,1246.8,567.8
p12,317,raw,non,1049,2688,11,10,828.7,656
p12,317,raw,non,1049,2994,11,11,752.5,334.8
p13,341,raw,non,1049,14,7,1,1071.3,482.6
p13,341,raw,non,1049,250,7,2,976.1,530.7
p13,341,raw,non,1049,976,7,3,1073.1,468.6
p13,341,raw,non,1049,1250,7,4,804.2,422.3
p13,341,raw,non,1049,1572,7,5,662.7,427.5
p13,341,raw,non,1049,2186,7,6,595.9,441.2
p13,341,raw,non,1049,2746,7,7,746.6,445.8
p14,345,raw,non,1049,10,8,1,934.6,542.2
p14,345,raw,non,1049,876,8,2,1026.6,474
p14,345,raw,non,1049,1122,8,3,1044.8,433.8
p14,345,raw,non,1049,1498,8,4,1049.6,564.9
p14,345,raw,non,1049,1826,8,5,919.4,509.8
p14,345,raw,non,1049,2352,8,6,743.4,451.1
p14,345,raw,non,1049,2694,8,7,958.3,578.6
p14,345,raw,non,1049,2862,8,8,1047.1,611.8
p15,325,raw,non,1049,10,8,1,1052.8,578.1
p15,325,raw,non,1049,156,8,2,1018.5,521.4
p15,325,raw,non,1049,370,8,3,984.7,572.6
p15,325,raw,non,1049,1158,8,4,816.9,430.8
p15,325,raw,non,1049,1656,8,5,1044,463.7
p15,325,raw,non,1049,1992,8,6,1104.9,619.1
p15,325,raw,non,1049,2282,8,7,999.9,657.7
p15,325,raw,non,1049,2926,8,8,897.2,732.1
p16,333,raw,non,1049,22,6,1,1436.8,1191.8
p16,333,raw,non,1049,160,6,2,1657.9,1216.6
p16,333,raw,non,1049,276,6,3,1247.2,413.3
p16,333,raw,non,1049,1864,6,4,923.9,506.8
p16,333,raw,non,1049,2742,6,5,978.5,535.5
p16,333,raw,non,1049,2956,6,6,1035.7,564.9
P7,342,raw,non,1049,10,8,1,1122.6,490.7
P7,342,raw,non,1049,462,8,2,946.5,524.1
P7,342,raw,non,1049,1324,8,3,803.9,630.4
