RECORDING_SESSION_LABEL,TRIAL_INDEX,image,image_type,image_num,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y
p10,249,raw,sem,1184,10,10,1,812.9,446.6
p10,249,raw,sem,1184,42,10,2,934.4,448.8
p10,249,raw,sem,1184,210,10,3,937,591.8
p10,249,raw,sem,1184,912,10,4,1030.5,460.6
p10,249,raw,sem,1184,1254,10,5,735.1,386.2
p10,249,raw,sem,1184,1480,10,6,761,509.2
p10,249,raw,sem,1184,1744,10,7,1092.1,452.1
p10,249,raw,sem,1184,1910,10,8,1037.6,459.2
p10,249,raw,sem,1184,2592,10,9,1190.8,408
p10,249,raw,sem,1184,2886,10,10,783.2,438.9
p11,263,raw,sem,1184,10,6,1,922.2,457.7
p11,263,raw,sem,1184,232,6,2,989.7,502.2
p11,263,raw,sem,1184,964,6,3,1094.8,471.8
p11,263,raw,sem,1184,2266,6,4,861.8,422.6
p11,263,raw,sem,1184,2574,6,5,753.9,417.9
p11,263,raw,sem,1184,2780,6,6,645,414.5
p12,248,raw,sem,1184,10,7,1,872.8,596.5
p12,248,raw,sem,1184,234,7,2,928.8,542.5
p12,248,raw,sem,1184,948,7,3,1052.8,430.8
p12,248,raw,sem,1184,1726,7,4,1260.3,429.4
p12,248,raw,sem,1184,1930,7,5,1184.6,381.3
p12,248,raw,sem,1184,2430,7,6,1262.3,500.7
p12,248,raw,sem,1184,2854,7,7,702.8,460.7
p13,261,raw,sem,1184,10,8,1,1041.3,435.8
p13,261,raw,sem,1184,220,8,2,981.2,533.5
p13,261,raw,sem,1184,958,8,3,1058.9,479.3
p13,261,raw,sem,1184,1670,8,4,1258.2,395.4
p13,261,raw,sem,1184,1990,8,5,1289.4,475.4
p13,261,raw,sem,1184,2298,8,6,1360.8,387.4
p13,261,raw,sem,1184,2596,8,7,745.3,377.8
p13,261,raw,sem,1184,2878,8,8,716.6,426.8
p14,263,raw,sem,1184,10,8,1,908.3,541.1
p14,263,raw,sem,1184,924,8,2,995.8,483.5
p14,263,raw,sem,1184,1074,8,3,1031.2,484
p14,263,raw,sem,1184,1352,8,4,1056.2,462.5
p14,263,raw,sem,1184,2028,8,5,1195.5,462.9
p14,263,raw,sem,1184,2348,8,6,706.5,462.1
p14,263,raw,sem,1184,2608,8,7,753,516.6
p14,263,raw,sem,1184,2972,8,8,1060.5,430.1
p15,252,raw,sem,1184,10,3,1,1231.9,691.6
p15,252,raw,sem,1184,298,3,2,1288.9,701
p15,252,raw,sem,1184,470,3,3,1052.4,571.6
p15,253,raw,sem,1184,76,8,1,980.8,531.4
p15,253,raw,sem,1184,840,8,2,1091.7,472.8
p15,253,raw,sem,1184,1500,8,3,793.7,391.7
p15,253,raw,sem,1184,1870,8,4,705,496.6
p15,253,raw,sem,1184,2126,8,5,626.2,470.5
p15,253,raw,sem,1184,2614,8,6,751.1,517.6
p15,253,raw,sem,1184,2824,8,7,879.5,505.5
p15,253,raw,sem,1184,2920,8,8,1114.8,439.6
p16,252,raw,sem,1184,10,4,1,872.7,468
p16,252,raw,sem,1184,338,4,2,935.1,520
p16,252,raw,sem,1184,1096,4,3,1037.4,456.9
p16,252,raw,sem,1184,2736,4,4,1048.4,443.9
P7,263,raw,sem,1184,10,3,1,875.4,571.1
P7,263,raw,sem,1184,584,3,2,943.7,556.5
P7,263,raw,sem,1184,1416,3,3,1055.8,427.8
p9,296,raw,sem,1184,10,8,1,911.9,548.8
p9,296,raw,sem,1184,262,8,2,967.4,565.1
p9,296,raw,sem,1184,722,8,3,900.8,628.1
p9,296,raw,sem,1184,910,8,4,964.6,600.4
p9,296,raw,sem,1184,1278,8,5,933.1,598.5
p9,296,raw,sem,1184,1442,8,6,966.5,584.1
p9,296,raw,sem,1184,2224,8,7,1028.8,507.3
p9,296,raw,sem,1184,2462,8,8,1096.9,473.1
p10,245,raw,sem,1183,10,9,1,973.5,542.5
p10,245,raw,sem,1183,230,9,2,949.2,593.9
p10,245,raw,sem,1183,958,9,3,808.4,711.5
p10,245,raw,sem,1183,1188,9,4,784.2,725.3
p10,245,raw,sem,1183,1496,9,5,1058.5,470.8
p10,245,raw,sem,1183,1934,9,6,1002.2,336.2
p10,245,raw,sem,1183,2484,9,7,1135.8,371.4
p10,245,raw,sem,1183,2658,9,8,844.6,334.6
p10,245,raw,sem,1183,2904,9,9,1264.7,312.9
p11,259,raw,sem,1183,10,7,1,958.8,515.9
p11,259,raw,sem,1183,422,7,2,964.5,490.6
p11,259,raw,sem,1183,1090,7,3,1009,511.1
p11,259,raw,sem,1183,1276,7,4,1112,438.1
p11,259,raw,sem,1183,1634,7,5,1108.6,421.4
p11,259,raw,sem,1183,2282,7,6,1081.4,447.2
p11,259,raw,sem,1183,2650,7,7,863.2,695.5
p12,244,raw,sem,1183,10,9,1,832.9,554.9
p12,244,raw,sem,1183,202,9,2,920.6,541.3
p12,244,raw,sem,1183,886,9,3,1065.5,447.3
p12,244,raw,sem,1183,1030,9,4,1054.2,342.9
p12,244,raw,sem,1183,1396,9,5,781,637.4
p12,244,raw,sem,1183,1592,9,6,835.7,643.6
p12,244,raw,sem,1183,1906,9,7,865.9,626
p12,244,raw,sem,1183,2366,9,8,833.8,633.5
p12,244,raw,sem,1183,2794,9,9,881.6,635.7
p13,256,raw,sem,1183,10,3,1,969,510.6
p13,256,raw,sem,1183,332,3,2,932.1,602.9
p13,256,raw,sem,1183,562,3,3,935,630.3
p14,259,raw,sem,1183,10,5,1,924.2,618
p14,259,raw,sem,1183,262,5,2,945.3,594.4
p14,259,raw,sem,1183,1310,5,3,1031.5,1.2
p14,259,raw,sem,1183,1884,5,4,1107.8,453.8
p14,259,raw,sem,1183,2260,5,5,1026.5,518.3
p15,248,raw,sem,1183,10,6,1,1122.8,771.3
p15,248,raw,sem,1183,52,6,2,886.1,884.9
p15,248,raw,sem,1183,410,6,3,984.3,621.7
p15,248,raw,sem,1183,1880,6,4,1508.6,1861.6
p15,248,raw,sem,1183,2162,6,5,981.6,547.9
p15,248,raw,sem,1183,2982,6,6,1120.8,435.3
p16,248,raw,sem,1183,42,5,1,1288.3,487
p16,248,raw,sem,1183,2462,5,2,854.7,1347.6
p16,248,raw,sem,1183,2638,5,3,688.6,1307.9
p16,248,raw,sem,1183,2754,5,4,953,544.5
p16,248,raw,sem,1183,2850,5,5,937.1,489.1
P7,258,raw,sem,1183,10,6,1,1169.8,500.4
P7,258,raw,sem,1183,412,6,2,968.9,524
P7,258,raw,sem,1183,1156,6,3,1071.6,430.3
P7,258,raw,sem,1183,1274,6,4,1067.3,345
P7,258,raw,sem,1183,1446,6,5,834,648.6
P7,258,raw,sem,1183,2350,6,6,1040,503.9
p9,291,raw,sem,1183,10,8,1,458.3,524.9
p9,291,raw,sem,1183,102,8,2,683.3,547
p9,291,raw,sem,1183,220,8,3,979.1,572.6
p9,291,raw,sem,1183,972,8,4,1088.5,542.9
p9,291,raw,sem,1183,1202,8,5,843,675
p9,291,raw,sem,1183,1524,8,6,1109.9,385.2
p9,291,raw,sem,1183,2118,8,7,860.8,673.1
p9,291,raw,sem,1183,2592,8,8,1119,427.9
p10,241,raw,sem,1182,10,9,1,770.3,509.6
p10,241,raw,sem,1182,128,9,2,880.8,513.5
p10,241,raw,sem,1182,296,9,3,927.8,594.6
p10,241,raw,sem,1182,1032,9,4,1152.8,434.9
p10,241,raw,sem,1182,1198,9,5,987.9,536.5
p10,241,raw,sem,1182,1574,9,6,725.7,659.2
p10,241,raw,sem,1182,1808,9,7,674.8,782.2
p10,241,raw,sem,1182,2270,9,8,979.8,577.2
p10,241,raw,sem,1182,2686,9,9,1176.8,357.5
p11,255,raw,sem,1182,10,3,1,1033.1,491.7
p11,255,raw,sem,1182,296,3,2,973.5,485.1
p11,255,raw,sem,1182,1316,3,3,1196.2,359.6
p12,240,raw,sem,1182,10,9,1,898.8,472.7
p12,240,raw,sem,1182,230,9,2,933.3,530.1
p12,240,raw,sem,1182,1026,9,3,969.8,525
p12,240,raw,sem,1182,1298,9,4,678.2,604.1
p12,240,raw,sem,1182,1630,9,5,675.4,672.5
p12,240,raw,sem,1182,1806,9,6,665.6,741.9
p12,240,raw,sem,1182,2046,9,7,965.2,547.1
p12,240,raw,sem,1182,2340,9,8,1193.3,313.2
p12,240,raw,sem,1182,2934,9,9,1281.8,340.2
p13,252,raw,sem,1182,10,8,1,936.5,491.6
p13,252,raw,sem,1182,210,8,2,907.7,560.3
p13,252,raw,sem,1182,1116,8,3,671.3,614.1
p13,252,raw,sem,1182,1342,8,4,659,689.4
p13,252,raw,sem,1182,1674,8,5,763.7,658.9
p13,252,raw,sem,1182,1974,8,6,946.1,580.3
p13,252,raw,sem,1182,2266,8,7,1222.6,397.8
p13,252,raw,sem,1182,2592,8,8,1159.9,316
p14,255,raw,sem,1182,22,8,1,941.4,549.3
p14,255,raw,sem,1182,1056,8,2,704.8,610.4
p14,255,raw,sem,1182,1254,8,3,1162.6,449.7
p14,255,raw,sem,1182,1530,8,4,972.3,548.1
p14,255,raw,sem,1182,2050,8,5,829.8,504.3
p14,255,raw,sem,1182,2304,8,6,1011.7,427.2
p14,255,raw,sem,1182,2606,8,7,710.9,544.7
p14,255,raw,sem,1182,2864,8,8,1062.5,284.6
p15,244,raw,sem,1182,10,8,1,884.1,458.8
p15,244,raw,sem,1182,152,8,2,-27.6,519.6
p15,244,raw,sem,1182,356,8,3,979.7,527.6
p15,244,raw,sem,1182,1174,8,4,1264.7,357.6
p15,244,raw,sem,1182,1952,8,5,787.2,691.4
p15,244,raw,sem,1182,2300,8,6,716.7,711.6
p15,244,raw,sem,1182,2520,8,7,778.4,874.1
p15,244,raw,sem,1182,2880,8,8,1216.1,500.7
p16,243,raw,sem,1182,10,4,1,942.8,535.9
p16,243,raw,sem,1182,296,4,2,990.2,461
p16,243,raw,sem,1182,1950,4,3,3270,1350.1
p16,243,raw,sem,1182,2126,4,4,1322,474.4
p16,244,raw,sem,1182,10,7,1,943.1,569.4
p16,244,raw,sem,1182,626,7,2,946.3,543.7
p16,244,raw,sem,1182,1028,7,3,1160.2,525.4
p16,244,raw,sem,1182,1232,7,4,1225,404.8
p16,244,raw,sem,1182,2132,7,5,962.8,591.1
p16,244,raw,sem,1182,2520,7,6,1222.7,540.7
p16,244,raw,sem,1182,2950,7,7,788.9,560.2
P7,254,raw,sem,1182,10,4,1,1028.7,468.6
P7,254,raw,sem,1182,230,4,2,948.3,500.6
P7,254,raw,sem,1182,1128,4,3,1190.3,309.3
P7,254,raw,sem,1182,1458,4,4,717.1,609.5
p9,284,raw,sem,1182,56,6,1,1362.3,1025.4
p9,284,raw,sem,1182,200,6,2,911.6,704.7
p9,284,raw,sem,1182,394,6,3,948.9,626.5
p9,284,raw,sem,1182,2402,6,4,1032,640.3
p9,284,raw,sem,1182,2520,6,5,960.3,623.9
p9,284,raw,sem,1182,2892,6,6,1007.6,620.3
p9,285,raw,sem,1182,10,7,1,1131.9,644.2
p9,285,raw,sem,1182,270,7,2,1030.5,629.4
p9,285,raw,sem,1182,798,7,3,986.5,649.3
p9,285,raw,sem,1182,1306,7,4,1126.2,673.8
p9,285,raw,sem,1182,1478,7,5,1025.3,663.8
p9,285,raw,sem,1182,2138,7,6,1065.3,652.9
p9,285,raw,sem,1182,2376,7,7,1019.2,655.6
p9,286,raw,sem,1182,10,10,1,824,525.1
p9,286,raw,sem,1182,214,10,2,923.2,569.2
p9,286,raw,sem,1182,538,10,3,975.8,570.1
p9,286,raw,sem,1182,1130,10,4,920.9,574.5
p9,286,raw,sem,1182,1410,10,5,1170.8,466.9
p9,286,raw,sem,1182,1704,10,6,1280.4,426.4
p9,286,raw,sem,1182,2020,10,7,972.6,578.6
p9,286,raw,sem,1182,2250,10,8,1016.6,564.7
p9,286,raw,sem,1182,2452,10,9,766.7,641
p9,286,raw,sem,1182,2906,10,10,1034.3,549.8
p10,237,raw,sem,1181,10,10,1,950.6,465
p10,237,raw,sem,1181,206,10,2,956.6,580.9
p10,237,raw,sem,1181,920,10,3,1126.6,419.8
p10,237,raw,sem,1181,1016,10,4,1235.6,304.8
p10,237,raw,sem,1181,1200,10,5,891.5,567.2
p10,237,raw,sem,1181,1336,10,6,850.7,634.9
p10,237,raw,sem,1181,2176,10,7,851.4,542.4
p10,237,raw,sem,1181,2330,10,8,743.7,466.7
p10,237,raw,sem,1181,2722,10,9,854,500.1
p10,237,raw,sem,1181,2956,10,10,1195.7,335.4
p11,251,raw,sem,1181,44,7,1,1031.6,543.7
p11,251,raw,sem,1181,288,7,2,979.9,507.6
p11,251,raw,sem,1181,1072,7,3,896.3,550.3
p11,251,raw,sem,1181,1400,7,4,1259.2,402
p11,251,raw,sem,1181,1758,7,5,876.6,553.5
p11,251,raw,sem,1181,2780,7,6,1035.3,514.3
p11,251,raw,sem,1181,2956,7,7,876,560.2
p12,236,raw,sem,1181,10,8,1,923.2,504
p12,236,raw,sem,1181,256,8,2,961.3,520.4
p12,236,raw,sem,1181,960,8,3,794.9,454.9
p12,236,raw,sem,1181,1158,8,4,839.4,579.5
p12,236,raw,sem,1181,1712,8,5,1212.1,290.7
p12,236,raw,sem,1181,2138,8,6,1206.6,473.3
p12,236,raw,sem,1181,2332,8,7,708.3,446.4
p12,236,raw,sem,1181,2812,8,8,796.4,457.3
p13,248,raw,sem,1181,48,10,1,870,413.9
p13,248,raw,sem,1181,302,10,2,958.7,454.4
p13,248,raw,sem,1181,470,10,3,921.5,516.8
p13,248,raw,sem,1181,1192,10,4,989.1,428.2
p13,248,raw,sem,1181,1370,10,5,1231.1,354.2
p13,248,raw,sem,1181,1712,10,6,1224,414.5
p13,248,raw,sem,1181,1950,10,7,1210,505.1
p13,248,raw,sem,1181,2252,10,8,1143.3,521.2
p13,248,raw,sem,1181,2472,10,9,848.5,571.9
p13,248,raw,sem,1181,2818,10,10,764.2,436
p14,251,raw,sem,1181,10,7,1,904.4,563.7
p14,251,raw,sem,1181,944,7,2,1205.6,269.6
p14,251,raw,sem,1181,1258,7,3,830.2,636.1
p14,251,raw,sem,1181,1410,7,4,788.8,610.1
p14,251,raw,sem,1181,2012,7,5,777.2,430.5
p14,251,raw,sem,1181,2534,7,6,1241.8,305.6
p14,251,raw,sem,1181,2788,7,7,1049.9,497.9
p15,240,raw,sem,1181,10,8,1,1106,568
p15,240,raw,sem,1181,88,8,2,1010.1,579.1
p15,240,raw,sem,1181,930,8,3,906.3,707.5
p15,240,raw,sem,1181,1712,8,4,1327.9,396.7
p15,240,raw,sem,1181,1936,8,5,1217.2,391.8
p15,240,raw,sem,1181,2070,8,6,830.3,499.5
p15,240,raw,sem,1181,2408,8,7,1245.4,563.7
p15,240,raw,sem,1181,2798,8,8,1277.1,399.9
p16,239,raw,sem,1181,20,5,1,959.5,1183.1
p16,239,raw,sem,1181,162,5,2,988.5,431.7
p16,239,raw,sem,1181,1628,5,3,820.4,560.2
p16,239,raw,sem,1181,2510,5,4,1155.2,344.3
p16,239,raw,sem,1181,2668,5,5,1207.7,364.6
P7,250,raw,sem,1181,10,8,1,937.3,527.7
P7,250,raw,sem,1181,788,8,2,849.9,588.4
P7,250,raw,sem,1181,1054,8,3,1175.2,286
P7,250,raw,sem,1181,1244,8,4,1214.4,259.2
P7,250,raw,sem,1181,1432,8,5,802.3,408.6
P7,250,raw,sem,1181,1834,8,6,1298.3,491.5
P7,250,raw,sem,1181,2146,8,7,860.8,582.1
P7,250,raw,sem,1181,2840,8,8,1210.7,274.4
p9,276,raw,sem,1181,10,10,1,783.6,538.4
p9,276,raw,sem,1181,144,10,2,939.6,569
p9,276,raw,sem,1181,214,10,3,1012.7,603.1
p9,276,raw,sem,1181,994,10,4,994.8,599.3
p9,276,raw,sem,1181,1178,10,5,929.9,592.4
p9,276,raw,sem,1181,1300,10,6,994.2,596.5
p9,276,raw,sem,1181,1478,10,7,956.6,605.6
p9,276,raw,sem,1181,2242,10,8,1021.6,614.3
p9,276,raw,sem,1181,2446,10,9,1191,430.6
p9,276,raw,sem,1181,2606,10,10,1274.5,293.3
p10,233,raw,sem,1178,10,6,1,881.8,528.1
p10,233,raw,sem,1178,196,6,2,904.8,597.7
p10,233,raw,sem,1178,582,6,3,941.8,597.9
p10,233,raw,sem,1178,1540,6,4,1024.2,465
p10,233,raw,sem,1178,1876,6,5,1151.4,547.5
p10,233,raw,sem,1178,2496,6,6,1056.7,448.8
p11,247,raw,sem,1178,10,3,1,1027.5,445.7
p11,247,raw,sem,1178,222,3,2,940.3,512.4
p11,247,raw,sem,1178,964,3,3,1040.4,443
p12,232,raw,sem,1178,10,8,1,1018.4,483
p12,232,raw,sem,1178,200,8,2,931.5,521.7
p12,232,raw,sem,1178,922,8,3,1049.3,427.4
p12,232,raw,sem,1178,1324,8,4,1141,530
p12,232,raw,sem,1178,2174,8,5,717.7,680.5
p12,232,raw,sem,1178,2448,8,6,591,682.7
p12,232,raw,sem,1178,2726,8,7,547.3,672.6
p12,232,raw,sem,1178,2966,8,8,991.5,423.5
p13,244,raw,sem,1178,10,10,1,946.2,464.3
p13,244,raw,sem,1178,132,10,2,998.6,485.2
p13,244,raw,sem,1178,262,10,3,922.2,551.7
p13,244,raw,sem,1178,992,10,4,1049.6,470.4
p13,244,raw,sem,1178,1318,10,5,1070.8,434.9
p13,244,raw,sem,1178,1762,10,6,1168.4,488.9
p13,244,raw,sem,1178,2122,10,7,1342.2,603.1
p13,244,raw,sem,1178,2286,10,8,1314.1,658.3
p13,244,raw,sem,1178,2730,10,9,1161.1,723.5
p13,244,raw,sem,1178,2956,10,10,647,679.2
p14,247,raw,sem,1178,10,7,1,906.2,560.4
p14,247,raw,sem,1178,760,7,2,931,546.7
p14,247,raw,sem,1178,1520,7,3,1009.1,473.5
p14,247,raw,sem,1178,1702,7,4,1058.2,458.7
p14,247,raw,sem,1178,2148,7,5,1143.3,549.8
p14,247,raw,sem,1178,2458,7,6,701.8,615.9
p14,247,raw,sem,1178,2846,7,7,1057.2,414.8
p15,236,raw,sem,1178,10,5,1,1410.4,1481.4
p15,236,raw,sem,1178,212,5,2,991.4,544.1
p15,236,raw,sem,1178,1022,5,3,1097.6,454.1
p15,236,raw,sem,1178,1738,5,4,1187.2,579.4
p15,236,raw,sem,1178,2512,5,5,769.7,772.3
p16,235,raw,sem,1178,10,6,1,961.4,379.7
p16,235,raw,sem,1178,282,6,2,929,492.9
p16,235,raw,sem,1178,1200,6,3,1034.8,442.1
p16,235,raw,sem,1178,1458,6,4,1051.1,392.9
p16,235,raw,sem,1178,2232,6,5,712.4,687.1
p16,235,raw,sem,1178,2956,6,6,614.7,611.9
P7,244,raw,sem,1178,10,2,1,998.8,387.9
P7,244,raw,sem,1178,406,2,2,946.8,459.8
P7,245,raw,sem,1178,326,8,1,267,205.1
P7,245,raw,sem,1178,658,8,2,955.3,293.8
P7,245,raw,sem,1178,946,8,3,912.3,138.6
P7,245,raw,sem,1178,1730,8,4,975.3,175.9
P7,245,raw,sem,1178,1926,8,5,884.2,134.8
P7,245,raw,sem,1178,2504,8,6,886.2,144
P7,245,raw,sem,1178,2852,8,7,877.4,220
P7,245,raw,sem,1178,2932,8,8,912.1,140.8
P7,246,raw,sem,1178,10,8,1,960.3,526.3
P7,246,raw,sem,1178,716,8,2,1057.4,392.2
P7,246,raw,sem,1178,1452,8,3,748.5,592.9
P7,246,raw,sem,1178,1732,8,4,1065.2,407
P7,246,raw,sem,1178,2038,8,5,1315.4,600.6
P7,246,raw,sem,1178,2238,8,6,1080.2,361.1
P7,246,raw,sem,1178,2692,8,7,1076.7,336.7
P7,246,raw,sem,1178,2892,8,8,1095.7,388.5
p9,271,raw,sem,1178,10,11,1,1048.5,521.4
p9,271,raw,sem,1178,178,11,2,967.1,527.9
p9,271,raw,sem,1178,476,11,3,1007.3,566
p9,271,raw,sem,1178,686,11,4,941.3,539.8
p9,271,raw,sem,1178,892,11,5,1024.7,559.7
p9,271,raw,sem,1178,1192,11,6,972.2,555.6
p9,271,raw,sem,1178,1478,11,7,1045.3,567
p9,271,raw,sem,1178,1588,11,8,957.4,561
p9,271,raw,sem,1178,1820,11,9,1008.1,565.5
p9,271,raw,sem,1178,2310,11,10,945.7,564.6
p9,271,raw,sem,1178,2576,11,11,991.9,572.8
p9,272,raw,sem,1178,10,7,1,1019.5,542.5
p9,272,raw,sem,1178,318,7,2,977.3,532.4
p9,272,raw,sem,1178,1126,7,3,1091.7,488.3
p9,272,raw,sem,1178,1334,7,4,1136.3,461.9
p9,272,raw,sem,1178,1970,7,5,867.1,617.8
p9,272,raw,sem,1178,2218,7,6,1183.5,560.8
p9,272,raw,sem,1178,2822,7,7,1148.6,584.3
p10,229,raw,sem,1177,10,6,1,934.3,646.9
p10,229,raw,sem,1177,230,6,2,961,588.6
p10,229,raw,sem,1177,940,6,3,932.7,501.2
p10,229,raw,sem,1177,1294,6,4,872.7,481.4
p10,229,raw,sem,1177,1960,6,5,941,528.9
p10,229,raw,sem,1177,2838,6,6,853,526.9
p11,243,raw,sem,1177,10,9,1,300.7,520
p11,243,raw,sem,1177,224,9,2,977.9,487.7
p11,243,raw,sem,1177,494,9,3,943.5,503.6
p11,243,raw,sem,1177,1230,9,4,916.5,453
p11,243,raw,sem,1177,1450,9,5,862.5,427.7
p11,243,raw,sem,1177,1976,9,6,928.2,443.7
p11,243,raw,sem,1177,2370,9,7,651.6,549.5
p11,243,raw,sem,1177,2702,9,8,697.5,533.8
p11,243,raw,sem,1177,2976,9,9,1226.6,653.9
p12,228,raw,sem,1177,10,9,1,816.7,524.1
p12,228,raw,sem,1177,200,9,2,947.5,550.6
p12,228,raw,sem,1177,748,9,3,970.3,544.4
p12,228,raw,sem,1177,902,9,4,885.1,480.4
p12,228,raw,sem,1177,1066,9,5,922.2,451.2
p12,228,raw,sem,1177,1308,9,6,832.1,448.9
p12,228,raw,sem,1177,1756,9,7,802.3,609
p12,228,raw,sem,1177,2102,9,8,833.9,458.4
p12,228,raw,sem,1177,2924,9,9,667.8,565.3
p13,240,raw,sem,1177,10,9,1,1002.6,463.1
p13,240,raw,sem,1177,212,9,2,947.9,535.5
p13,240,raw,sem,1177,990,9,3,895.3,497.6
p13,240,raw,sem,1177,1160,9,4,842.5,475.3
p13,240,raw,sem,1177,1532,9,5,926.3,477
p13,240,raw,sem,1177,1768,9,6,1019.7,519.7
p13,240,raw,sem,1177,1950,9,7,921.7,489.7
p13,240,raw,sem,1177,2314,9,8,1214.8,563.1
p13,240,raw,sem,1177,2480,9,9,1251,702.5
p14,243,raw,sem,1177,10,8,1,963.4,579.4
p14,243,raw,sem,1177,764,8,2,920.4,519.7
p14,243,raw,sem,1177,1430,8,3,834.6,485.7
p14,243,raw,sem,1177,1872,8,4,1042.6,624.2
p14,243,raw,sem,1177,2038,8,5,1221.7,667.1
p14,243,raw,sem,1177,2278,8,6,704.4,599.2
p14,243,raw,sem,1177,2440,8,7,608.8,601.9
p14,243,raw,sem,1177,2850,8,8,1213,660.8
p15,232,raw,sem,1177,10,6,1,1262.8,1119
p15,232,raw,sem,1177,200,6,2,1040.8,590.7
p15,232,raw,sem,1177,404,6,3,991.9,570.3
p15,232,raw,sem,1177,1124,6,4,967,493.6
p15,232,raw,sem,1177,1506,6,5,878.6,484.6
p15,232,raw,sem,1177,2990,6,6,859.7,665.7
p16,229,raw,sem,1177,104,9,1,960.1,612.2
p16,229,raw,sem,1177,1230,9,2,911.3,430.3
p16,229,raw,sem,1177,1558,9,3,731,429.9
p16,229,raw,sem,1177,1596,9,4,623,456.9
p16,229,raw,sem,1177,1784,9,5,569.7,496.1
p16,229,raw,sem,1177,2446,9,6,854,404.7
p16,229,raw,sem,1177,2630,9,7,909,403.7
p16,229,raw,sem,1177,2802,9,8,1009.6,375.1
p16,229,raw,sem,1177,2922,9,9,1254.1,369.3
P7,238,raw,sem,1177,10,7,1,950.4,514.6
P7,238,raw,sem,1177,732,7,2,870.2,446.8
P7,238,raw,sem,1177,872,7,3,846.9,426.3
P7,238,raw,sem,1177,1128,7,4,962,408.4
P7,238,raw,sem,1177,1484,7,5,869.8,405.9
P7,238,raw,sem,1177,2226,7,6,719.3,551
P7,238,raw,sem,1177,2466,7,7,625,562.2
p9,263,raw,sem,1177,22,13,1,536.5,451.6
p9,263,raw,sem,1177,206,13,2,960.4,517.2
p9,263,raw,sem,1177,478,13,3,1023.7,546.8
p9,263,raw,sem,1177,658,13,4,955.9,555.4
p9,263,raw,sem,1177,960,13,5,1042.7,566.9
p9,263,raw,sem,1177,1104,13,6,975.8,568.9
p9,263,raw,sem,1177,1330,13,7,1093.3,786.5
p9,263,raw,sem,1177,1474,13,8,949.6,665.1
p9,263,raw,sem,1177,1702,13,9,946.2,615.2
p9,263,raw,sem,1177,2128,13,10,538.9,594.1
p9,263,raw,sem,1177,2506,13,11,35.5,726.7
p9,263,raw,sem,1177,2696,13,12,903.6,570.8
p9,263,raw,sem,1177,2900,13,13,989.5,558.6
p10,224,raw,sem,1176,10,2,1,978.7,523
p10,224,raw,sem,1176,188,2,2,957.4,632.1
p10,225,raw,sem,1176,10,5,1,903.6,592.1
p10,225,raw,sem,1176,226,5,2,973.5,590.3
p10,225,raw,sem,1176,1034,5,3,984.1,448.1
p10,225,raw,sem,1176,1262,5,4,1228.2,395.4
p10,225,raw,sem,1176,2140,5,5,948.2,436.8
p11,239,raw,sem,1176,10,8,1,1011.8,450.9
p11,239,raw,sem,1176,224,8,2,958.1,492
p11,239,raw,sem,1176,1002,8,3,1096,420.7
p11,239,raw,sem,1176,1188,8,4,1209.9,421.1
p11,239,raw,sem,1176,1466,8,5,1157,485.7
p11,239,raw,sem,1176,1762,8,6,993.5,398.9
p11,239,raw,sem,1176,2400,8,7,779.4,423
p11,239,raw,sem,1176,2610,8,8,734.1,427.9
p12,224,raw,sem,1176,10,10,1,974.4,473.4
p12,224,raw,sem,1176,214,10,2,963.6,524.8
p12,224,raw,sem,1176,988,10,3,822.8,458.6
p12,224,raw,sem,1176,1188,10,4,1182.2,357.2
p12,224,raw,sem,1176,1388,10,5,1217.7,348.3
p12,224,raw,sem,1176,1590,10,6,1136.1,465.7
p12,224,raw,sem,1176,1926,10,7,951.4,405.3
p12,224,raw,sem,1176,2208,10,8,752.2,482.5
p12,224,raw,sem,1176,2696,10,9,710.4,493.6
p12,224,raw,sem,1176,2980,10,10,974.3,408.5
p13,236,raw,sem,1176,10,9,1,1040.6,449
p13,236,raw,sem,1176,224,9,2,985.2,518.9
p13,236,raw,sem,1176,974,9,3,1130.6,460.1
p13,236,raw,sem,1176,1158,9,4,1240.1,381.3
p13,236,raw,sem,1176,1532,9,5,1195.9,448.4
p13,236,raw,sem,1176,1716,9,6,969.4,388.6
p13,236,raw,sem,1176,2182,9,7,813.8,416.2
p13,236,raw,sem,1176,2546,9,8,716.5,460.2
p13,236,raw,sem,1176,2946,9,9,1073.7,492
p14,239,raw,sem,1176,10,9,1,942.6,551.7
p14,239,raw,sem,1176,746,9,2,923.3,486.1
p14,239,raw,sem,1176,1202,9,3,1052.3,498.4
p14,239,raw,sem,1176,1390,9,4,1205,391.1
p14,239,raw,sem,1176,1554,9,5,1232.4,354
p14,239,raw,sem,1176,1980,9,6,1050.3,430.9
p14,239,raw,sem,1176,2192,9,7,1036.1,412.7
p14,239,raw,sem,1176,2594,9,8,968.9,379.1
p14,239,raw,sem,1176,2898,9,9,1056.9,487.2
p15,228,raw,sem,1176,80,5,1,1103.2,663.8
p15,228,raw,sem,1176,286,5,2,988.7,578.4
p15,228,raw,sem,1176,1226,5,3,958.6,432.1
p15,228,raw,sem,1176,1444,5,4,1284.6,339
p15,228,raw,sem,1176,2384,5,5,1199.9,497.3
