RECORDING_SESSION_LABEL,TRIAL_INDEX,Trial_Index_,Image,image_type,response,trial_num,CURRENT_FIX_DURATION,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_IS_RT_END,X,Y
P1,8,7,Ul.png,None,n,0,282,7,3976,1011.4,609.8,FALSE,451.4,369.8
P1,8,7,Ul.png,None,n,0,144,8,4292,840.3,617.6,FALSE,280.3,377.6
P1,8,7,Ul.png,None,n,0,164,9,4460,746.3,613.5,FALSE,186.3,373.5
P1,8,7,Ul.png,None,n,0,272,10,4660,914.7,608.9,FALSE,354.7,368.9
P1,8,7,Ul.png,None,n,0,162,11,4962,1075.2,590.6,FALSE,515.2,350.6
P1,8,7,Ul.png,None,n,0,220,12,5146,1150.7,581.9,FALSE,590.7,341.9
P1,8,7,Ul.png,None,n,0,84,13,5390,1241.6,580.6,FALSE,681.6,340.6
P1,8,7,Ul.png,None,n,0,194,14,5496,1308.3,566.1,FALSE,748.3,326.1
P1,8,7,Ul.png,None,n,0,352,15,5722,1150.2,577.6,FALSE,590.2,337.6
P1,9,8,Ul.png,None,n,0,12,1,10,1202.8,564.9,FALSE,642.8,324.9
P1,9,8,Ul.png,None,n,0,196,2,66,909.2,595.2,FALSE,349.2,355.2
P1,9,8,Ul.png,None,n,0,788,3,292,1020.1,583.2,FALSE,460.1,343.2
P1,9,8,Ul.png,None,n,0,216,4,1102,994,546,FALSE,434,306
P1,9,8,Ul.png,None,n,0,270,5,1350,1015,754.3,FALSE,455,514.3
P1,9,8,Ul.png,None,n,0,746,6,1678,801.9,1110.6,FALSE,241.9,870.6
P1,9,8,Ul.png,None,n,0,346,7,2496,981.9,629,FALSE,421.9,389
P1,9,8,Ul.png,None,n,0,250,8,2864,1041,621.7,FALSE,481,381.7
P1,10,9,Uo.png,Local,b,0,230,1,10,1086,631.4,FALSE,526,391.4
P1,10,9,Uo.png,Local,b,0,638,2,264,1013.7,636.7,FALSE,453.7,396.7
P1,10,9,Uo.png,Local,b,0,222,3,956,865.6,1105.1,FALSE,305.6,865.1
P1,10,9,Uo.png,Local,b,0,294,4,1242,999.4,592.9,FALSE,439.4,352.9
P1,10,9,Uo.png,Local,b,0,96,5,1556,1034.2,616,FALSE,474.2,376
P1,10,9,Uo.png,Local,b,0,920,6,1828,1020.4,579.1,FALSE,460.4,339.1
P1,10,9,Uo.png,Local,b,0,162,7,2768,1051.8,547.2,FALSE,491.8,307.2
P1,10,9,Uo.png,Local,b,0,314,8,2946,1021.3,537.8,FALSE,461.3,297.8
P1,10,9,Uo.png,Local,b,0,98,9,3474,957,592.3,FALSE,397,352.3
P1,10,9,Uo.png,Local,b,0,656,10,3596,1014.9,614.5,FALSE,454.9,374.5
P1,10,9,Uo.png,Local,b,0,106,11,4282,867.8,623.5,FALSE,307.8,383.5
P1,10,9,Uo.png,Local,b,0,176,12,4420,710.4,586.6,FALSE,150.4,346.6
P1,10,9,Uo.png,Local,b,0,204,13,4634,943.8,625.4,FALSE,383.8,385.4
P1,10,9,Uo.png,Local,b,0,240,14,4866,1107.4,601.8,FALSE,547.4,361.8
P1,10,9,Uo.png,Local,b,0,158,15,5132,1219.1,572.5,FALSE,659.1,332.5
P1,10,9,Uo.png,Local,b,0,302,16,5316,1306.1,549.4,FALSE,746.1,309.4
P1,10,9,Uo.png,Local,b,0,190,17,5722,668.7,1112.1,FALSE,108.7,872.1
P1,11,10,Uo.png,Local,b,0,192,1,10,1277.6,608.5,FALSE,717.6,368.5
P1,11,10,Uo.png,Local,b,0,328,2,240,1053.9,620.3,FALSE,493.9,380.3
P1,11,10,Uo.png,Local,b,0,152,3,620,926.8,1131.5,FALSE,366.8,891.5
P1,11,10,Uo.png,Local,b,0,162,4,798,844,1115.4,FALSE,284,875.4
P1,11,10,Uo.png,Local,b,0,48,5,988,988.4,1126.1,FALSE,428.4,886.1
P1,11,10,Uo.png,Local,b,0,132,6,1090,962.7,560.4,FALSE,402.7,320.4
P1,11,10,Uo.png,Local,b,0,626,7,1246,1032.6,581.2,FALSE,472.6,341.2
P1,11,10,Uo.png,Local,b,0,214,8,1902,1038.6,606.5,FALSE,478.6,366.5
P1,11,10,Uo.png,Local,b,0,158,9,2146,975.7,599.6,FALSE,415.7,359.6
P1,11,10,Uo.png,Local,b,0,470,10,2324,1015.8,615.8,FALSE,455.8,375.8
P1,11,10,Uo.png,Local,b,0,40,11,2810,995,635.5,FALSE,435,395.5
P1,11,10,Uo.png,Local,b,0,900,12,2956,1031.5,627.8,FALSE,471.5,387.8
P1,11,10,Uo.png,Local,b,0,216,13,4040,1001.7,591.9,FALSE,441.7,351.9
P1,11,10,Uo.png,Local,b,0,144,14,4288,899.2,631.9,FALSE,339.2,391.9
P1,11,10,Uo.png,Local,b,0,150,15,4486,1271.5,557.7,FALSE,711.5,317.7
P1,11,10,Uo.png,Local,b,0,166,16,4670,1100.3,583.7,FALSE,540.3,343.7
P1,11,10,Uo.png,Local,b,0,188,17,4858,1174.4,606.5,FALSE,614.4,366.5
P1,11,10,Uo.png,Local,b,0,136,18,5094,820.7,611.7,FALSE,260.7,371.7
